Cmpnd_short,Cmpnd_full,Formula,Mass,RT,CAS_ID,p_mix3,p_mix4,p_mix5,p_mix6,p_mix7,p_mix8,p_mix9,p_set1_blue_546_R2,p_set1_blue_617_R4,p_set1_blue_618_R1,p_set1_blue_648_R3,p_set1_blue_669_L1,p_set1_blue_713_R2,p_set1_blue_773_R8,p_set1_gray_551_L2,p_set1_gray_573_R2,p_set1_gray_608_R3,p_set1_gray_796_L1,p_set1_gray_796_R5,p_set1_gray_843_L4,p_set1_gray_843_L5,p_set1_green_574_R1,p_set1_green_592_L3,p_set1_green_593_R1,p_set1_green_614_R4,p_set1_green_675_L6,p_set1_green_675_L9,p_set1_green_773_L2,p_set1_pink_670_L3,p_set1_pink_672_L1,p_set1_pink_686_R1,p_set1_pink_751_L1,p_set1_pink_754_L1,p_set1_pink_847_R2,p_set1_pink_847_R3,p_set1_purple_552_R5,p_set1_purple_552_R6,p_set1_purple_605_L3,p_set1_purple_608_L1,p_set1_purple_611_L4,p_set1_purple_621_L1,p_set1_purple_843_L7,p_set1_yellow_599_L3,p_set1_yellow_666_R2,p_set1_yellow_670_R3,p_set1_yellow_672_R5,p_set1_yellow_751_L3,p_set1_yellow_751_R4,p_set1_yellow_847_R6,p_set2_blue_561_L3,p_set2_blue_592_R4,p_set2_blue_617_L3,p_set2_blue_617_L4,p_set2_blue_669_L2,p_set2_blue_669_L4,p_set2_blue_675_R2,p_set2_blue_772_R1,p_set2_gray_551_R3,p_set2_gray_610_L2,p_set2_gray_611_L5,p_set2_gray_621_R1,p_set2_gray_621_R2,p_set2_gray_796_L2,p_set2_gray_796_R1,p_set2_gray_796_R4,p_set2_green_593_R3,p_set2_green_661_R2,p_set2_green_675_L1,p_set2_green_675_L3,p_set2_green_675_L7,p_set2_green_772_L2,p_set2_green_773_R7,p_set2_pink_670_L2,p_set2_pink_670_L5,p_set2_pink_670_L6,p_set2_pink_730_L3,p_set2_pink_730_R1,p_set2_pink_754_L3,p_set2_pink_847_L1,p_set2_purple_552_L1,p_set2_purple_552_R2,p_set2_purple_552_R4,p_set2_purple_573_R4,p_set2_purple_608_L4,p_set2_purple_610_R2,p_set2_purple_632_R1,p_set2_purple_843_L2,p_set2_yellow_599_R2,p_set2_yellow_670_R4,p_set2_yellow_672_R1,p_set2_yellow_672_R6,p_set2_yellow_686_R2,p_set2_yellow_752_L1,p_set2_yellow_753_R3,p_set2_yellow_847_L4,p_solv2
pC97,1-Methyladenosine,C11 H15 N5 O4,281.1131,1.44,15763-06-1,3535.972109,4129.887762,4487.585496,3629.039181,4742.153092,3596.892095,3779.901609,3784.336068,3203.877621,3046.709274,3411.476184,9326.891096,2737.613272,3045.067128,1525.444207,4554.970078,1566.502009,818.1824832,3151.530359,1269.698272,2970.881547,3567.008629,2951.124716,3025.865802,1149.33007,4399.146569,1726.089626,1964.135321,5235.375439,3571.2589,3984.079228,2599.597387,5930.822881,2846.516115,3242.576931,2601.728131,3646.055789,2617.817011,2960.157134,2500.252324,2576.348808,3176.32564,3645.253267,7222.100495,3486.793915,2747.378848,3759.079665,4407.620959,2785.906249,5015.769297,4172.026755,4636.303399,5327.635293,5465.502718,7912.530038,2374.106176,5610.144467,2234.295334,4789.911224,1989.394159,1450.434084,3291.231434,2963.509509,4005.431885,5685.331559,4461.375008,2471.590666,2350.00066,5753.570872,4583.738342,7142.962268,2692.200894,2396.890722,5569.336018,2186.51603,3439.868863,1187.130407,7336.176117,2847.645788,4286.795919,2736.618661,4169.564287,5387.090335,1951.879213,1354.677599,1056.15175,3387.881443,2904.723825,4910.196196,1856.327553,2759.483069,1351.493245,2388.802381,2474.816394,2130.04515,1163.456644
pC98,2'-O-Methylinosine,C11 H14 N4 O5,282.0981,1.58,301-02-0,6160.682749,4510.694921,6490.255261,5972.155778,5912.012005,4846.285641,5714.156889,11115.02404,5616.91073,8030.488404,7055.781465,26801.27026,3687.943416,4365.514525,3681.134182,5719.538967,2154.639182,1897.726379,5452.841469,5202.101883,3877.150278,8026.740451,4437.397583,6644.117385,2042.86541,4922.719304,4024.535972,3471.787718,6307.303361,4771.27961,4319.083906,3408.017966,5492.931759,4720.798725,3498.289916,3083.148778,6278.297136,1832.568652,4343.628365,4653.640671,3428.310651,5067.655665,7315.720408,4470.109694,4458.187116,3661.481374,3971.391164,5229.993953,3073.308796,7057.14637,5646.727116,6687.936494,9697.03849,42554.08219,44246.61764,3277.824646,5786.130103,4660.20448,8704.912977,2999.676486,5186.881542,5472.477521,5604.687141,7506.310974,7455.716957,4854.668019,5239.485206,3185.204908,7143.759854,9226.44005,6290.560373,4298.999576,2964.019749,10063.33451,4273.428323,4603.002408,4731.615532,9709.357674,3048.790192,6609.630329,2300.929642,5505.192006,7689.437582,2782.127775,2623.055746,1249.047863,3865.294405,5042.677792,6674.002174,3455.648682,4320.899795,2852.81297,2527.369805,2254.36683,3393.380441,1403.276906
pC99,Guanosine,C10 H13 N5 O5,283.0918,3.38,118-00-3,93375.77883,95877.42669,96247.31924,92133.73016,76671.16313,72741.24188,65229.41116,150674.5016,114214.1035,56376.40149,43361.90157,129201.7155,27174.1703,33797.45829,59416.88473,53997.0909,30651.21447,25949.21633,47112.65822,56935.11208,93314.57117,62847.99176,96770.78392,71721.32295,40774.68397,118048.9606,33251.81056,120448.8845,120197.705,87741.54581,117942.5353,45710.17604,114576.0188,52934.04512,82560.28487,54503.6691,70633.60252,82923.09479,47778.50699,38980.95401,44526.25841,67068.67507,55145.51391,216231.7028,73266.17146,103365.7741,99921.20674,46268.90946,56629.11302,229643.5075,178252.7464,184042.6185,116696.706,171635.8184,369034.4609,50993.54646,111383.2528,56453.73512,50951.6661,41476.40484,27442.99261,43150.37884,88528.66297,144920.8278,144046.2362,73887.52673,48894.04571,36587.06841,120486.5177,156519.0782,165095.7339,40787.31425,40836.19759,78237.89212,36765.34337,235358.2238,57711.93077,92695.1232,67754.4598,58028.83481,34233.49521,65980.12333,72274.71653,61803.45006,47011.93059,7487.078371,57559.0304,41962.13173,88234.63909,59900.09711,53232.2694,64372.58205,41659.99221,38577.03646,55925.94486,946.6954631
pC100,Stearic Acid,C18 H36 O2,284.2695,0.71,57-11-4,27266.9417,30391.53213,29163.07183,32216.14769,26938.402,24579.09357,26270.54068,1523.009187,3769.555499,5499.571798,3918.257551,7311.521135,1357.647877,4252.01498,4778.575855,2873.671194,138.1968779,82080.30414,71206.41685,117226.3967,127951.1476,3589.556563,5436.300775,7880.074222,2955.107548,106777.3793,67505.98786,4457.363244,4059.948442,82441.21417,9521.095053,4610.934266,7633.683702,92435.53866,120100.3727,1055.786588,5664.577723,1314.385776,13789.46786,3053.794578,479.4229665,76057.34845,8023.872467,9476.57594,1971.980449,69054.9023,3334.040318,10379.51379,52889.98303,5712.060291,1412.922397,3385.515583,5290.16968,4097.192317,3084.723811,88723.4132,3494.376461,4003.99897,9065.294652,7766.932945,2015.131975,5024.020024,96358.39008,96974.75664,89757.28293,4842.19527,6740.41003,87443.94538,96532.88952,108191.1534,1193.775361,1888.443425,6074.356992,12937.22343,4936.438164,3438.355171,3413.14153,5721.462444,145255.7194,1483.832083,322.414244,15760.41599,6985.374913,5792.97244,7955.314832,1278.723625,67859.59791,22571.94903,4789.779941,94613.14813,67176.22004,8270.650141,2686.561592,92168.07911,75578.17456,2888.027013
pC101,Ophthalmic Acid,C11 H19 N3 O6,289.1276,6.7,495-27-2,20705.85775,23130.6894,21103.83698,21949.9348,17962.46445,16019.61651,17103.1986,19575.52671,16255.05962,19008.16089,16973.08829,1158.700496,6351.09417,32912.69592,23579.00791,28534.32541,37699.93773,5070.684234,8692.734953,22670.65755,23355.48571,83648.43102,7690.127911,23121.68705,8953.76962,11472.03405,13085.3213,33734.12685,29758.80311,23367.30773,18448.79743,13716.93367,12733.88204,14116.13759,15681.75342,16544.32457,16937.76079,28913.66725,32230.16149,32692.84734,78490.65925,23668.9471,20268.67561,16058.04698,37336.89806,24456.15272,13992.07248,18770.01094,11195.46322,31406.87319,9353.362685,14249.23041,15425.14216,1447.069359,2592.190299,18215.59128,4066.535829,16535.21903,33307.36311,42369.66163,77445.95052,85122.24674,12921.94915,12487.12623,14397.50806,25700.52384,5567.36538,16009.5406,17178.81444,19669.99703,5728.615368,33405.62781,32178.23294,21623.19264,22471.93428,12465.26527,15669.38552,17783.31382,19749.34406,20863.78246,14788.76818,19378.64254,26251.40577,34510.47487,18128.70879,119.9041348,19034.03233,20415.4481,39088.17806,23353.09786,21266.96128,13982.63798,31499.57849,14084.01937,18570.65764,721.6249798
pC102,5'-Methylthioadenosine,C11 H15 N5 O3 S,297.0897,1.12,2457-80-9,435433.8432,432792.6487,446017.0947,419494.1855,395855.3292,382471.0748,375215.7902,408196.2088,352761.6554,307765.6194,358089.7953,427455.9402,219773.5225,282499.3194,399306.217,443587.6384,421887.6664,257903.3604,215129.3703,268897.9189,245121.0757,441267.1887,498910.0895,280745.6992,294763.8047,157406.3895,205029.1782,182889.847,351679.0513,360317.3818,229434.6379,199724.2438,142590.2565,264298.3149,250573.3122,409638.521,419229.4143,275735.8701,315944.4043,327045.6322,294104.2535,283077.9974,422275.7398,277898.5102,276404.1511,313135.0834,200759.034,230003.8567,299724.1627,547271.4621,536949.7106,569916.4156,607281.8301,566995.3632,639703.5736,436904.8059,312887.1519,413504.9719,624130.2302,528606.4641,466968.7364,482561.5173,470005.9067,409243.7737,570558.6818,501023.0237,480123.9292,424489.4738,403912.3619,547864.3,354219.8465,337620.9394,464009.7655,391448.2597,277550.4562,378706.8129,545033.7317,405070.0041,458803.2312,624755.4925,549704.778,487599.4006,524478.8668,430539.6267,423389.8395,348486.4935,418411.01,654212.7631,542224.0922,499591.6974,495239.9818,570606.7409,524307.8646,469758.656,479755.1792,601.7466354
pC103,Retinoic Acid,C20 H28 O2,300.2075,0.75,302-79-4,1296.657628,13008.77513,1230.566459,1066.034173,12614.75816,9268.023938,9158.850527,64781.49698,2504.95082,7674.407005,100.3324801,1056.898808,1711.341716,4360.845664,15243.18515,8432.420983,23727.02103,7259.438591,3325.133807,952.6273216,652.7510582,1470.149891,10898.05601,11722.16551,8240.492379,5340.7085,1085.77671,7530.738332,7521.703593,7374.055317,847.0718719,1236.063908,2104.535139,815.113455,1675.262421,1590.416023,7944.594384,676.3715922,9053.625013,5435.406247,6710.0973,7996.430057,753.3290293,317.2863147,5466.888649,2214.745411,941.1912268,7205.619518,3167.314772,1216.079594,1392.817057,2042.213238,1414.815613,7377.892434,600.8619174,1187.867971,6167.113389,719.7859166,1026.827906,2882.646835,1917.160617,273.51677,989.0635726,2473.67185,6624.417346,6774.83097,4212.764383,8564.826346,1161.700164,429.1077921,1829.189446,214.14789,1108.37757,7012.609582,8323.914214,2385.090206,3631.1251,6.389543189,646.8731947,2271.612789,6185.832037,5984.217506,199.1340676,1939.598253,3889.702167,13862.84656,1136.555061,1783.497488,9326.990689,5891.022614,616.0075014,3352.743562,7772.97033,2006.260955,1502.565493,2551.228167
pC104,Sphinganine,C18 H39 N O2,301.2977,0.94,764-22-7,47516.66196,48947.0777,46841.95541,40658.24195,42208.36546,37216.26857,35482.34888,18208.60269,14453.36731,20149.01512,22021.10486,13348.86259,16028.84527,49985.47155,53914.88747,14260.04664,13908.33703,15271.80939,17331.28499,28021.06138,26379.77699,15283.83889,57886.28761,19314.01157,18971.15625,18342.85134,14519.13691,119476.4468,12335.9507,18215.20665,22138.0029,16257.61668,25275.6968,22478.104,17708.43948,14095.57891,24676.94506,12463.80334,16353.07057,12369.36965,14437.66697,21399.39754,25680.21085,292146.692,17522.77111,29737.71269,11681.26799,262462.1015,17674.21408,13053.83574,54597.99909,12006.95671,65571.4936,19305.7883,26494.18754,35489.57493,22743.67818,14061.58478,20797.33472,14840.86461,15448.14427,17602.19097,15243.85591,14335.51911,16611.80305,13458.10653,10815.5359,21980.85866,75190.03952,21014.38472,54581.22976,13893.64231,14125.17408,16534.2748,23282.77202,39565.86125,77304.1046,16849.88261,23194.60892,12279.93775,15572.33466,12636.46231,9034.119431,10398.07262,14692.2233,59629.70829,9740.571608,19240.57518,20781.30942,24374.8798,12523.0581,22787.73097,15054.21563,24296.70823,14273.66563,5328.467103
pC105,N-Acetylaspartyl Glutamic Acid,C11 H16 N2 O8,304.0907,7.09,3106-85-2,31457.13924,30013.3235,27928.22511,28181.73977,25797.43245,21782.14628,21356.30399,27556.16551,22899.68846,27583.78636,23446.15978,14340.18338,20045.98521,24974.75941,26366.4989,21821.86141,23162.54588,19619.80882,18464.94166,28244.28199,25791.27909,21465.78434,20788.1007,21100.16298,20400.09829,18979.09451,19515.06412,27894.02342,29979.47173,22526.57394,25287.00244,16818.66517,22353.63341,21378.59187,25096.7689,30230.87307,32217.66297,25199.43577,24025.41959,24807.76439,29602.31288,24883.16842,24749.50547,21050.85507,27154.91624,25187.99517,18186.20326,18058.60933,20312.50964,36247.00835,23805.83098,22741.77463,22614.57716,6579.967283,8022.487705,23045.24318,32960.20662,20525.77062,25308.71058,20257.68864,22323.10994,30595.53554,27808.23859,28579.07492,32738.75101,23576.82007,14575.7825,16896.68842,26675.37988,32108.98082,40126.53048,23039.8515,20292.14079,24804.00277,20134.22283,25929.63937,21379.77076,26037.66631,31902.12402,33516.19946,27159.27293,29891.71102,26032.33425,22418.94395,16019.71833,112.1759715,24200.41397,27988.97044,27060.46806,25239.35453,19101.65172,20483.96108,18481.32302,21294.92113,25139.31841,587.1606211
pC106,"2',3'-cyclic CMP",C9 H12 N3 O7 P,305.0417,4.1,633-90-9,121.4460538,542.9508336,217.8779979,120.2852382,362.7125412,678.1765443,889.835684,2129.818205,740.5663343,1964.241981,987.5383123,113.1833224,101.604977,189.9432925,1253.813686,139.6940768,477.6806607,,477.9105048,109.1614187,694.7539447,219.2098595,118.1690909,129.3157787,144.8960116,8216.007548,166.5468701,123.5342693,2114.346571,747.4727147,877.7402641,,572.3547339,704.3931818,549.5258864,293.2571656,586.8753103,389.1454322,980.6815962,1036.426212,1477.880039,247.9845593,864.9672432,2875.349014,779.2857269,1363.338174,1095.881675,,213.9513189,2151.758557,619.8802523,637.1400435,622.5769778,334.4934069,449.1572731,738.8744426,,,725.64784,108.7430271,112.1636357,1839.714787,383.5182985,3443.753744,2958.086043,188.2390118,,109.0457812,1390.231297,3444.698805,229.2766292,,483.5430587,1185.136869,,3613.681724,8717.360173,,1834.458106,129.3006721,423.2124608,193.3064581,,,1603.375831,,646.4220277,476.464089,275.2812508,107.0462922,853.8295462,208.1467853,,100.4954707,219.2632792,340.7210804
pC107,dCMP,C9 H14 N3 O7 P,307.0568,7.55,1032-65-1,2835.760938,2922.727763,3342.178745,938.2331746,2615.170384,1950.405821,1669.560883,2766.327836,2650.620325,4042.560659,1917.672977,1087.21536,1820.481628,1957.841242,1980.318996,2977.387121,1533.084029,1620.663113,1460.229144,3164.43825,2575.280702,1707.433305,1147.283305,870.7177575,763.0488843,1139.128899,1669.217107,1535.964613,617.537141,1165.251398,780.6944963,1027.425171,519.5812767,651.0936359,2946.434475,4359.854038,2762.217047,2197.999545,1930.177993,1841.36524,3645.773424,2423.643868,2270.812271,1792.494117,886.8017056,654.833628,1844.223335,1863.675082,808.6384893,2386.369547,2683.891632,1874.172304,2655.156376,126.883692,353.2752085,1580.516242,2433.902245,3805.684991,5614.617007,1291.155522,2174.292178,3588.670389,2738.343267,2588.873592,3024.732011,1769.149004,815.7070001,3096.698398,2763.97153,3783.45494,3136.029614,1726.716086,1664.465502,1587.887857,773.3354802,909.1585522,1264.689005,1521.355501,3679.545232,4514.97926,3761.641568,3165.264725,2658.549144,1529.799291,1116.112238,,2570.892043,2567.711688,1214.373045,1613.281273,1405.995658,198.0982813,1807.705001,2537.262927,1076.044189,
pC108,Glutathione (GSH),C10 H17 N3 O6 S,307.084,6.71,70-18-8,1078672.518,1101498.148,1114594.793,942531.608,773194.2518,680811.3034,581265.5702,680084.2915,814523.2394,939179.8368,427156.3665,384144.6895,783637.5423,1373787.044,1041321.357,761943.0471,1240828.991,74689.71725,498880.0211,1115202.046,522648.6425,1030980.785,533926.8507,1111357.383,1048850.294,673179.0924,1128487.597,1421111.011,1354675.987,1149056.993,151978.3113,144098.6532,734945.0556,668048.2029,212478.1953,1443301.223,1186372.628,1069782.151,1216116.825,1035116.165,1253101.646,494746.0546,1733857.315,980961.6128,1475170.115,1152951.331,567205.769,738863.9421,498909.0425,1320053.044,584069.9481,511940.4028,490053.6514,228676.4126,311900.5339,1278380.793,1994640.37,572904.102,813747.2662,1206545.668,1517014.199,97487.52526,964682.0809,826238.9707,986973.9175,1260737.089,539747.8633,1082821.874,1283454.647,1342921.359,110056.4457,1408121.664,681109.7195,862981.8391,775532.1863,1013678.306,805506.2018,1010417.666,1269195.585,1750610.087,1111220.316,1201945.219,296339.3039,796290.4498,270276.4285,1297.126091,824198.0642,1662975.349,1485936.86,1479200.124,1017601.285,145325.1473,1345102.732,1049825.951,907611.6788,1539.105441
pC109,N-Acetylneuraminic Acid,C11 H19 N O9,309.107,5.83,131-48-6,7026.86514,6543.816366,7065.35111,6942.995635,6137.762661,6595.94841,5787.326701,11932.51251,12933.56734,6252.328057,4861.731492,4393.695896,4729.898469,6981.444559,3369.309312,9372.987122,3861.535961,1313.639686,5055.524437,3427.048216,4485.208238,3251.201316,4880.20688,4267.533125,2796.304121,2413.888207,2610.206292,5330.790674,10876.62471,4204.278637,3059.584307,7166.910763,10197.64288,3109.059967,3157.446503,4216.423189,4734.637704,2931.442989,7759.696606,3300.640536,4440.934985,4453.295079,7508.748823,7586.644736,4829.439817,3944.33554,9059.547732,6793.164084,4176.043851,17589.91545,7734.678334,8758.250473,10521.47019,6329.689793,9099.585445,2207.413379,8647.35234,3366.119683,6099.576501,2662.935887,3875.687039,5341.224674,4260.130327,5220.553066,3797.738174,5737.767226,5762.92054,3872.718388,3905.245243,3598.345318,13810.21587,5850.513287,5700.834402,11036.88612,7597.824676,3529.659546,4143.866082,11433.03816,4660.879448,4648.467651,3008.007834,3746.418129,7836.872189,4120.024057,2465.678202,239.8804926,3387.99963,9501.873107,7988.904848,2892.785191,3542.538934,5618.527891,3957.08854,3856.21408,1781.052135,962.6720677
pC110,CMP,C9 H14 N3 O8 P,323.0514,7.87,63-37-6,49430.33379,50983.29032,49183.75924,44792.84484,42698.37333,39324.10662,39922.39498,48864.00556,43123.83009,45945.23106,29750.21626,24810.3363,22443.4398,39920.2371,53427.22063,34471.06214,37044.11358,34983.37232,50088.15699,45737.71509,49574.13338,45889.53198,70658.08941,50079.38483,49652.71159,53583.49091,46875.9405,60959.39244,35134.43097,37659.0878,63745.86566,20492.89173,29009.36592,61402.78343,50193.86948,58281.09107,60113.27384,43871.07605,44034.60599,38838.34711,36161.71637,56075.59653,34221.32787,47280.90234,48144.94647,58426.65636,16709.64507,34284.93769,47820.87347,54110.44848,68577.88326,51175.38567,45816.51799,39044.4627,32910.31464,56478.09284,54412.6099,55792.74632,60379.99732,30730.76841,25990.14781,35274.35,47060.56146,56963.32107,65364.97477,52296.91593,50109.48752,78179.57282,57354.48899,70755.18125,67815.33793,34360.49199,38363.21005,32116.02126,27572.30616,68321.8678,48938.82597,35412.77232,83888.40743,52817.83641,48130.89352,54119.83018,24330.20362,38526.73788,38364.78241,358.6029586,41723.84001,33402.32019,41086.3744,37565.77874,40847.20561,51894.8359,37212.74294,55554.43856,64350.24878,905.6998128
pC111,UMP,C9 H13 N2 O9 P,324.0361,7.47,58-97-9,116656.1821,111198.0082,112071.8792,98381.21837,94340.28122,85840.0343,80464.39855,116201.6758,75943.15509,103136.5797,61579.99643,48486.95998,48683.88523,69671.501,135479.2213,56006.16965,69781.41988,98647.69415,149017.198,142129.5472,132150.4617,75575.68947,169613.695,121798.244,181236.6494,126631.3797,127640.2358,158365.7258,79834.27449,92390.15341,226858.4667,39937.81774,85064.00631,188293.1548,121242.7627,90343.36389,140412.7898,81583.88141,87979.99079,69556.49227,72522.52118,158231.3963,75823.6722,116000.6403,110246.566,141736.3115,33887.57652,56551.64716,124586.4287,138955.477,166810.781,119485.7992,84344.20915,86789.61736,74972.76164,147929.42,67148.02683,128185.0705,158677.3944,66768.65067,48036.99052,88611.04628,129568.5955,191382.5049,205489.5489,104181.1943,133102.2769,180482.5705,182418.9795,224298.933,113963.9045,74893.85276,68941.33133,62056.13858,56665.0503,199051.8544,157420.0072,88709.62568,233590.6683,116490.132,107967.9172,108184.0337,64055.71094,87357.56627,126515.0858,3749.906146,98864.74747,76670.06364,79462.53584,87230.63043,92588.22678,204605.9824,64190.8014,158118.6606,191271.8446,2163.754325
pC112,"2',3'-cAMP",C10 H12 N5 O6 P,329.0528,2.57,634-01-5,763.5280135,1212.809746,2063.630893,1243.056555,1642.751713,1336.529782,1499.804629,644.1964455,1469.877323,1788.498694,1768.711593,669.4600456,785.8969476,709.6469628,1122.279806,1527.729295,1554.058928,713.6138757,977.0199713,897.3905046,859.6464315,877.5989618,1055.842027,1277.799383,650.1002832,1409.477395,1480.775561,1815.048579,1444.99121,1045.158842,231.8920482,1237.54861,680.2119535,1466.443286,1500.048125,703.9308381,884.9941478,1336.157793,2376.344611,1485.44055,814.5786599,2499.256079,1291.66621,1075.12413,885.6960153,1096.031443,466.5675944,1225.655366,440.3741161,866.576854,1222.231812,779.7863174,1224.282701,113.943973,217.3668413,874.4952913,1103.439506,1439.437921,2435.777688,1140.723488,1067.451724,1515.312208,1301.004153,1118.183956,1224.804914,1404.639584,838.3082522,1268.861774,1192.931312,1166.621133,1507.994165,1334.758554,935.830947,1001.058134,1287.49356,,597.9733801,982.423026,1722.115632,2407.355214,1705.001838,2014.146529,1087.109268,468.0922455,,,785.4709245,1850.018314,843.3332049,889.1966919,957.2878132,1005.624572,948.9680944,1117.786501,1469.747284,
pC113,dAMP,C10 H14 N5 O6 P,331.0683,7.31,653-63-4,2319.221089,3054.661546,2945.011219,2364.944262,1749.662757,2070.059998,3225.466982,1037.937812,2770.257656,7099.843935,1916.591327,244.4657883,1155.61196,413.2774616,1684.221473,1730.916832,2869.953651,1747.087473,3670.802432,1879.141609,2738.417879,592.8474358,3287.353234,850.4328745,2628.100486,2454.078099,1632.857377,1243.78146,1099.080141,1543.349258,2989.001163,140.8752294,377.4900584,4650.071128,3089.336904,2386.580209,3524.355313,916.3173036,4222.997596,3498.589888,1262.799674,5697.374119,1126.118698,4095.387338,1566.896999,948.7938676,562.0863646,512.2261109,2907.233154,3214.845296,6530.489063,2708.671992,2849.301607,3786.209751,8122.108011,1100.861306,955.8347042,3838.813201,10073.78451,1032.866532,1198.129205,1407.824649,3186.139753,8455.136415,7376.921175,1644.009201,6096.784014,2117.285522,6784.67951,4788.730101,1397.928181,1850.995694,1505.660673,636.5182168,556.2922964,3206.008139,1393.083322,876.492836,4097.817468,1711.026556,3418.674678,2200.946026,1439.571149,1778.501878,4654.816261,,1601.129627,2499.970992,1984.790744,233.1956324,1008.854012,2771.231193,100.9750401,1769.690065,5133.305528,102.0620005
