Well,Group,Measurement,Time,OCR,ECAR,PER
G05,3. FA Dependency-vpa,4,21.16965406,75.91656692,22.67423252,0
G06,3. FA Dependency-vpa,4,21.16965406,197.3565001,42.93807273,0
G07,4. FA Capacity-vpa,4,21.16965406,199.2768208,46.38035602,0
G08,4. FA Capacity-vpa,4,21.16965406,37.84540607,34.20601319,0
G09,5. GLC Dependency-vpa,4,21.16965406,170.6058379,38.31195242,0
G10,5. GLC Dependency-vpa,4,21.16965406,181.5379803,43.26823834,0
G11,6. GLC Capacity-vpa,4,21.16965406,164.4658334,31.68642356,0
G12,6. GLC Capacity-vpa,4,21.16965406,101.9808453,30.31100627,0
H01,Background,4,21.16965406,0,0,0
H02,1. GLN Dependency -vpa,4,21.16965406,132.256444,26.61315305,0
H03,2. GLN Capacity-vpa,4,21.16965406,91.03411474,44.58614588,0
H04,2. GLN Capacity-vpa,4,21.16965406,-13.32078848,33.03173389,0
H05,3. FA Dependency-vpa,4,21.16965406,165.1421293,34.689415,0
H06,3. FA Dependency-vpa,4,21.16965406,172.4389405,39.16006914,0
H07,4. FA Capacity-vpa,4,21.16965406,139.3665303,47.30178987,0
H08,4. FA Capacity-vpa,4,21.16965406,126.2562868,36.3644227,0
H09,5. GLC Dependency-vpa,4,21.16965406,137.3054681,46.30793018,0
H10,5. GLC Dependency-vpa,4,21.16965406,244.3974473,59.78621871,0
H11,6. GLC Capacity-vpa,4,21.16965406,167.6325519,50.11724618,0
H12,Background,4,21.16965406,0,0,0
A01,Background,5,27.72297325,0,0,0
A02,1. GLN Dependency -ctl,5,27.72297325,141.8907498,31.60138541,0
A03,2. GLN Capacity-ctl,5,27.72297325,100.1310498,22.41216379,0
A04,2. GLN Capacity-ctl,5,27.72297325,87.90470705,21.98794613,0
A05,3. FA Dependency-ctl,5,27.72297325,115.302546,26.23403103,0
A06,3. FA Dependency-ctl,5,27.72297325,93.04327812,21.80478549,0
A07,4. FA Capacity-ctl,5,27.72297325,108.304167,27.3252941,0
A08,4. FA Capacity-ctl,5,27.72297325,111.7774093,26.83607034,0
A09,5. GLC Dependency-ctl,5,27.72297325,107.3644936,26.40962628,0
A10,5. GLC Dependency-ctl,5,27.72297325,109.7265959,28.82167055,0
A11,6. GLC Capacity-ctl,5,27.72297325,126.1569277,36.5273611,0
A12,Background,5,27.72297325,0,0,0
B01,1. GLN Dependency -ctl,5,27.72297325,152.7155176,43.86333036,0
B02,1. GLN Dependency -ctl,5,27.72297325,106.6478944,27.30330677,0
B03,2. GLN Capacity-ctl,5,27.72297325,125.667468,33.38734454,0
B04,2. GLN Capacity-ctl,5,27.72297325,89.62217958,22.54209822,0
B05,3. FA Dependency-ctl,5,27.72297325,98.43928925,20.77243538,0
B06,3. FA Dependency-ctl,5,27.72297325,98.74289386,19.26764587,0
B07,4. FA Capacity-ctl,5,27.72297325,106.5451475,26.34479424,0
B08,4. FA Capacity-ctl,5,27.72297325,184.5490381,43.12159048,0
B09,5. GLC Dependency-ctl,5,27.72297325,78.70672646,51.16926396,0
B10,5. GLC Dependency-ctl,5,27.72297325,110.6287106,26.62577212,0
B11,6. GLC Capacity-ctl,5,27.72297325,114.7042121,28.86002495,0
B12,6. GLC Capacity-ctl,5,27.72297325,113.6791674,31.67392034,0
C01,1. GLN Dependency -ctl,5,27.72297325,86.2594726,27.24664481,0
C02,1. GLN Dependency -ctl,5,27.72297325,103.045147,25.35792998,0
C03,2. GLN Capacity-ctl,5,27.72297325,96.2378212,24.92822404,0
C04,2. GLN Capacity-ctl,5,27.72297325,110.9395623,31.89294772,0
C05,3. FA Dependency-ctl,5,27.72297325,128.723928,26.78506834,0
C06,3. FA Dependency-ctl,5,27.72297325,114.6279128,26.99361047,0
C07,4. FA Capacity-ctl,5,27.72297325,136.6406649,35.22596018,0
C08,4. FA Capacity-ctl,5,27.72297325,111.1438049,30.31326701,0
C09,5. GLC Dependency-ctl,5,27.72297325,99.7753395,33.86773037,0
C10,5. GLC Dependency-ctl,5,27.72297325,130.3238285,29.63622431,0
C11,6. GLC Capacity-ctl,5,27.72297325,81.50944695,20.86883909,0
C12,6. GLC Capacity-ctl,5,27.72297325,99.76480791,25.38124641,0
D01,1. GLN Dependency -ctl,5,27.72297325,168.9618609,37.27927642,0
D02,1. GLN Dependency -ctl,5,27.72297325,181.111707,38.7317242,0
D03,2. GLN Capacity-ctl,5,27.72297325,144.8230948,32.21964031,0
D04,2. GLN Capacity-ctl,5,27.72297325,202.1353867,36.30067593,0
D05,3. FA Dependency-ctl,5,27.72297325,166.250857,33.0347235,0
D06,3. FA Dependency-ctl,5,27.72297325,93.00309375,18.88658871,0
D07,4. FA Capacity-ctl,5,27.72297325,188.4338254,36.72848525,0
D08,4. FA Capacity-ctl,5,27.72297325,158.2106755,32.93747539,0
D09,5. GLC Dependency-ctl,5,27.72297325,178.7098178,37.69608815,0
D10,5. GLC Dependency-ctl,5,27.72297325,212.3351799,40.53948786,0
D11,6. GLC Capacity-ctl,5,27.72297325,156.6748945,34.0334653,0
D12,6. GLC Capacity-ctl,5,27.72297325,309.670394,75.5226988,0
E01,1. GLN Dependency -vpa,5,27.72297325,151.2558278,39.17131393,0
E02,1. GLN Dependency -vpa,5,27.72297325,106.8431297,26.46162543,0
E03,2. GLN Capacity-vpa,5,27.72297325,154.2313882,42.11690552,0
E04,2. GLN Capacity-vpa,5,27.72297325,116.230633,31.92081057,0
E05,3. FA Dependency-vpa,5,27.72297325,124.5900598,28.93742234,0
E06,3. FA Dependency-vpa,5,27.72297325,157.4278514,30.58328583,0
E07,4. FA Capacity-vpa,5,27.72297325,140.0524008,38.12247126,0
E08,4. FA Capacity-vpa,5,27.72297325,139.4009915,37.85261828,0
E09,5. GLC Dependency-vpa,5,27.72297325,129.3346677,36.54490292,0
E10,5. GLC Dependency-vpa,5,27.72297325,102.682352,26.27103975,0
E11,6. GLC Capacity-vpa,5,27.72297325,98.38177546,27.71753008,0
E12,6. GLC Capacity-vpa,5,27.72297325,105.9642559,25.66464716,0
F01,1. GLN Dependency -vpa,5,27.72297325,68.36718975,17.2950509,0
F02,1. GLN Dependency -vpa,5,27.72297325,122.6322868,27.388752,0
F03,2. GLN Capacity-vpa,5,27.72297325,115.4424063,34.8767155,0
F04,2. GLN Capacity-vpa,5,27.72297325,75.35493288,23.13826682,0
F05,3. FA Dependency-vpa,5,27.72297325,105.0108811,24.356408,0
F06,3. FA Dependency-vpa,5,27.72297325,186.2239705,33.99030698,0
F07,4. FA Capacity-vpa,5,27.72297325,109.8665875,28.44777906,0
F08,4. FA Capacity-vpa,5,27.72297325,213.8526664,54.9952532,0
F09,5. GLC Dependency-vpa,5,27.72297325,140.067618,34.4430776,0
F10,5. GLC Dependency-vpa,5,27.72297325,104.3124481,30.64203897,0
F11,6. GLC Capacity-vpa,5,27.72297325,96.17438372,27.82685124,0
F12,6. GLC Capacity-vpa,5,27.72297325,93.71718361,24.68474278,0
G01,1. GLN Dependency -vpa,5,27.72297325,73.39097195,19.22980518,0
G02,1. GLN Dependency -vpa,5,27.72297325,132.5873199,29.02488059,0
G03,2. GLN Capacity-vpa,5,27.72297325,141.4393944,37.23003974,0
G04,2. GLN Capacity-vpa,5,27.72297325,114.6677314,31.90009222,0
G05,3. FA Dependency-vpa,5,27.72297325,73.41817268,22.08079876,0
G06,3. FA Dependency-vpa,5,27.72297325,202.4081579,38.93536753,0
G07,4. FA Capacity-vpa,5,27.72297325,198.2341774,38.57982705,0
G08,4. FA Capacity-vpa,5,27.72297325,33.78714949,31.49867219,0
G09,5. GLC Dependency-vpa,5,27.72297325,167.5994589,33.85895168,0
G10,5. GLC Dependency-vpa,5,27.72297325,181.9243686,43.20827243,0
G11,6. GLC Capacity-vpa,5,27.72297325,161.2609398,28.8253473,0
G12,6. GLC Capacity-vpa,5,27.72297325,99.97520067,28.21805481,0
H01,Background,5,27.72297325,0,0,0
H02,1. GLN Dependency -vpa,5,27.72297325,133.373461,24.45464751,0
H03,2. GLN Capacity-vpa,5,27.72297325,89.1048616,43.45481724,0
H04,2. GLN Capacity-vpa,5,27.72297325,-12.70612764,34.45830385,0
H05,3. FA Dependency-vpa,5,27.72297325,165.1149347,32.93195265,0
H06,3. FA Dependency-vpa,5,27.72297325,174.0909173,36.63175313,0
H07,4. FA Capacity-vpa,5,27.72297325,138.4517985,45.69048216,0
H08,4. FA Capacity-vpa,5,27.72297325,123.3757736,37.49110605,0
H09,5. GLC Dependency-vpa,5,27.72297325,137.0542546,44.87964375,0
H10,5. GLC Dependency-vpa,5,27.72297325,243.988795,54.12395396,0
H11,6. GLC Capacity-vpa,5,27.72297325,163.0806325,50.92646598,0
H12,Background,5,27.72297325,0,0,0
A01,Background,6,34.27724894,0,0,0
A02,1. GLN Dependency -ctl,6,34.27724894,139.3387969,31.52641441,0
A03,2. GLN Capacity-ctl,6,34.27724894,98.03240828,21.63327854,0
A04,2. GLN Capacity-ctl,6,34.27724894,86.78165876,21.33987309,0
A05,3. FA Dependency-ctl,6,34.27724894,114.3181149,26.78557099,0
A06,3. FA Dependency-ctl,6,34.27724894,92.13152066,22.4473631,0
A07,4. FA Capacity-ctl,6,34.27724894,106.5862823,27.6451842,0
A08,4. FA Capacity-ctl,6,34.27724894,110.2596961,26.79635041,0
A09,5. GLC Dependency-ctl,6,34.27724894,105.9647763,25.82489053,0
A10,5. GLC Dependency-ctl,6,34.27724894,108.9468805,27.85153925,0
A11,6. GLC Capacity-ctl,6,34.27724894,123.0270351,36.95739207,0
A12,Background,6,34.27724894,0,0,0
B01,1. GLN Dependency -ctl,6,34.27724894,150.7701955,45.24169566,0
B02,1. GLN Dependency -ctl,6,34.27724894,105.1226054,27.85776001,0
B03,2. GLN Capacity-ctl,6,34.27724894,122.8849488,33.75486504,0
B04,2. GLN Capacity-ctl,6,34.27724894,88.14013779,22.62565802,0
B05,3. FA Dependency-ctl,6,34.27724894,97.50422524,20.6088217,0
B06,3. FA Dependency-ctl,6,34.27724894,98.23522288,18.30625478,0
B07,4. FA Capacity-ctl,6,34.27724894,104.3522062,26.41682746,0
B08,4. FA Capacity-ctl,6,34.27724894,181.3641051,44.16236007,0
B09,5. GLC Dependency-ctl,6,34.27724894,79.15960034,50.09099426,0
B10,5. GLC Dependency-ctl,6,34.27724894,108.9799417,27.27247192,0
B11,6. GLC Capacity-ctl,6,34.27724894,111.8555171,29.9465309,0
B12,6. GLC Capacity-ctl,6,34.27724894,111.9068062,32.35404258,0
C01,1. GLN Dependency -ctl,6,34.27724894,85.52527603,28.19629943,0
C02,1. GLN Dependency -ctl,6,34.27724894,101.2434649,26.15873416,0
C03,2. GLN Capacity-ctl,6,34.27724894,94.4045576,24.55094012,0
C04,2. GLN Capacity-ctl,6,34.27724894,108.5982226,31.9875032,0
C05,3. FA Dependency-ctl,6,34.27724894,126.8422392,27.69514861,0
C06,3. FA Dependency-ctl,6,34.27724894,111.5684246,26.21397671,0
C07,4. FA Capacity-ctl,6,34.27724894,132.2447957,35.56867715,0
C08,4. FA Capacity-ctl,6,34.27724894,107.9640277,30.21130812,0
C09,5. GLC Dependency-ctl,6,34.27724894,98.74113693,33.98060267,0
C10,5. GLC Dependency-ctl,6,34.27724894,127.5101235,29.59505934,0
C11,6. GLC Capacity-ctl,6,34.27724894,79.33308717,21.2395899,0
C12,6. GLC Capacity-ctl,6,34.27724894,97.78679796,25.92394583,0
D01,1. GLN Dependency -ctl,6,34.27724894,166.9952106,39.45810165,0
D02,1. GLN Dependency -ctl,6,34.27724894,178.1102959,40.40565069,0
D03,2. GLN Capacity-ctl,6,34.27724894,142.3533927,31.99650375,0
D04,2. GLN Capacity-ctl,6,34.27724894,196.6670487,36.83137971,0
D05,3. FA Dependency-ctl,6,34.27724894,165.288188,33.96861606,0
D06,3. FA Dependency-ctl,6,34.27724894,89.7955459,19.41019447,0
D07,4. FA Capacity-ctl,6,34.27724894,182.9677979,38.14647603,0
D08,4. FA Capacity-ctl,6,34.27724894,153.9202461,33.65035633,0
D09,5. GLC Dependency-ctl,6,34.27724894,175.9251864,38.28523216,0
D10,5. GLC Dependency-ctl,6,34.27724894,210.7374117,41.60558561,0
D11,6. GLC Capacity-ctl,6,34.27724894,152.4208421,36.12325496,0
D12,6. GLC Capacity-ctl,6,34.27724894,305.3585029,79.73967774,0
E01,1. GLN Dependency -vpa,6,34.27724894,148.0047373,39.63855018,0
E02,1. GLN Dependency -vpa,6,34.27724894,103.9563011,26.42686382,0
E03,2. GLN Capacity-vpa,6,34.27724894,149.2018395,42.05292757,0
E04,2. GLN Capacity-vpa,6,34.27724894,113.481787,32.69409392,0
E05,3. FA Dependency-vpa,6,34.27724894,122.2462663,29.10246519,0
E06,3. FA Dependency-vpa,6,34.27724894,152.2812893,31.00242619,0
E07,4. FA Capacity-vpa,6,34.27724894,136.4602492,37.56839174,0
E08,4. FA Capacity-vpa,6,34.27724894,135.1606474,36.98583661,0
E09,5. GLC Dependency-vpa,6,34.27724894,125.6660472,35.91880247,0
E10,5. GLC Dependency-vpa,6,34.27724894,100.3322603,26.20548437,0
E11,6. GLC Capacity-vpa,6,34.27724894,95.18979109,27.7408426,0
E12,6. GLC Capacity-vpa,6,34.27724894,103.3830723,25.83818516,0
F01,1. GLN Dependency -vpa,6,34.27724894,64.51518744,17.5125434,0
F02,1. GLN Dependency -vpa,6,34.27724894,119.4353389,27.6379471,0
F03,2. GLN Capacity-vpa,6,34.27724894,112.2658446,35.01000367,0
F04,2. GLN Capacity-vpa,6,34.27724894,72.0243136,23.29160133,0
F05,3. FA Dependency-vpa,6,34.27724894,102.3906409,24.57964159,0
F06,3. FA Dependency-vpa,6,34.27724894,180.5082725,33.96528504,0
F07,4. FA Capacity-vpa,6,34.27724894,106.4478,28.04894332,0
F08,4. FA Capacity-vpa,6,34.27724894,206.1712832,55.63329596,0
F09,5. GLC Dependency-vpa,6,34.27724894,135.1834661,34.89614728,0
F10,5. GLC Dependency-vpa,6,34.27724894,101.4918076,30.7191134,0
F11,6. GLC Capacity-vpa,6,34.27724894,93.16423535,28.64163782,0
F12,6. GLC Capacity-vpa,6,34.27724894,90.58657915,24.02105067,0
G01,1. GLN Dependency -vpa,6,34.27724894,71.62174524,19.35435755,0
G02,1. GLN Dependency -vpa,6,34.27724894,130.7625704,29.42399332,0
G03,2. GLN Capacity-vpa,6,34.27724894,137.1931502,37.7034365,0
G04,2. GLN Capacity-vpa,6,34.27724894,111.0800618,31.73626971,0
G05,3. FA Dependency-vpa,6,34.27724894,69.70262586,22.64454793,0
G06,3. FA Dependency-vpa,6,34.27724894,194.8690669,39.91074781,0
G07,4. FA Capacity-vpa,6,34.27724894,189.3753852,38.34034509,0
G08,4. FA Capacity-vpa,6,34.27724894,23.89096274,31.72686795,0
G09,5. GLC Dependency-vpa,6,34.27724894,159.6976302,33.77282182,0
G10,5. GLC Dependency-vpa,6,34.27724894,175.0548865,44.29410132,0
G11,6. GLC Capacity-vpa,6,34.27724894,154.7354988,29.0191527,0
G12,6. GLC Capacity-vpa,6,34.27724894,97.20524436,27.87388279,0
H01,Background,6,34.27724894,0,0,0
H02,1. GLN Dependency -vpa,6,34.27724894,132.179642,24.66478361,0
H03,2. GLN Capacity-vpa,6,34.27724894,86.38915209,41.73515586,0
H04,2. GLN Capacity-vpa,6,34.27724894,-15.58927522,34.73760889,0
H05,3. FA Dependency-vpa,6,34.27724894,161.4069693,32.75211934,0
H06,3. FA Dependency-vpa,6,34.27724894,166.9727978,36.77285651,0
H07,4. FA Capacity-vpa,6,34.27724894,131.2100079,45.38990433,0
H08,4. FA Capacity-vpa,6,34.27724894,119.0511767,38.68920657,0
H09,5. GLC Dependency-vpa,6,34.27724894,134.286669,44.23577709,0
H10,5. GLC Dependency-vpa,6,34.27724894,236.3306706,54.34844108,0
H11,6. GLC Capacity-vpa,6,34.27724894,166.429853,50.81654922,0
H12,Background,6,34.27724894,0,0,0
A01,Background,7,40.83281715,0,0,0
A02,1. GLN Dependency -ctl,7,40.83281715,137.2719608,31.91355042,0
A03,2. GLN Capacity-ctl,7,40.83281715,97.31563529,22.13946519,0
A04,2. GLN Capacity-ctl,7,40.83281715,85.49845692,21.60609347,0
A05,3. FA Dependency-ctl,7,40.83281715,113.7697282,27.17952297,0
A06,3. FA Dependency-ctl,7,40.83281715,91.58795644,22.90148882,0
A07,4. FA Capacity-ctl,7,40.83281715,106.1937831,28.45463496,0
A08,4. FA Capacity-ctl,7,40.83281715,109.8223672,26.97504883,0
A09,5. GLC Dependency-ctl,7,40.83281715,105.6652992,26.00994072,0
A10,5. GLC Dependency-ctl,7,40.83281715,108.0524636,27.73461121,0
A11,6. GLC Capacity-ctl,7,40.83281715,118.9556248,37.98193785,0
A12,Background,7,40.83281715,0,0,0
B01,1. GLN Dependency -ctl,7,40.83281715,149.5084465,46.76886546,0
B02,1. GLN Dependency -ctl,7,40.83281715,103.8576232,28.82437146,0
B03,2. GLN Capacity-ctl,7,40.83281715,121.4713969,34.76243264,0
B04,2. GLN Capacity-ctl,7,40.83281715,86.96670666,23.08536934,0
B05,3. FA Dependency-ctl,7,40.83281715,96.50553222,21.21569763,0
B06,3. FA Dependency-ctl,7,40.83281715,98.53523018,18.97378355,0
B07,4. FA Capacity-ctl,7,40.83281715,103.2631175,27.53409978,0
B08,4. FA Capacity-ctl,7,40.83281715,177.7620969,46.1185263,0
B09,5. GLC Dependency-ctl,7,40.83281715,79.87559856,49.79097521,0
B10,5. GLC Dependency-ctl,7,40.83281715,109.0537262,27.83400678,0
B11,6. GLC Capacity-ctl,7,40.83281715,109.9754841,31.02847822,0
B12,6. GLC Capacity-ctl,7,40.83281715,111.5423248,32.95785081,0
C01,1. GLN Dependency -ctl,7,40.83281715,84.87028712,29.08835231,0
C02,1. GLN Dependency -ctl,7,40.83281715,100.0575509,27.1342039,0
C03,2. GLN Capacity-ctl,7,40.83281715,93.76295592,24.98028476,0
C04,2. GLN Capacity-ctl,7,40.83281715,107.0629947,33.05413188,0
C05,3. FA Dependency-ctl,7,40.83281715,125.3877922,28.70287093,0
C06,3. FA Dependency-ctl,7,40.83281715,111.9778339,26.2397889,0
C07,4. FA Capacity-ctl,7,40.83281715,129.4064247,37.2611506,0
C08,4. FA Capacity-ctl,7,40.83281715,105.7508542,30.89731208,0
C09,5. GLC Dependency-ctl,7,40.83281715,98.09639692,33.9686832,0
C10,5. GLC Dependency-ctl,7,40.83281715,126.4631223,30.68011205,0
C11,6. GLC Capacity-ctl,7,40.83281715,77.64224355,22.21137883,0
C12,6. GLC Capacity-ctl,7,40.83281715,97.89869929,27.09840285,0
D01,1. GLN Dependency -ctl,7,40.83281715,167.4660372,40.91343709,0
D02,1. GLN Dependency -ctl,7,40.83281715,177.5405067,42.12799124,0
D03,2. GLN Capacity-ctl,7,40.83281715,141.0351952,32.69883486,0
D04,2. GLN Capacity-ctl,7,40.83281715,194.4295866,38.49571952,0
D05,3. FA Dependency-ctl,7,40.83281715,164.1409235,35.51676293,0
D06,3. FA Dependency-ctl,7,40.83281715,89.47811061,20.59583622,0
D07,4. FA Capacity-ctl,7,40.83281715,180.2647154,40.25228596,0
D08,4. FA Capacity-ctl,7,40.83281715,151.3738552,35.41731937,0
D09,5. GLC Dependency-ctl,7,40.83281715,176.1304389,39.9928819,0
D10,5. GLC Dependency-ctl,7,40.83281715,213.1705833,44.75019719,0
D11,6. GLC Capacity-ctl,7,40.83281715,150.023056,38.4782944,0
D12,6. GLC Capacity-ctl,7,40.83281715,309.1742471,82.91761054,0
E01,1. GLN Dependency -vpa,7,40.83281715,147.0362449,41.33122948,0
E02,1. GLN Dependency -vpa,7,40.83281715,101.7998538,27.22954219,0
E03,2. GLN Capacity-vpa,7,40.83281715,147.2438516,42.63093806,0
E04,2. GLN Capacity-vpa,7,40.83281715,111.8436681,33.65561481,0
E05,3. FA Dependency-vpa,7,40.83281715,120.2412344,30.08170569,0
E06,3. FA Dependency-vpa,7,40.83281715,151.135957,32.58349248,0
E07,4. FA Capacity-vpa,7,40.83281715,135.1795879,38.45978403,0
E08,4. FA Capacity-vpa,7,40.83281715,132.244166,37.77537314,0
E09,5. GLC Dependency-vpa,7,40.83281715,124.2779397,36.88148313,0
E10,5. GLC Dependency-vpa,7,40.83281715,99.05366923,26.69321395,0
E11,6. GLC Capacity-vpa,7,40.83281715,93.78667883,28.61320142,0
E12,6. GLC Capacity-vpa,7,40.83281715,102.3546527,26.64339883,0
F01,1. GLN Dependency -vpa,7,40.83281715,63.86915284,18.54379921,0
F02,1. GLN Dependency -vpa,7,40.83281715,117.9174795,28.84684235,0
F03,2. GLN Capacity-vpa,7,40.83281715,110.7748541,36.04512996,0
F04,2. GLN Capacity-vpa,7,40.83281715,70.62499909,24.32847113,0
F05,3. FA Dependency-vpa,7,40.83281715,100.6476944,25.52033351,0
F06,3. FA Dependency-vpa,7,40.83281715,177.591727,35.74596974,0
F07,4. FA Capacity-vpa,7,40.83281715,104.4367946,28.83053766,0
F08,4. FA Capacity-vpa,7,40.83281715,201.6901183,56.91051129,0
F09,5. GLC Dependency-vpa,7,40.83281715,133.9114402,36.11357983,0
F10,5. GLC Dependency-vpa,7,40.83281715,100.1048124,31.47769172,0
F11,6. GLC Capacity-vpa,7,40.83281715,91.81845621,29.6424132,0
F12,6. GLC Capacity-vpa,7,40.83281715,88.91756586,24.20417867,0
G01,1. GLN Dependency -vpa,7,40.83281715,70.90537301,19.42029671,0
G02,1. GLN Dependency -vpa,7,40.83281715,127.6914687,30.72983842,0
G03,2. GLN Capacity-vpa,7,40.83281715,135.0795647,39.82607276,0
G04,2. GLN Capacity-vpa,7,40.83281715,109.5431568,32.67369591,0
G05,3. FA Dependency-vpa,7,40.83281715,66.55807906,23.69296285,0
G06,3. FA Dependency-vpa,7,40.83281715,193.0465273,41.8821651,0
G07,4. FA Capacity-vpa,7,40.83281715,188.6321304,40.27672511,0
G08,4. FA Capacity-vpa,7,40.83281715,18.33650654,34.16547313,0
G09,5. GLC Dependency-vpa,7,40.83281715,159.3378384,35.85506273,0
G10,5. GLC Dependency-vpa,7,40.83281715,175.2431258,47.00059295,0
G11,6. GLC Capacity-vpa,7,40.83281715,150.2239119,29.81767349,0
G12,6. GLC Capacity-vpa,7,40.83281715,94.96804644,28.1278818,0
H01,Background,7,40.83281715,0,0,0
H02,1. GLN Dependency -vpa,7,40.83281715,129.3605334,24.93088239,0
H03,2. GLN Capacity-vpa,7,40.83281715,84.31114427,41.25903775,0
H04,2. GLN Capacity-vpa,7,40.83281715,-18.87379363,35.59833189,0
H05,3. FA Dependency-vpa,7,40.83281715,159.304954,34.39071729,0
H06,3. FA Dependency-vpa,7,40.83281715,167.4097818,38.37086556,0
H07,4. FA Capacity-vpa,7,40.83281715,128.6052245,48.20923359,0
H08,4. FA Capacity-vpa,7,40.83281715,117.0809513,40.30608731,0
H09,5. GLC Dependency-vpa,7,40.83281715,131.9390673,44.87907911,0
H10,5. GLC Dependency-vpa,7,40.83281715,236.5292383,61.40718966,0
H11,6. GLC Capacity-vpa,7,40.83281715,155.811618,50.90283878,0
H12,Background,7,40.83281715,0,0,0
A01,Background,8,47.38615573,0,0,0
A02,1. GLN Dependency -ctl,8,47.38615573,135.0713447,32.38704902,0
A03,2. GLN Capacity-ctl,8,47.38615573,97.01260371,22.39829267,0
A04,2. GLN Capacity-ctl,8,47.38615573,85.03032234,21.96372044,0
A05,3. FA Dependency-ctl,8,47.38615573,112.6573072,27.28316426,0
A06,3. FA Dependency-ctl,8,47.38615573,91.12939852,23.16806064,0
A07,4. FA Capacity-ctl,8,47.38615573,104.321012,28.66359136,0
A08,4. FA Capacity-ctl,8,47.38615573,108.362149,27.54368695,0
A09,5. GLC Dependency-ctl,8,47.38615573,104.8679204,26.40263422,0
A10,5. GLC Dependency-ctl,8,47.38615573,107.3019898,27.74470556,0
A11,6. GLC Capacity-ctl,8,47.38615573,115.7329507,39.81385167,0
A12,Background,8,47.38615573,0,0,0
B01,1. GLN Dependency -ctl,8,47.38615573,147.9983557,47.44418003,0
B02,1. GLN Dependency -ctl,8,47.38615573,101.8913467,29.12042844,0
B03,2. GLN Capacity-ctl,8,47.38615573,121.1988326,35.14724634,0
B04,2. GLN Capacity-ctl,8,47.38615573,87.09843832,23.29416351,0
B05,3. FA Dependency-ctl,8,47.38615573,95.29351183,21.75522758,0
B06,3. FA Dependency-ctl,8,47.38615573,98.2007437,19.45697096,0
B07,4. FA Capacity-ctl,8,47.38615573,101.9321947,28.04135674,0
B08,4. FA Capacity-ctl,8,47.38615573,176.2454448,47.00363005,0
B09,5. GLC Dependency-ctl,8,47.38615573,80.56174247,49.36608658,0
B10,5. GLC Dependency-ctl,8,47.38615573,107.8946166,27.86382515,0
B11,6. GLC Capacity-ctl,8,47.38615573,108.7399592,31.8778658,0
B12,6. GLC Capacity-ctl,8,47.38615573,109.687446,32.64211983,0
C01,1. GLN Dependency -ctl,8,47.38615573,83.78211976,29.819121,0
C02,1. GLN Dependency -ctl,8,47.38615573,98.7646946,27.81255553,0
C03,2. GLN Capacity-ctl,8,47.38615573,92.70641295,25.36567215,0
C04,2. GLN Capacity-ctl,8,47.38615573,106.1028788,33.4006423,0
C05,3. FA Dependency-ctl,8,47.38615573,123.3611924,29.48184326,0
C06,3. FA Dependency-ctl,8,47.38615573,110.0789671,26.55811815,0
C07,4. FA Capacity-ctl,8,47.38615573,125.5111375,38.34834683,0
C08,4. FA Capacity-ctl,8,47.38615573,104.1284577,31.64756689,0
C09,5. GLC Dependency-ctl,8,47.38615573,97.21482369,33.95140921,0
C10,5. GLC Dependency-ctl,8,47.38615573,124.740328,31.33892629,0
C11,6. GLC Capacity-ctl,8,47.38615573,75.85828661,22.73094773,0
C12,6. GLC Capacity-ctl,8,47.38615573,95.89892848,27.12295445,0
D01,1. GLN Dependency -ctl,8,47.38615573,165.3184554,42.44853221,0
D02,1. GLN Dependency -ctl,8,47.38615573,174.7273383,43.41635913,0
D03,2. GLN Capacity-ctl,8,47.38615573,140.3798629,33.24100338,0
D04,2. GLN Capacity-ctl,8,47.38615573,192.5472236,39.38358972,0
D05,3. FA Dependency-ctl,8,47.38615573,162.5656599,36.53893583,0
D06,3. FA Dependency-ctl,8,47.38615573,87.02002392,21.85610985,0
D07,4. FA Capacity-ctl,8,47.38615573,175.1907418,42.25636225,0
D08,4. FA Capacity-ctl,8,47.38615573,148.6613506,36.49085991,0
D09,5. GLC Dependency-ctl,8,47.38615573,174.9040652,41.00194117,0
D10,5. GLC Dependency-ctl,8,47.38615573,211.8353997,45.54549984,0
D11,6. GLC Capacity-ctl,8,47.38615573,142.8359453,40.87016125,0
D12,6. GLC Capacity-ctl,8,47.38615573,304.4402693,80.54609719,0
E01,1. GLN Dependency -vpa,8,47.38615573,144.0634588,42.24212077,0
E02,1. GLN Dependency -vpa,8,47.38615573,100.5877012,27.96598766,0
E03,2. GLN Capacity-vpa,8,47.38615573,145.557646,43.21683764,0
E04,2. GLN Capacity-vpa,8,47.38615573,109.6973775,34.11641978,0
E05,3. FA Dependency-vpa,8,47.38615573,118.8942842,31.21930594,0
E06,3. FA Dependency-vpa,8,47.38615573,148.0529984,33.78115267,0
E07,4. FA Capacity-vpa,8,47.38615573,134.2101394,39.09170459,0
E08,4. FA Capacity-vpa,8,47.38615573,129.2945324,38.61529432,0
E09,5. GLC Dependency-vpa,8,47.38615573,122.7847283,38.01636324,0
E10,5. GLC Dependency-vpa,8,47.38615573,97.3978211,27.37298056,0
E11,6. GLC Capacity-vpa,8,47.38615573,92.43783176,29.30124543,0
E12,6. GLC Capacity-vpa,8,47.38615573,100.5916875,26.93220737,0
F01,1. GLN Dependency -vpa,8,47.38615573,61.86198723,19.00328353,0
F02,1. GLN Dependency -vpa,8,47.38615573,115.8691604,30.07060365,0
