Well,Group,Measurement,Time,OCR,ECAR,PER
F03,2. GLN Capacity-vpa,8,47.38615573,108.5100537,36.7885298,0
F04,2. GLN Capacity-vpa,8,47.38615573,69.06543594,24.78423781,0
F05,3. FA Dependency-vpa,8,47.38615573,99.26242365,26.21323395,0
F06,3. FA Dependency-vpa,8,47.38615573,174.5866618,36.77402716,0
F07,4. FA Capacity-vpa,8,47.38615573,102.6292744,29.26142355,0
F08,4. FA Capacity-vpa,8,47.38615573,198.0563293,59.03858556,0
F09,5. GLC Dependency-vpa,8,47.38615573,131.5082274,37.33146636,0
F10,5. GLC Dependency-vpa,8,47.38615573,98.56921481,31.80809734,0
F11,6. GLC Capacity-vpa,8,47.38615573,90.50385899,30.2162962,0
F12,6. GLC Capacity-vpa,8,47.38615573,86.48294782,24.58152648,0
G01,1. GLN Dependency -vpa,8,47.38615573,69.32962895,19.6138666,0
G02,1. GLN Dependency -vpa,8,47.38615573,126.9860998,31.80076471,0
G03,2. GLN Capacity-vpa,8,47.38615573,133.7252055,40.31721404,0
G04,2. GLN Capacity-vpa,8,47.38615573,107.3657729,33.29556482,0
G05,3. FA Dependency-vpa,8,47.38615573,63.95741887,24.41136091,0
G06,3. FA Dependency-vpa,8,47.38615573,189.1870746,43.73716063,0
G07,4. FA Capacity-vpa,8,47.38615573,186.3727703,42.54648718,0
G08,4. FA Capacity-vpa,8,47.38615573,13.83713771,36.00327448,0
G09,5. GLC Dependency-vpa,8,47.38615573,156.1452681,37.2571063,0
G10,5. GLC Dependency-vpa,8,47.38615573,170.9804012,49.53493158,0
G11,6. GLC Capacity-vpa,8,47.38615573,144.5215924,30.00463395,0
G12,6. GLC Capacity-vpa,8,47.38615573,92.71600994,30.66609065,0
H01,Background,8,47.38615573,0,0,0
H02,1. GLN Dependency -vpa,8,47.38615573,126.0458179,25.47114308,0
H03,2. GLN Capacity-vpa,8,47.38615573,82.70234762,42.39680886,0
H04,2. GLN Capacity-vpa,8,47.38615573,-21.20042023,34.72144129,0
H05,3. FA Dependency-vpa,8,47.38615573,156.7773727,35.57998231,0
H06,3. FA Dependency-vpa,8,47.38615573,163.8477585,39.561042,0
H07,4. FA Capacity-vpa,8,47.38615573,124.9382569,49.54503395,0
H08,4. FA Capacity-vpa,8,47.38615573,114.7065818,38.18112601,0
H09,5. GLC Dependency-vpa,8,47.38615573,132.203001,49.67626642,0
H10,5. GLC Dependency-vpa,8,47.38615573,235.3593418,65.69967748,0
H11,6. GLC Capacity-vpa,8,47.38615573,159.2249149,53.34235648,0
H12,Background,8,47.38615573,0,0,0
A01,Background,9,53.93993989,0,0,0
A02,1. GLN Dependency -ctl,9,53.93993989,132.5175611,33.33121389,0
A03,2. GLN Capacity-ctl,9,53.93993989,96.11980128,23.19414701,0
A04,2. GLN Capacity-ctl,9,53.93993989,84.61662945,22.86705295,0
A05,3. FA Dependency-ctl,9,53.93993989,111.8918116,27.73167895,0
A06,3. FA Dependency-ctl,9,53.93993989,90.43036826,23.28488537,0
A07,4. FA Capacity-ctl,9,53.93993989,102.7982273,29.99920596,0
A08,4. FA Capacity-ctl,9,53.93993989,107.3524572,28.07476658,0
A09,5. GLC Dependency-ctl,9,53.93993989,103.8149118,27.23140421,0
A10,5. GLC Dependency-ctl,9,53.93993989,105.8793434,28.78616901,0
A11,6. GLC Capacity-ctl,9,53.93993989,113.471399,40.88895852,0
A12,Background,9,53.93993989,0,0,0
B01,1. GLN Dependency -ctl,9,53.93993989,145.9184569,47.19927851,0
B02,1. GLN Dependency -ctl,9,53.93993989,101.0516393,29.50235721,0
B03,2. GLN Capacity-ctl,9,53.93993989,119.378013,35.84865601,0
B04,2. GLN Capacity-ctl,9,53.93993989,86.05732246,23.76096471,0
B05,3. FA Dependency-ctl,9,53.93993989,95.51813689,22.14341175,0
B06,3. FA Dependency-ctl,9,53.93993989,99.12634344,20.15351535,0
B07,4. FA Capacity-ctl,9,53.93993989,100.403014,28.72367224,0
B08,4. FA Capacity-ctl,9,53.93993989,172.5849516,48.70617514,0
B09,5. GLC Dependency-ctl,9,53.93993989,80.50817652,49.38396892,0
B10,5. GLC Dependency-ctl,9,53.93993989,107.3607291,28.34673429,0
B11,6. GLC Capacity-ctl,9,53.93993989,107.584372,32.80435631,0
B12,6. GLC Capacity-ctl,9,53.93993989,107.8773783,33.19614691,0
C01,1. GLN Dependency -ctl,9,53.93993989,83.01357168,29.78667604,0
C02,1. GLN Dependency -ctl,9,53.93993989,97.21385897,28.48032992,0
C03,2. GLN Capacity-ctl,9,53.93993989,91.86040372,25.96015213,0
C04,2. GLN Capacity-ctl,9,53.93993989,104.7412337,34.45079091,0
C05,3. FA Dependency-ctl,9,53.93993989,122.1521785,30.28232282,0
C06,3. FA Dependency-ctl,9,53.93993989,107.8718488,27.09701778,0
C07,4. FA Capacity-ctl,9,53.93993989,124.2457041,40.06075004,0
C08,4. FA Capacity-ctl,9,53.93993989,102.1186446,32.43114917,0
C09,5. GLC Dependency-ctl,9,53.93993989,96.06236097,34.12643367,0
C10,5. GLC Dependency-ctl,9,53.93993989,123.9008446,31.94934316,0
C11,6. GLC Capacity-ctl,9,53.93993989,74.34254423,23.49583151,0
C12,6. GLC Capacity-ctl,9,53.93993989,94.68869986,27.94834468,0
D01,1. GLN Dependency -ctl,9,53.93993989,164.0946075,42.42076306,0
D02,1. GLN Dependency -ctl,9,53.93993989,174.1207261,45.30143371,0
D03,2. GLN Capacity-ctl,9,53.93993989,139.0222615,33.99577601,0
D04,2. GLN Capacity-ctl,9,53.93993989,191.5371906,41.29230297,0
D05,3. FA Dependency-ctl,9,53.93993989,160.6706214,37.70501702,0
D06,3. FA Dependency-ctl,9,53.93993989,85.17565117,22.86615662,0
D07,4. FA Capacity-ctl,9,53.93993989,173.7369151,43.57013381,0
D08,4. FA Capacity-ctl,9,53.93993989,145.0592338,38.05136702,0
D09,5. GLC Dependency-ctl,9,53.93993989,172.9489964,42.26889274,0
D10,5. GLC Dependency-ctl,9,53.93993989,211.9496271,46.30720668,0
D11,6. GLC Capacity-ctl,9,53.93993989,145.3806298,35.64721602,0
D12,6. GLC Capacity-ctl,9,53.93993989,297.4345993,81.31660772,0
E01,1. GLN Dependency -vpa,9,53.93993989,142.1640737,42.34185125,0
E02,1. GLN Dependency -vpa,9,53.93993989,99.14140261,29.08051812,0
E03,2. GLN Capacity-vpa,9,53.93993989,142.3914677,44.64258174,0
E04,2. GLN Capacity-vpa,9,53.93993989,108.3111966,35.07219149,0
E05,3. FA Dependency-vpa,9,53.93993989,117.0821493,32.30877815,0
E06,3. FA Dependency-vpa,9,53.93993989,146.0162809,35.46792237,0
E07,4. FA Capacity-vpa,9,53.93993989,131.2456306,40.08338395,0
E08,4. FA Capacity-vpa,9,53.93993989,127.2619154,39.77473552,0
E09,5. GLC Dependency-vpa,9,53.93993989,121.6373549,38.88389315,0
E10,5. GLC Dependency-vpa,9,53.93993989,96.02819979,28.13742002,0
E11,6. GLC Capacity-vpa,9,53.93993989,90.68499158,30.46593676,0
E12,6. GLC Capacity-vpa,9,53.93993989,99.20787099,27.25717921,0
F01,1. GLN Dependency -vpa,9,53.93993989,60.21043853,19.26460573,0
F02,1. GLN Dependency -vpa,9,53.93993989,114.39866,31.23629504,0
F03,2. GLN Capacity-vpa,9,53.93993989,106.1596389,37.47640247,0
F04,2. GLN Capacity-vpa,9,53.93993989,67.724763,25.39556523,0
F05,3. FA Dependency-vpa,9,53.93993989,98.04585871,26.92648298,0
F06,3. FA Dependency-vpa,9,53.93993989,172.4053621,38.17946347,0
F07,4. FA Capacity-vpa,9,53.93993989,100.9381565,29.92318544,0
F08,4. FA Capacity-vpa,9,53.93993989,194.5554617,60.94223123,0
F09,5. GLC Dependency-vpa,9,53.93993989,129.134843,38.25077445,0
F10,5. GLC Dependency-vpa,9,53.93993989,96.63042318,32.10873139,0
F11,6. GLC Capacity-vpa,9,53.93993989,89.25294189,30.63961288,0
F12,6. GLC Capacity-vpa,9,53.93993989,85.79622706,25.991757,0
G01,1. GLN Dependency -vpa,9,53.93993989,68.02158234,20.02837812,0
G02,1. GLN Dependency -vpa,9,53.93993989,124.3142548,33.18914349,0
G03,2. GLN Capacity-vpa,9,53.93993989,130.2805332,40.72505617,0
G04,2. GLN Capacity-vpa,9,53.93993989,105.4101083,34.44060304,0
G05,3. FA Dependency-vpa,9,53.93993989,62.41128417,25.41279302,0
G06,3. FA Dependency-vpa,9,53.93993989,183.9468654,45.52742308,0
G07,4. FA Capacity-vpa,9,53.93993989,180.3512771,45.45141753,0
G08,4. FA Capacity-vpa,9,53.93993989,10.33642449,38.50474391,0
G09,5. GLC Dependency-vpa,9,53.93993989,155.6859663,39.48143952,0
G10,5. GLC Dependency-vpa,9,53.93993989,169.2369408,51.68353968,0
G11,6. GLC Capacity-vpa,9,53.93993989,141.3782803,31.62754385,0
G12,6. GLC Capacity-vpa,9,53.93993989,91.75485358,33.81455868,0
H01,Background,9,53.93993989,0,0,0
H02,1. GLN Dependency -vpa,9,53.93993989,125.5281451,27.57341947,0
H03,2. GLN Capacity-vpa,9,53.93993989,82.12512446,45.3775715,0
H04,2. GLN Capacity-vpa,9,53.93993989,-21.1676373,37.03355717,0
H05,3. FA Dependency-vpa,9,53.93993989,154.8767299,37.50458364,0
H06,3. FA Dependency-vpa,9,53.93993989,160.8392002,41.16485682,0
H07,4. FA Capacity-vpa,9,53.93993989,121.7921599,49.68663894,0
H08,4. FA Capacity-vpa,9,53.93993989,111.4239808,38.65568941,0
H09,5. GLC Dependency-vpa,9,53.93993989,131.1189604,51.919112,0
H10,5. GLC Dependency-vpa,9,53.93993989,233.3102494,66.30371392,0
H11,6. GLC Capacity-vpa,9,53.93993989,154.4536021,56.32630906,0
H12,Background,9,53.93993989,0,0,0
A01,Background,10,60.5904872,0,0,0
A02,1. GLN Dependency -ctl,10,60.5904872,123.1961938,34.72957988,0
A03,2. GLN Capacity-ctl,10,60.5904872,93.35252316,25.9748619,0
A04,2. GLN Capacity-ctl,10,60.5904872,82.81318362,25.79413419,0
A05,3. FA Dependency-ctl,10,60.5904872,104.591771,29.16455489,0
A06,3. FA Dependency-ctl,10,60.5904872,83.77462753,23.99956687,0
A07,4. FA Capacity-ctl,10,60.5904872,96.46115896,30.4781823,0
A08,4. FA Capacity-ctl,10,60.5904872,99.49388964,30.4284266,0
A09,5. GLC Dependency-ctl,10,60.5904872,96.65952187,29.66753376,0
A10,5. GLC Dependency-ctl,10,60.5904872,98.44221069,33.19771542,0
A11,6. GLC Capacity-ctl,10,60.5904872,111.872754,42.22095797,0
A12,Background,10,60.5904872,0,0,0
B01,1. GLN Dependency -ctl,10,60.5904872,131.9895558,43.52730194,0
B02,1. GLN Dependency -ctl,10,60.5904872,92.17182509,28.6334226,0
B03,2. GLN Capacity-ctl,10,60.5904872,116.6171306,35.15948794,0
B04,2. GLN Capacity-ctl,10,60.5904872,83.61739607,25.85872588,0
B05,3. FA Dependency-ctl,10,60.5904872,89.3864115,21.76924706,0
B06,3. FA Dependency-ctl,10,60.5904872,91.77539024,23.18771529,0
B07,4. FA Capacity-ctl,10,60.5904872,94.37473722,31.85833116,0
B08,4. FA Capacity-ctl,10,60.5904872,160.7237269,42.88809926,0
B09,5. GLC Dependency-ctl,10,60.5904872,74.80840674,50.94854858,0
B10,5. GLC Dependency-ctl,10,60.5904872,99.88089695,30.23792472,0
B11,6. GLC Capacity-ctl,10,60.5904872,99.46794259,30.25474847,0
B12,6. GLC Capacity-ctl,10,60.5904872,83.80669453,31.87769109,0
C01,1. GLN Dependency -ctl,10,60.5904872,74.19243396,28.94079016,0
C02,1. GLN Dependency -ctl,10,60.5904872,86.89307283,27.40137028,0
C03,2. GLN Capacity-ctl,10,60.5904872,89.75275798,28.99941472,0
C04,2. GLN Capacity-ctl,10,60.5904872,101.8938517,35.47003608,0
C05,3. FA Dependency-ctl,10,60.5904872,112.0110034,29.97158405,0
C06,3. FA Dependency-ctl,10,60.5904872,94.09669403,27.26848669,0
C07,4. FA Capacity-ctl,10,60.5904872,113.4203644,42.57216577,0
C08,4. FA Capacity-ctl,10,60.5904872,94.89867353,34.85982106,0
C09,5. GLC Dependency-ctl,10,60.5904872,86.96449756,35.47028155,0
C10,5. GLC Dependency-ctl,10,60.5904872,102.7981333,35.38884141,0
C11,6. GLC Capacity-ctl,10,60.5904872,56.24214376,24.65199206,0
C12,6. GLC Capacity-ctl,10,60.5904872,86.73926425,23.95185736,0
D01,1. GLN Dependency -ctl,10,60.5904872,146.1592947,34.4679157,0
D02,1. GLN Dependency -ctl,10,60.5904872,154.6227248,40.62863063,0
D03,2. GLN Capacity-ctl,10,60.5904872,135.5224464,37.04128917,0
D04,2. GLN Capacity-ctl,10,60.5904872,186.4939793,41.35910266,0
D05,3. FA Dependency-ctl,10,60.5904872,153.8527205,39.37173648,0
D06,3. FA Dependency-ctl,10,60.5904872,63.42391306,22.97925577,0
D07,4. FA Capacity-ctl,10,60.5904872,162.4533088,39.11998521,0
D08,4. FA Capacity-ctl,10,60.5904872,134.435304,37.85182389,0
D09,5. GLC Dependency-ctl,10,60.5904872,157.6971289,43.38461178,0
D10,5. GLC Dependency-ctl,10,60.5904872,194.4342285,45.70064126,0
D11,6. GLC Capacity-ctl,10,60.5904872,175.598525,47.91474263,0
D12,6. GLC Capacity-ctl,10,60.5904872,270.5565597,64.94584524,0
E01,1. GLN Dependency -vpa,10,60.5904872,122.7116865,50.00540764,0
E02,1. GLN Dependency -vpa,10,60.5904872,83.48064208,36.07134873,0
E03,2. GLN Capacity-vpa,10,60.5904872,142.1147507,48.02406174,0
E04,2. GLN Capacity-vpa,10,60.5904872,106.1457681,34.71046585,0
E05,3. FA Dependency-vpa,10,60.5904872,104.5603815,37.64994759,0
E06,3. FA Dependency-vpa,10,60.5904872,133.0509734,40.53507235,0
E07,4. FA Capacity-vpa,10,60.5904872,122.2093076,47.12222492,0
E08,4. FA Capacity-vpa,10,60.5904872,120.3458545,47.63747428,0
E09,5. GLC Dependency-vpa,10,60.5904872,109.9114717,45.255876,0
E10,5. GLC Dependency-vpa,10,60.5904872,88.87892286,31.7139048,0
E11,6. GLC Capacity-vpa,10,60.5904872,81.77379714,36.15296098,0
E12,6. GLC Capacity-vpa,10,60.5904872,78.66718848,31.8571125,0
F01,1. GLN Dependency -vpa,10,60.5904872,46.68226601,23.51854859,0
F02,1. GLN Dependency -vpa,10,60.5904872,99.34879876,38.76201811,0
F03,2. GLN Capacity-vpa,10,60.5904872,104.3103382,39.37962511,0
F04,2. GLN Capacity-vpa,10,60.5904872,65.4837352,26.63540254,0
F05,3. FA Dependency-vpa,10,60.5904872,89.56216914,31.36713618,0
F06,3. FA Dependency-vpa,10,60.5904872,157.9358948,47.26869695,0
F07,4. FA Capacity-vpa,10,60.5904872,94.05148626,34.54820445,0
F08,4. FA Capacity-vpa,10,60.5904872,183.4743662,58.82469733,0
F09,5. GLC Dependency-vpa,10,60.5904872,101.4386478,41.01325471,0
F10,5. GLC Dependency-vpa,10,60.5904872,88.71243994,35.52641564,0
F11,6. GLC Capacity-vpa,10,60.5904872,82.21446342,32.57965398,0
F12,6. GLC Capacity-vpa,10,60.5904872,77.95297506,28.17159909,0
G01,1. GLN Dependency -vpa,10,60.5904872,59.87808741,24.99430767,0
G02,1. GLN Dependency -vpa,10,60.5904872,108.7864297,40.74825437,0
G03,2. GLN Capacity-vpa,10,60.5904872,127.5707851,41.88096237,0
G04,2. GLN Capacity-vpa,10,60.5904872,102.7758062,35.42613801,0
G05,3. FA Dependency-vpa,10,60.5904872,50.83998879,30.79467287,0
G06,3. FA Dependency-vpa,10,60.5904872,175.4747226,57.21139946,0
G07,4. FA Capacity-vpa,10,60.5904872,172.2360879,54.22216327,0
G08,4. FA Capacity-vpa,10,60.5904872,-5.64663756,36.08639564,0
G09,5. GLC Dependency-vpa,10,60.5904872,143.3413832,43.59394392,0
G10,5. GLC Dependency-vpa,10,60.5904872,155.7528664,50.17379481,0
G11,6. GLC Capacity-vpa,10,60.5904872,128.7421794,39.18780583,0
G12,6. GLC Capacity-vpa,10,60.5904872,76.468199,36.42297137,0
H01,Background,10,60.5904872,0,0,0
H02,1. GLN Dependency -vpa,10,60.5904872,105.1430822,34.14710238,0
H03,2. GLN Capacity-vpa,10,60.5904872,76.38844058,44.38751641,0
H04,2. GLN Capacity-vpa,10,60.5904872,-31.21004059,37.14146377,0
H05,3. FA Dependency-vpa,10,60.5904872,139.9845333,42.34204174,0
H06,3. FA Dependency-vpa,10,60.5904872,157.3845734,49.94759148,0
H07,4. FA Capacity-vpa,10,60.5904872,108.3082128,53.24865461,0
H08,4. FA Capacity-vpa,10,60.5904872,106.1488557,39.46258138,0
H09,5. GLC Dependency-vpa,10,60.5904872,119.1965497,54.67936255,0
H10,5. GLC Dependency-vpa,10,60.5904872,219.5599865,107.3418514,0
H11,6. GLC Capacity-vpa,10,60.5904872,147.432237,58.48277911,0
H12,Background,10,60.5904872,0,0,0
A01,Background,11,67.1531521,0,0,0
A02,1. GLN Dependency -ctl,11,67.1531521,120.8471391,32.45493392,0
A03,2. GLN Capacity-ctl,11,67.1531521,92.899017,24.82664985,0
A04,2. GLN Capacity-ctl,11,67.1531521,81.94663617,23.87335701,0
A05,3. FA Dependency-ctl,11,67.1531521,103.2941482,27.88231021,0
A06,3. FA Dependency-ctl,11,67.1531521,83.39547957,23.01393575,0
A07,4. FA Capacity-ctl,11,67.1531521,95.54132232,30.12173427,0
A08,4. FA Capacity-ctl,11,67.1531521,98.9240824,29.63971391,0
A09,5. GLC Dependency-ctl,11,67.1531521,94.62413308,29.12655257,0
A10,5. GLC Dependency-ctl,11,67.1531521,97.18898675,32.24668506,0
A11,6. GLC Capacity-ctl,11,67.1531521,110.1604351,40.61895374,0
A12,Background,11,67.1531521,0,0,0
B01,1. GLN Dependency -ctl,11,67.1531521,131.4440298,46.55360106,0
B02,1. GLN Dependency -ctl,11,67.1531521,90.85937598,28.82649474,0
B03,2. GLN Capacity-ctl,11,67.1531521,114.8415438,36.73921346,0
B04,2. GLN Capacity-ctl,11,67.1531521,83.14381042,25.0453874,0
B05,3. FA Dependency-ctl,11,67.1531521,87.75176096,23.59622194,0
B06,3. FA Dependency-ctl,11,67.1531521,89.81445323,23.54506894,0
B07,4. FA Capacity-ctl,11,67.1531521,93.29997005,29.60397264,0
B08,4. FA Capacity-ctl,11,67.1531521,158.9437229,43.90795825,0
B09,5. GLC Dependency-ctl,11,67.1531521,72.78451588,49.22514873,0
B10,5. GLC Dependency-ctl,11,67.1531521,97.61395705,31.22465809,0
B11,6. GLC Capacity-ctl,11,67.1531521,97.35214297,31.2242843,0
B12,6. GLC Capacity-ctl,11,67.1531521,87.80118471,32.11171259,0
C01,1. GLN Dependency -ctl,11,67.1531521,74.13930279,29.42246816,0
C02,1. GLN Dependency -ctl,11,67.1531521,86.04499056,27.26223084,0
C03,2. GLN Capacity-ctl,11,67.1531521,87.65827522,27.51927392,0
C04,2. GLN Capacity-ctl,11,67.1531521,100.7265741,35.37347867,0
C05,3. FA Dependency-ctl,11,67.1531521,112.20243,29.86757906,0
C06,3. FA Dependency-ctl,11,67.1531521,93.37692425,26.62049609,0
C07,4. FA Capacity-ctl,11,67.1531521,112.5091742,42.15468186,0
C08,4. FA Capacity-ctl,11,67.1531521,93.53488657,34.10455785,0
C09,5. GLC Dependency-ctl,11,67.1531521,86.02469767,34.79918991,0
C10,5. GLC Dependency-ctl,11,67.1531521,100.727366,35.67767263,0
C11,6. GLC Capacity-ctl,11,67.1531521,57.06395346,23.3334334,0
C12,6. GLC Capacity-ctl,11,67.1531521,89.74463932,26.5718983,0
D01,1. GLN Dependency -ctl,11,67.1531521,144.9597164,39.54879128,0
D02,1. GLN Dependency -ctl,11,67.1531521,154.3097455,41.21442833,0
D03,2. GLN Capacity-ctl,11,67.1531521,134.24446,35.5706416,0
D04,2. GLN Capacity-ctl,11,67.1531521,184.9715812,40.29502575,0
D05,3. FA Dependency-ctl,11,67.1531521,151.8617154,36.96717259,0
D06,3. FA Dependency-ctl,11,67.1531521,64.11255223,21.96270949,0
D07,4. FA Capacity-ctl,11,67.1531521,156.0095058,41.3801939,0
D08,4. FA Capacity-ctl,11,67.1531521,132.6794402,38.41715281,0
D09,5. GLC Dependency-ctl,11,67.1531521,155.1934459,43.68314378,0
D10,5. GLC Dependency-ctl,11,67.1531521,192.0188295,47.37885462,0
D11,6. GLC Capacity-ctl,11,67.1531521,165.8266036,46.55147148,0
D12,6. GLC Capacity-ctl,11,67.1531521,280.5082108,79.89783435,0
E01,1. GLN Dependency -vpa,11,67.1531521,120.1068084,48.36627093,0
E02,1. GLN Dependency -vpa,11,67.1531521,81.69225782,32.2445554,0
E03,2. GLN Capacity-vpa,11,67.1531521,137.6996935,45.08371925,0
E04,2. GLN Capacity-vpa,11,67.1531521,105.5932236,33.6869438,0
E05,3. FA Dependency-vpa,11,67.1531521,102.2623865,33.34335715,0
E06,3. FA Dependency-vpa,11,67.1531521,130.9575791,35.77145329,0
E07,4. FA Capacity-vpa,11,67.1531521,120.9881826,44.1085402,0
E08,4. FA Capacity-vpa,11,67.1531521,117.0609083,45.04630782,0
E09,5. GLC Dependency-vpa,11,67.1531521,110.2256058,41.24195425,0
E10,5. GLC Dependency-vpa,11,67.1531521,87.42872238,29.60786547,0
E11,6. GLC Capacity-vpa,11,67.1531521,80.34731379,33.08167153,0
E12,6. GLC Capacity-vpa,11,67.1531521,78.5844958,30.01508396,0
F01,1. GLN Dependency -vpa,11,67.1531521,44.02897869,22.43016806,0
F02,1. GLN Dependency -vpa,11,67.1531521,97.7101106,35.19913847,0
F03,2. GLN Capacity-vpa,11,67.1531521,103.1367707,37.37456588,0
F04,2. GLN Capacity-vpa,11,67.1531521,65.47794358,24.88251911,0
F05,3. FA Dependency-vpa,11,67.1531521,87.00969273,29.71412601,0
F06,3. FA Dependency-vpa,11,67.1531521,155.7157532,42.82448625,0
F07,4. FA Capacity-vpa,11,67.1531521,92.99220634,32.76930952,0
F08,4. FA Capacity-vpa,11,67.1531521,180.4006503,61.17385168,0
F09,5. GLC Dependency-vpa,11,67.1531521,103.3506058,38.54079414,0
F10,5. GLC Dependency-vpa,11,67.1531521,87.39587226,34.0065006,0
F11,6. GLC Capacity-vpa,11,67.1531521,81.10062236,32.11737887,0
F12,6. GLC Capacity-vpa,11,67.1531521,76.98165218,27.39741904,0
G01,1. GLN Dependency -vpa,11,67.1531521,58.3761032,23.73613729,0
G02,1. GLN Dependency -vpa,11,67.1531521,106.1636719,36.58064413,0
G03,2. GLN Capacity-vpa,11,67.1531521,126.1232408,40.3573276,0
G04,2. GLN Capacity-vpa,11,67.1531521,102.6392753,33.17654734,0
G05,3. FA Dependency-vpa,11,67.1531521,45.94504696,28.06128277,0
G06,3. FA Dependency-vpa,11,67.1531521,170.2933602,49.79528088,0
G07,4. FA Capacity-vpa,11,67.1531521,167.4830465,47.75070924,0
G08,4. FA Capacity-vpa,11,67.1531521,-6.001527626,36.7083651,0
G09,5. GLC Dependency-vpa,11,67.1531521,140.5006103,38.82342976,0
G10,5. GLC Dependency-vpa,11,67.1531521,155.0728734,49.11315817,0
G11,6. GLC Capacity-vpa,11,67.1531521,123.4120593,35.90478524,0
G12,6. GLC Capacity-vpa,11,67.1531521,76.42438886,33.73575984,0
H01,Background,11,67.1531521,0,0,0
H02,1. GLN Dependency -vpa,11,67.1531521,101.745765,31.4999502,0
H03,2. GLN Capacity-vpa,11,67.1531521,77.74836004,44.36003266,0
H04,2. GLN Capacity-vpa,11,67.1531521,-27.03444268,36.93111135,0
H05,3. FA Dependency-vpa,11,67.1531521,142.3732023,42.4683992,0
H06,3. FA Dependency-vpa,11,67.1531521,152.0878532,43.74790905,0
H07,4. FA Capacity-vpa,11,67.1531521,107.8350443,49.62574777,0
H08,4. FA Capacity-vpa,11,67.1531521,104.9307693,39.86503931,0
H09,5. GLC Dependency-vpa,11,67.1531521,114.7756931,50.67529725,0
H10,5. GLC Dependency-vpa,11,67.1531521,215.8254465,106.0764752,0
H11,6. GLC Capacity-vpa,11,67.1531521,135.6890227,60.15515482,0
H12,Background,11,67.1531521,0,0,0
A01,Background,12,73.70751312,0,0,0
A02,1. GLN Dependency -ctl,12,73.70751312,119.5351729,31.93470995,0
A03,2. GLN Capacity-ctl,12,73.70751312,92.41975716,24.08665942,0
A04,2. GLN Capacity-ctl,12,73.70751312,80.64974787,23.46895434,0
A05,3. FA Dependency-ctl,12,73.70751312,102.3291779,27.31520379,0
A06,3. FA Dependency-ctl,12,73.70751312,82.47555128,22.50187467,0
A07,4. FA Capacity-ctl,12,73.70751312,93.72659415,30.16849877,0
A08,4. FA Capacity-ctl,12,73.70751312,99.38810175,29.72545078,0
A09,5. GLC Dependency-ctl,12,73.70751312,93.70443101,28.87129845,0
A10,5. GLC Dependency-ctl,12,73.70751312,96.41137577,31.49379991,0
A11,6. GLC Capacity-ctl,12,73.70751312,109.1470565,40.772561,0
A12,Background,12,73.70751312,0,0,0
B01,1. GLN Dependency -ctl,12,73.70751312,130.3819228,48.42342652,0
B02,1. GLN Dependency -ctl,12,73.70751312,89.80080071,28.88820064,0
B03,2. GLN Capacity-ctl,12,73.70751312,114.5051382,37.47903132,0
B04,2. GLN Capacity-ctl,12,73.70751312,81.62953586,25.18470504,0
B05,3. FA Dependency-ctl,12,73.70751312,86.59113673,24.56893792,0
B06,3. FA Dependency-ctl,12,73.70751312,88.62762722,23.76285676,0
B07,4. FA Capacity-ctl,12,73.70751312,91.89283093,29.0534779,0
B08,4. FA Capacity-ctl,12,73.70751312,158.3101391,44.76704393,0
B09,5. GLC Dependency-ctl,12,73.70751312,72.14221239,49.40240085,0
B10,5. GLC Dependency-ctl,12,73.70751312,96.71160163,31.41189247,0
B11,6. GLC Capacity-ctl,12,73.70751312,96.79755048,31.36108011,0
B12,6. GLC Capacity-ctl,12,73.70751312,87.95215974,32.27834184,0
C01,1. GLN Dependency -ctl,12,73.70751312,74.28205924,29.66864667,0
C02,1. GLN Dependency -ctl,12,73.70751312,85.89541677,27.38178323,0
C03,2. GLN Capacity-ctl,12,73.70751312,86.99430448,27.25299506,0
C04,2. GLN Capacity-ctl,12,73.70751312,98.73403255,35.90001711,0
C05,3. FA Dependency-ctl,12,73.70751312,110.3033408,30.04657196,0
C06,3. FA Dependency-ctl,12,73.70751312,91.94178621,26.76263873,0
C07,4. FA Capacity-ctl,12,73.70751312,112.0529151,41.69799285,0
C08,4. FA Capacity-ctl,12,73.70751312,92.58596827,34.19942508,0
C09,5. GLC Dependency-ctl,12,73.70751312,84.62042978,35.32213189,0
C10,5. GLC Dependency-ctl,12,73.70751312,100.578611,35.91582429,0
C11,6. GLC Capacity-ctl,12,73.70751312,57.9906088,23.00780344,0
C12,6. GLC Capacity-ctl,12,73.70751312,88.98427748,26.62840357,0
D01,1. GLN Dependency -ctl,12,73.70751312,145.53266,41.28799403,0
D02,1. GLN Dependency -ctl,12,73.70751312,155.4576714,42.2808964,0
D03,2. GLN Capacity-ctl,12,73.70751312,133.0955948,35.29029501,0
D04,2. GLN Capacity-ctl,12,73.70751312,181.957774,40.6684534,0
D05,3. FA Dependency-ctl,12,73.70751312,148.8537266,37.1378918,0
D06,3. FA Dependency-ctl,12,73.70751312,63.97431732,22.35039697,0
D07,4. FA Capacity-ctl,12,73.70751312,155.6525799,42.39992709,0
D08,4. FA Capacity-ctl,12,73.70751312,131.1728989,39.582196,0
D09,5. GLC Dependency-ctl,12,73.70751312,155.4381389,44.45654408,0
D10,5. GLC Dependency-ctl,12,73.70751312,190.7414833,47.55622363,0
D11,6. GLC Capacity-ctl,12,73.70751312,166.1765432,47.0518553,0
