Samples,Experiment,Mode,Type,Folate,Status,Lrp6CDp1,Lrp6CDp2,Lrp6CDp3,Lrp6CDp4,Lrp6CDp5,Lrp6CDp6,Lrp6CDp7,Lrp6CDp8,Lrp6CDp9,Lrp6CDp10,Lrp6CDp11,Lrp6CDp12,Lrp6CDp13,Lrp6CDp14,Lrp6CDp15,Lrp6CDp16,Lrp6CDp17,Lrp6CDp18,Lrp6CDp19,Lrp6CDp20,Lrp6CDp21,Lrp6CDp22,Lrp6CDp23,Lrp6CDp24,Lrp6CDp25,Lrp6CDp26,Lrp6CDp27,Lrp6CDp28,Lrp6CDp29,Lrp6CDp30,Lrp6CDp31,Lrp6CDp32,Lrp6CDp33,Lrp6CDp34,Lrp6CDp35,Lrp6CDp36,Lrp6CDp37,Lrp6CDp38,Lrp6CDp39,Lrp6CDp40,Lrp6CDp41,Lrp6CDp42,Lrp6CDp43,Lrp6CDp44,Lrp6CDp45,Lrp6CDp46,Lrp6CDp47,Lrp6CDp48,Lrp6CDp49,Lrp6CDp50,Lrp6CDp51,Lrp6CDp52,Lrp6CDp53,Lrp6CDp54,Lrp6CDp55,Lrp6CDp56,Lrp6CDp57,Lrp6CDp58,Lrp6CDp59,Lrp6CDp60,Lrp6CDp61,Lrp6CDp62,Lrp6CDp63,Lrp6CDp64,Lrp6CDp65,Lrp6CDp66,Lrp6CDp67,Lrp6CDp68,Lrp6CDp69,Lrp6CDp70,Lrp6CDp71,Lrp6CDp72,Lrp6CDp73,Lrp6CDp74,Lrp6CDp75,Lrp6CDp76,Lrp6CDp77,Lrp6CDp78,Lrp6CDp79,Lrp6CDp80,Lrp6CDp81,Lrp6CDp82,Lrp6CDp83,Lrp6CDp84,Lrp6CDp85,Lrp6CDp86,Lrp6CDp87,Lrp6CDp88,Lrp6CDp89,Lrp6CDp90,Lrp6CDp91,Lrp6CDp92,Lrp6CDp93,Lrp6CDp94,Lrp6CDp95,Lrp6CDp96,Lrp6CDp97,Lrp6CDp98,Lrp6CDp99,Lrp6CDp100,Lrp6CDp101,Lrp6CDp102,Lrp6CDp103,Lrp6CDp104,Lrp6CDp105,Lrp6CDp106,Lrp6CDp107,Lrp6CDp108,Lrp6CDp109,Lrp6CDp110,Lrp6CDp111,Lrp6CDp112,Lrp6CDp113,Lrp6CDp114,Lrp6CDp115,Lrp6CDp116,Lrp6CDp117,Lrp6CDp118,Lrp6CDp119,Lrp6CDp120,Lrp6CDp121,Lrp6CDp122,Lrp6CDp123,Lrp6CDp124,Lrp6CDp125,Lrp6CDp126,Lrp6CDp127,Lrp6CDp128,Lrp6CDp129,Lrp6CDp130,Lrp6CDp131,Lrp6CDp132,Lrp6CDp133,Lrp6CDp134,Lrp6CDp135,Lrp6CDp136,Lrp6CDp137,Lrp6CDp138,Lrp6CDp139,Lrp6CDp140,Lrp6CDp141,Lrp6CDp142,Lrp6CDp143,Lrp6CDp144,Lrp6CDp145,Lrp6CDp146,Lrp6CDp147,Lrp6CDp148,Lrp6CDp149,Lrp6CDp150,Lrp6CDp151,Lrp6CDp152,Lrp6CDp153
emb_201_6,cd_exp1,pos,sample,10ppm,N wt/wt,2908.988152,513468.2716,67963.71797,12509.75789,39955.01329,849628.841,4976225.117,37668.0679,156944.0072,19816.48689,18862831.61,1310511.969,269274.9736,226409.6821,346388.2959,325060.3652,20757817.83,24273.81032,6442705.05,12895958.1,4015339.369,88379.09735,3607299.363,15291819.66,59446.66749,529983.2955,20139337.52,6365653.794,4596769.5,995737.6531,312812.447,833179.381,720225.6315,1869442.099,219907.4485,7143.486515,192529.8519,235887.1601,8890.987455,19722.812,166847.0753,83346.86493,7724978.97,1573891.02,8229263.449,2559915.762,113237.9296,,5464.954309,438090.8422,14052.80961,28496.21446,157977.0642,6544503.963,4899659.572,13609.73133,29879.86517,50916.90191,1205.087521,5905.67558,2373095.937,25626.51182,61679.41494,2462606.55,1546.497172,17939675.65,19293.08407,1373776.779,855364.6913,96667.55502,39621.37734,5592.339751,1380743.334,62081.95696,54881.30309,2361419.88,26770.52474,175758.2549,48226.46708,19596.34102,163857.6698,69453.5411,6467109.624,45274.11262,176025.7096,98225.21915,249795.1012,75707.20991,64107.91166,59775.73689,7840.856556,241895.5965,597663.4533,120004.2972,52037.6644,1396866.536,111242.7013,149529.9094,19079.82288,112313.2738,2428.221811,13955.26141,93061.75957,286826.9064,583898.5051,80052.62923,18079.99914,5108.829427,15264.77345,5944.194995,75355.83172,66326.71331,29912.60239,45994.27049,109190.1933,12417.64356,10526.20231,88070.48826,242848.9304,7761.956573,151110.2043,416464.4822,9738.316113,7447.137132,29056.21132,71667.74817,3733.193296,8619.583262,56944.45019,842428.2929,107016.6125,208156.4427,457925.8227,759.6959983,1241321.905,29727.28263,20040.36392,202774.9105,7906.40079,232559.5435,115305.0819,141804.9756,199341.6972,5376.303273,15738.4141,51630.10921,1623.815853,18817876.78,603266.8409,150382.687,15809864.02,56866.5498,6562604.744
emb_317_7,cd_exp1,pos,sample,10ppm,N wt/wt,9386.54799,826574.4651,56299.69227,1969.888357,39898.46912,710535.4379,3794550.727,48096.93628,128708.1944,29986.83525,25841402.6,844956.2539,244656.0392,145990.3013,802052.196,192584.788,17360192.02,67832.6524,4378947.242,7140042.187,4097029.788,110136.0996,476517.0922,13301935.28,45664.66238,383559.7407,16796281.23,4149657.146,3179037.005,866177.3452,426610.3153,940729.6603,448718.3452,2943344.575,1172320.176,9253.526133,195609.3877,247139.3767,16475.88631,22331.30103,98329.82913,91152.61826,5690284.224,1155061.456,7656372.817,1679569.114,76276.20334,195100.7584,5669.528526,380357.455,18122.09937,288878.2169,97413.71636,5053512.636,2060854.365,6072.212564,27647.5744,34830.53356,770.9296434,3238.022769,1783500.513,27302.89342,56398.74077,1034106.067,8956.763793,3161148.195,18932.10865,760995.2345,648099.0161,83136.79617,20840.03618,871.3417754,496105.0765,17356.84251,174211.9067,548103.1138,23000.37616,194899.1353,233840.6929,21675.64237,159790.304,22240.96186,3973453.432,28497.25499,205934.9289,52182.48911,298102.2394,60954.96652,44897.91507,46490.12413,15049.7975,244187.3782,276267.5842,52047.87288,44112.06068,406590.322,86764.2336,113581.025,9909.727394,49748.38684,1396.751897,25834.72037,102648.6023,246891.1933,560136.3453,64470.57785,16042.40446,9523.312206,22297.07629,15645.40371,54248.79079,49085.22988,29713.44894,171031.4013,71146.29667,5805.501596,8440.646753,39541.15069,107001.5031,13858.43821,140398.7932,99657.46454,11377.07805,4207.981127,16487.59926,74957.17219,3361.515951,4153.941852,46808.31247,677505.4944,114863.6068,123365.0891,297367.8903,2715.942758,1294362.203,21409.927,27763.37111,47883.43032,3943.019488,175404.952,101980.9632,155473.6146,187576.0358,132.7605085,12334.32253,73059.63335,1293.900239,20646272.34,740205.1819,178396.7487,16995370.21,50511.5102,8853052.847
emb_327_2,cd_exp1,pos,sample,10ppm,N wt/wt,10630.21069,925250.557,47612.8677,14011.24354,83427.13353,858571.4933,5363373.626,43522.75295,437233.4289,27278.81698,17595864.08,1527431.728,281234.5703,227351.3365,650702.1308,223753.3412,20878654.71,48858.86,6063480.038,9795166.198,4224293.319,587133.8766,2896652.018,16711258.96,128797.397,527968.5428,21455593.09,6189083.077,4888675.033,1169670.596,471562.5036,1169798.423,617928.1594,807430.1017,891733.0193,5997.607387,448627.069,343327.2588,9826.489651,24675.6853,151747.3363,109179.5976,10145402.71,1733998.005,10814448.18,2818018.244,126067.1286,5237.124534,4824.19284,618791.0368,22152.26349,113343.3485,169148.3365,6245369.236,5150402.064,10494.29696,33447.50924,49783.12359,3096.40252,6507.876176,4475413.82,67964.8684,166054.1074,2650812.039,925.7315667,14157521.09,26464.96606,1174707.753,741691.6257,83359.59008,66825.08374,3204.247751,1463923.492,62105.17688,125055.1012,2038779.936,68632.03162,188899.69,91555.18134,25333.90429,91688.08176,80630.16659,5877694.359,33183.73394,177616.9507,78157.19663,202608.0996,75717.32554,56972.46162,53988.13512,43149.49332,238597.5254,777451.924,106638.8481,45441.32072,662298.3731,61553.42038,137976.6246,17421.17559,99795.07538,7205.875753,19077.40773,101804.8172,248271.0416,563921.5266,62238.15847,16787.75581,6578.923464,8898.466505,5811.778037,60265.76064,70251.0377,18083.04466,75136.85121,37532.91754,23266.85429,5971.033525,21379.21072,75693.55343,17181.85439,213512.2505,98838.66736,16290.10482,5928.224954,19445.24915,77899.36779,20015.24225,31028.12187,47173.60978,806559.4717,235370.6481,162415.8865,338650.9754,11713.79799,1594844.011,22018.07087,36467.99919,145113.1818,5906.361019,295804.9372,150614.3491,251780.8559,269375.5877,6948.619267,27813.71965,63141.82947,5756.506091,21925300.9,699898.6765,171589.1986,16445791.45,55603.98685,8723068.311
emb_315_4,cd_exp1,pos,sample,10ppm,N wt/wt,13448.36478,1064728.741,60455.34102,2401.855709,39537.11624,808080.8128,4545403.551,48900.39187,229557.4156,21993.12091,12285661.54,1641161.693,269510.092,175745.8437,831781.3426,175160.304,20093273.06,69498.56038,4210447.885,8596754.751,3266225.201,1473317.028,497554.4055,14199716.33,72839.47617,436588.3547,19735430.02,4226306.161,3716676.03,1039923.086,904461.3314,1536767.712,759302.1915,748618.9689,2656946.249,5238.682344,262035.0016,294666.5153,19682.76563,21116.90006,113178.2391,125434.6998,5341583.881,1326643.222,9302876.468,1924305.995,87430.84026,200043.2014,2552.77755,513404.8574,34477.28566,470347.9466,142910.2498,5980685.851,3596886.972,9359.27932,39049.06156,36092.5791,3731.536645,2886.120807,3146790.207,154329.6024,76844.31863,2071551.981,15882.95443,1680121.52,10088.87021,1534809.409,746975.6482,53749.17658,64526.88199,5369.952797,803012.4025,48635.7181,233753.3526,1902642.994,39438.30733,159762.6512,253701.4119,18462.75212,97389.23624,46234.93598,5312007.22,29620.50958,122010.1423,97161.2963,178590.6259,73528.39005,68463.84739,53521.91927,39713.78425,277540.8832,403433.7963,127857.7644,89460.53651,504444.6706,96775.4794,240547.4189,18410.30291,93622.60364,5609.85958,21678.95709,117244.0286,252481.6893,625693.6328,87977.13164,15767.3282,3797.741827,18173.02222,2378.012724,36140.80399,84770.51235,25701.235,519062.0909,78345.44747,22033.62202,6943.086483,26884.40151,107715.8549,8243.352818,192110.3897,854440.8026,15868.6702,6766.765732,19427.8496,70009.49773,21797.79877,24766.87453,54880.02927,743308.9786,225245.6226,149167.4156,324594.8468,14097.93121,1480754.306,21496.5834,31003.80233,102161.2574,4393.844659,215286.5967,121929.538,190244.8034,206615.066,3258.311859,19612.73616,71938.7232,5884.817067,21034265.7,565468.6992,157715.1937,13152220.22,50201.67881,8781691.978
emb_389_1,cd_exp1,pos,sample,10ppm,N wt/wt,16495.14764,1818998.359,89310.28054,4759.74408,53694.52743,875231.1177,6873264.62,42863.62533,245136.9508,39803.23255,26472910.02,1231079.799,473184.5062,404515.9406,1048498.037,260327.1402,25427075.54,159338.3894,7269218.596,12645286.13,5624896.985,56604.10882,857673.1739,17911188.62,212205.9504,1149095.83,20916553.14,6947489.435,6184977.736,1795865.721,773595.238,2533965.461,1035657.514,5463852.599,8912.318677,8100.11642,157130.6951,542264.5246,17733.9324,18127.97726,279913.5703,117227.5983,3339578.419,2865413.11,19824282.99,3176276.299,144094.3113,340924.4082,6388.011196,750101.6927,58485.05881,393284.2982,365702.5541,11645320.86,5781830.125,9434.582653,43229.0843,45275.15439,3673.99142,10904.93381,3865828.973,37373.67338,93083.82784,3584247.344,14627.85464,8881861.604,42201.31898,5209492.078,1021898.146,102956.02,218364.7038,9426.713613,1964205.2,58936.42273,185110.619,2023941.485,127073.3214,566014.9148,579415.3267,72664.39176,130905.7089,126086.8502,6539212.996,36329.92495,279641.6263,158806.5875,462068.64,79268.66822,47430.21625,118946.813,77152.69509,205244.1459,1301717.114,69907.96734,56816.40322,756321.7967,46203.65596,182087.9899,31057.21976,148855.3375,13924.70474,27433.48274,102387.2243,340303.699,532567.714,66224.63573,21901.93346,10596.84537,29421.83472,7069.783182,113194.3601,127313.1726,36478.20205,244135.5238,86574.8478,53676.02752,14253.21642,51187.99738,120922.5053,15601.69288,376897.9058,192790.0562,34653.57494,5094.713397,22539.05986,84329.14664,83657.94946,69009.09148,52388.01899,777220.8859,578957.0258,162829.111,319256.2007,46793.58042,1676573.762,18520.46845,69267.44684,227370.1986,3146.249206,437068.8848,275536.2779,442229.9348,431201.5707,6734.03458,20180.85745,42449.20242,23223.8699,23641186.4,704676.5334,160483.3904,16146895.55,54386.45423,7892397.811
emb_315_1,cd_exp1,pos,sample,10ppm,A cd/cd,143.5210844,493144.104,35891.91311,5169.034486,34138.39757,556453.0042,3863150.653,45061.38714,275351.9003,20038.22365,15556852.82,668355.2446,193840.706,183249.1736,29947.00994,264934.0557,16816606.78,15855.67592,4152613.17,4706690.652,2495039.634,128227.6193,1312814.271,11914411.7,,407745.6944,14133689.51,4623938.588,3567973.308,670147.2699,187954.1857,1546947.188,541989.8437,1360962.436,520190.1842,2158.77267,234533.0717,139208.609,12941.47264,18115.98559,98057.18983,64065.02806,1129557.874,654752.6167,9332132.399,1770470.977,80500.8711,261.588792,2734.088496,297806.9552,2045.248493,9059.936374,121241.3481,3331204.421,3423514.597,9719.478434,10076.53004,34047.05574,1406.891418,1060.604103,618006.2334,28558.74843,55249.09363,1676007.978,223.0219595,23229269.8,17202.707,854576.4541,498291.9045,4396.246664,51809.22428,1711.077163,540054.6109,37200.99953,,945167.495,,191560.3353,1766.312666,21431.39208,71116.43833,35646.48829,2010327.543,22136.95288,73523.75817,53749.57405,70063.95977,1180.362647,25203.38306,37936.84342,17480.18583,27890.83984,305161.0833,70769.19152,2571.957492,679492.0024,4889.401813,37867.31657,10045.92194,46776.36195,822.6105712,13416.68791,32998.65731,119304.907,306177.737,1258.638854,6549.400993,3187.270245,2843.554394,,27371.44727,59021.66577,11483.40742,33407.81282,14327.81245,7635.910726,11817.02896,40323.09536,155143.227,5497.414776,85025.10845,253066.1309,4474.030175,6937.393048,18317.90799,73377.5348,5650.51785,6170.515776,36945.25752,574531.2603,92754.10254,102364.8261,244732.9045,1478.27518,1097682.689,19454.71927,5491.202,102516.5816,1544.427964,154356.0766,89714.08079,90878.19831,139207.7798,902.8280645,26653.51637,55892.42603,2795.154767,20860711.15,632495.7117,158924.4383,13691219.02,43915.59606,8630707.639
emb_315_6,cd_exp1,pos,sample,10ppm,A cd/cd,9973.370386,682982.3073,43401.49815,1889.241444,39529.6173,728780.138,4464602.16,42478.37378,334233.9771,21127.39167,16475775.98,1097546.012,219795.7551,197956.0758,1028930.854,240264.0393,16569691.93,69358.4971,5055486.4,9699100.644,3658530.559,138911.8723,622918.8566,14919915.84,74436.05619,488034.8136,18645250.45,5234215.388,4054800.742,973556.4242,398739.7664,1300864.916,566959.3084,2052308.568,857320.0784,7947.60251,275829.3325,255100.8728,13397.32013,23515.85716,133894.264,103045.7082,7713541.27,1426543.842,8726361.542,2351521.343,106584.0847,81375.57663,4948.990584,441371.9675,40635.8853,458703.8682,161500.0585,5489304.514,3944250.295,10648.68529,47814.63613,60348.21197,1253.79759,5008.636385,2613860.9,27474.90858,100653.0564,2084133.105,6879.090094,4637819.855,20609.98442,1474218.637,564459.9976,93107.03904,47650.37065,2886.163219,1099027.778,45799.08121,234263.8541,1616434.885,38738.02997,172299.7729,290904.087,19753.43496,106511.6562,58811.24873,4139801.948,33678.55505,134477.9302,94594.79489,203168.4763,61156.40866,58238.45142,53492.35519,36597.01762,242636.2428,404992.3169,101278.7342,63786.36199,692487.4608,66904.48752,191455.4743,15095.56296,79035.33611,5106.664061,15984.50763,104414.0706,203274.5113,596405.1611,78901.10343,11090.0842,7379.731008,12751.82539,5088.425028,56211.90718,62440.123,24662.1802,105187.5217,63171.61144,14568.49146,9990.592139,51188.46372,128507.4804,11496.76718,160790.3093,82254.30816,13251.99556,5308.735886,21858.77903,85728.31526,14259.09902,18837.61383,50172.39783,723231.8531,179496.6174,138223.4337,317300.9085,7967.361903,1373825.31,20028.55051,21571.68996,186331.2663,4364.279389,221870.7719,124573.9211,163649.7261,177304.609,3305.481407,23181.42978,66517.69759,3031.441874,21407106,616607.7981,158272.9532,15506740.42,39750.6224,7893885.456
emb_372_2,cd_exp1,pos,sample,10ppm,A cd/cd,3174.171827,1116031.842,72402.37749,13576.39543,72968.47229,908018.3952,6064295.917,52448.74689,451685.0431,30703.02909,18478263.65,1790374.608,396997.1401,199107.8148,182578.4642,276118.6293,23362785.56,81677.73516,6997267.835,10724888.49,4849753.726,277280.4522,2944697.435,17942769.48,36537.71184,748058.6179,21961928.26,6453190.852,5531592.042,1451818.387,672765.5947,2049572.482,621245.8177,2495516.098,1256882.292,13279.85554,581410.4497,270572.8852,18366.09679,26238.85343,235786.553,113378.5571,15059297.21,2077312.325,11694702.15,3252457.73,152248.2579,2353.576802,7666.281563,682103.7631,17708.38014,48282.97439,284981.5588,8814447.82,5114989.281,10754.56527,28458.9562,61919.60103,4588.409772,10667.49001,4942096.9,51507.24201,82910.67109,2771342.364,1093.39998,21576805.49,42375.15056,1855915.834,739465.94,81640.49392,102250.1143,4574.438816,1183601.728,48984.33946,26571.01308,2442627.249,8171.691654,187802.9992,52181.86779,23150.27972,86535.68137,60176.44938,9307279.49,36362.33811,139404.9084,98263.57777,253383.2317,66176.965,48074.46981,67822.69179,83101.4983,228794.0515,906497.3133,138458.0193,83391.9572,951527.6722,36530.89942,268998.5369,28707.20616,132010.1408,5551.204827,16874.45635,116335.8307,420418.3021,612146.2604,71258.54867,23428.79165,11796.97931,24338.95585,8990.501956,73241.28697,93520.06344,30568.36352,104751.7597,89571.01432,29648.62027,5152.925778,29956.4257,130028.5509,26585.15449,286203.321,197032.5626,20998.23901,5998.776783,22174.38916,103685.4584,27550.93608,34739.56207,52252.62809,840032.2962,303605.5514,148570.5414,336005.0163,19014.44491,1692031.203,22309.31354,50035.48757,219462.6075,11784.90766,435366.2136,239684.1257,371626.7596,429983.5288,3991.852533,20418.60611,60897.48722,10266.30401,22293615.79,673196.1961,188570.3623,15827183.28,69698.67735,8368484.14
emb_376_5,cd_exp1,pos,sample,10ppm,A cd/cd,5783.288591,1052858.717,80238.68327,8762.900739,87718.95777,757690.957,4901537.474,55187.48109,409544.4272,21727.65662,17860347.69,1564830.509,267978.2929,177390.238,436962.3039,211130.2743,19650107.96,46067.40532,5318671.872,10011888.59,3805068.071,74400.99759,1540946.046,15294637.65,59249.11719,425879.635,18587828.1,5120771.672,4455971.284,1376053.612,421941.7463,1026969.101,485328.6053,990174.3234,8242.960114,4806.43948,181295.0119,345694.7156,17677.60909,23765.83762,157984.9495,101760.8784,12508267.99,1786635.909,12834652.04,2395031.691,109493.1056,219.2396315,8145.467466,524331.4707,14973.38308,79448.83363,170465.5664,5972503.331,4211783.185,8820.696505,24362.68006,97859.00263,2809.767059,11058.15497,3762561.432,34844.14697,120751.929,2254296.111,641.4314646,13212481.39,24743.72766,1077765.505,584117.6337,64409.2549,76648.80661,4627.259997,1161148.508,60354.12998,104777.1434,2005058.709,37228.42998,129848.703,69913.70357,13061.54613,101089.9339,70012.48517,7502309.487,31037.05127,479029.8443,114116.0429,105725.0172,61199.17914,54538.63513,72336.87926,45712.93623,237481.1619,790515.2981,119605.1101,55203.7897,556376.1922,67019.38983,173299.9289,19518.74782,120414.9222,14129.47488,16003.81005,120106.2425,189712.4801,633278.6394,86332.96359,14846.12728,18846.85388,18855.4489,4535.923217,51159.80644,81452.10259,21152.93686,92040.8587,69346.82178,27446.54389,8258.897457,26582.36455,96115.55164,9784.260858,274822.1102,298702.5471,21907.98466,7126.825073,26032.83447,99736.60907,33110.58742,43322.15949,76001.9149,1198463.669,326053.5216,262956.2885,533867.0058,21139.87887,2165228.291,32549.87711,56523.5001,202628.4626,9861.931961,344402.7459,168841.0476,282301.1904,340325.6846,10804.1386,29332.46241,71591.74296,8839.163904,21661383.2,720228.5714,158381.1234,16791715.8,49189.11236,8915229.146
emb_214_1,cd_exp1,pos,sample,10ppm,A cd/cd,6470.992421,837152.3147,69579.15403,8459.894313,41759.71275,598842.6345,3847550.059,43272.30016,281730.9761,19119.18823,10609428.3,961110.7121,284704.7058,91481.14066,397185.7272,177312.0113,16341212.88,32280.34727,3961587.738,7930420.052,2410484.8,216676.8097,1322862.401,12147557.05,30890.42944,363353.3413,14513863.25,3466794.227,2822304.755,941544.4168,282884.6951,1312579.805,406326.3978,906583.5473,341984.8675,4316.038812,466759.43,227412.8805,20830.6428,21342.21097,96110.90458,86216.36966,8028322.197,787288.8628,9291158.425,1675966.863,69604.00668,675.4908207,4268.078035,333830.2468,14327.98389,109792.74,167437.4019,3808304.306,2915646.832,7499.30558,14554.4632,42073.60966,2082.211598,5695.246124,1336948.481,31142.69839,66885.34072,1637637.964,979.9037701,9252476.249,15874.2642,893584.1959,429356.8931,60905.57972,55899.88495,259.4651193,830105.6964,21526.04925,98618.23695,1386868.816,11462.73794,75318.54201,78799.57423,6753.68229,62462.10453,43794.04127,5909835.851,20638.52961,131646.3417,35977.12316,179448.7259,78899.8901,45729.96264,25325.32675,51023.90447,257340.7411,549926.6683,66950.04839,56463.09917,430000.4094,79395.93106,174575.223,21328.46573,114618.2799,4361.146173,16989.46322,134998.1522,293141.9411,698004.3324,81664.7004,17623.42348,13610.17429,8800.185183,4591.632143,53325.22452,74718.5342,10906.71308,68946.52265,28473.32924,18218.896,6643.319984,20958.32355,65736.34362,12110.63383,173790.6983,220033.6893,12904.3685,6494.644492,16092.36043,67276.306,17428.06058,18197.62223,31455.46725,564352.9002,176706.2773,105240.7629,262044.4848,10962.47645,1358693.985,19259.46409,16309.5325,83875.14047,5345.216455,259175.609,138935.7805,225105.7658,230447.9942,1514.281535,21673.07938,85264.53947,5334.744153,18800391.87,721055.1664,164588.0131,15045990.39,37472.93386,8430751.421
QC1,cd_exp1,pos,QC,QC,QC,13834.64481,689086.9257,102479.082,1214.80112,202305.3778,934660.3805,5883229.969,68944.97186,456041.2014,49375.07174,37091563.59,2443538.984,593198.3505,337876.7542,1805734.601,418997.824,29307382.76,119104.3172,9471398.443,13167980.3,5074774.679,279350.5884,488076.2005,21093035.21,170838.0214,835679.5896,24783977.27,7647051.744,7263112.394,2522102.85,713842.1685,1670235.088,1033913.198,3777254.016,4441419.431,53261.47212,222193.8351,627049.7879,23194.44176,31783.24826,249179.8452,100374.1072,20530088.93,3129145.945,15241921.74,3490772.634,148718.9793,181022.287,9853.922089,1164382.903,62664.68999,609902.2229,297213.5374,16310399.42,7380342.381,8086.501767,75559.18212,86562.82412,6781.621992,20552.73629,8465067.679,40502.06245,172146.7315,4285724.997,23929.90808,3934517.993,59499.31347,3367864.215,1238331.72,250799.4669,108076.1309,12021.98964,1126348.663,43981.644,343497.0488,3700288.319,87443.72943,445588.2067,794884.8376,61293.23542,293979.8627,44562.41512,12066795.18,105564.7833,2361277.739,211747.2444,445082.5651,126242.7906,71169.86464,172785.588,75259.90179,218602.905,797495.526,121542.5942,19299.1051,467511.0493,99655.84752,66025.20707,48402.91769,224938.8391,7556.132806,27734.60723,59499.39474,609008.2078,358003.4918,46431.03648,45989.44004,8569.313579,64672.44329,38809.54586,114137.6694,166123.5235,52420.58167,1290776.88,144380.0147,14616.6155,17583.41256,78196.38918,187043.6746,25798.55802,211676.3423,146812.6998,7692.820671,3545.764476,25801.18276,103393.1674,4263.488568,7873.709139,103009.9195,1830976.378,121347.9303,531278.2922,777452.7338,117.1485258,2384504.128,34037.53252,62431.44758,228297.7268,14501.37963,532522.9877,340974.2815,637417.1479,892831.3129,2403.083692,8002.082079,54745.96523,11917.90859,18766481.72,631491.5686,163133.7552,15149749.79,34206.21765,6886823.186
QC2,cd_exp1,pos,QC,QC,QC,7675.515374,479771.061,65615.97308,1310.280441,178862.2514,744970.1895,4521892.202,45596.62849,410737.1761,28374.18683,28100355.35,1474996.522,344615.0883,261689.7683,1084961.82,317332.1433,20642073.83,65854.06323,5927612.233,7628441.15,3605615.825,176818.8659,474060.84,14771528.71,111095.8011,494284.6136,19921964.62,6372703.292,4048231.537,1507695.074,533128.1896,957733.5028,1089797.261,3398727.547,2142465.227,30464.886,257535.3032,292801.0405,12356.12418,23329.35946,162386.896,96753.7919,13484596.35,2542767.651,9506482.375,2787010.495,133395.5833,49554.55341,4231.652822,641558.7195,22765.27682,349895.4501,181522.4893,8592193.181,5572642.187,10324.8875,43632.98515,62300.57996,2299.186216,9486.443861,6473987.224,15501.95058,90791.85848,2977882.642,6972.109721,6063722.275,31848.49086,1876136.102,1010535.001,188531.191,49426.20735,4670.894008,867711.3722,41401.58323,215439.9467,2158294.426,60878.64265,327029.7602,398492.5934,42748.97809,191412.5689,58909.13839,6166524.254,73155.33164,1477888.971,156145.151,173166.9272,131929.2974,66181.40906,103496.264,33969.02039,199789.3612,586641.3612,181600.205,20274.29983,207492.3365,87225.75987,46176.93803,20697.24062,105955.6678,1838.504181,12309.05975,72116.66701,260465.4851,470265.6762,58139.34562,18692.95615,14085.53554,63534.5742,14613.53089,73219.62619,83330.67936,62644.98301,192184.6538,165963.9283,5076.841396,15992.3091,98248.39932,245730.7789,10688.43652,89461.28823,197771.0052,853.1974709,3062.437892,33517.73478,110046.2732,848.5567064,1297.535557,120110.9232,2061265.692,60007.52508,626549.4559,939598.1985,,2847139.005,43271.31931,20827.09321,193756.4469,4830.619765,278560.6007,135744.9455,252662.8734,345812.453,286.8918139,20361.37579,97209.58033,3916.976617,21034915.51,712859.4121,167027.035,16996949.67,34672.26351,7784320.406
QC3,cd_exp1,pos,QC,QC,QC,12651.32897,792358.4425,74933.58073,1734.674621,76248.30746,779246.9153,5377991.174,41635.81525,424863.1104,26523.03748,27891095.67,1642934.39,355775.5296,276389.9589,1279884.09,320239.1968,20874941.27,53763.29848,6245135.047,8092162.209,3748291.856,167538.4578,502987.4011,16086862.92,140345.8124,550290.1069,19311718.63,7668731.992,4545752.789,1471459.949,531208.6163,1250258.352,1020345.395,3512203.598,1880236.001,29118.60243,327492.8341,276034.5654,13581.61186,26999.38803,154687.5175,102017.2561,13756432.39,2079148.785,11342050.68,2987170.997,131803.192,34567.72109,4150.955685,590217.4071,22482.11184,330173.4707,175990.1051,7954921.16,5349208.715,11494.96139,33937.29779,65848.565,1595.110636,8931.222961,5663713.884,19071.7006,103216.698,2736753.362,4246.948212,6419527.34,29555.93108,1643560.141,845951.2907,161169.9121,43305.55268,5134.854703,1146372.735,39185.43408,247902.3052,1930126.865,74060.29337,350523.5298,446719.5999,40417.89534,162736.9541,66540.92034,5245291.288,62497.17437,1285553.34,141993.0792,171268.5486,123894.9822,76364.19875,89537.55445,30588.81455,197557.6469,613678.1926,214482.7632,11381.12909,226447.4789,95228.09379,42431.99602,17360.69613,88517.77118,965.359382,10141.92842,74512.40159,215423.9317,537269.3582,68682.99177,14307.50512,15262.36777,56108.64549,13654.34935,62887.09566,71123.05741,61797.52844,118174.0732,168296.9076,4255.130856,17977.30781,85574.43789,224446.3217,9022.833815,76936.43386,225594.8439,1238.32435,3446.325146,30543.91986,124849.1094,734.2682018,968.8273762,120648.7108,1913270.438,67023.6122,604947.6955,925624.1101,125.4919988,3019827.054,38314.83961,19216.47539,148174.1426,4285.526231,238137.3027,126066.5757,189375.2452,272528.6364,322.1981122,22859.32966,76793.86788,1600.093178,23990007.32,808394.2176,226520.7066,19114510.36,50040.98719,8721430.509
