Samples,VPA,FA,VPA_FApC10,VPA_FApC100,VPA_FApC102,VPA_FApC103,VPA_FApC105,VPA_FApC108,VPA_FApC109,VPA_FApC11,VPA_FApC110,VPA_FApC112,VPA_FApC114,VPA_FApC117,VPA_FApC118,VPA_FApC119,VPA_FApC12,VPA_FApC120,VPA_FApC121,VPA_FApC123,VPA_FApC124,VPA_FApC125,VPA_FApC126,VPA_FApC127,VPA_FApC129,VPA_FApC13,VPA_FApC131,VPA_FApC132,VPA_FApC134,VPA_FApC135,VPA_FApC136,VPA_FApC137,VPA_FApC138,VPA_FApC139,VPA_FApC14,VPA_FApC140,VPA_FApC141,VPA_FApC144,VPA_FApC147,VPA_FApC149,VPA_FApC150,VPA_FApC151,VPA_FApC152,VPA_FApC153,VPA_FApC154,VPA_FApC155,VPA_FApC156,VPA_FApC157,VPA_FApC158,VPA_FApC159,VPA_FApC16,VPA_FApC162,VPA_FApC163,VPA_FApC164,VPA_FApC165,VPA_FApC166,VPA_FApC167,VPA_FApC168,VPA_FApC17,VPA_FApC2,VPA_FApC21,VPA_FApC22,VPA_FApC23,VPA_FApC24,VPA_FApC25,VPA_FApC28,VPA_FApC29,VPA_FApC3,VPA_FApC33,VPA_FApC34,VPA_FApC35,VPA_FApC36,VPA_FApC37,VPA_FApC4,VPA_FApC40,VPA_FApC41,VPA_FApC43,VPA_FApC45,VPA_FApC47,VPA_FApC5,VPA_FApC50,VPA_FApC51,VPA_FApC52,VPA_FApC54,VPA_FApC55,VPA_FApC56,VPA_FApC57,VPA_FApC60,VPA_FApC61,VPA_FApC62,VPA_FApC63,VPA_FApC65,VPA_FApC66,VPA_FApC67,VPA_FApC68,VPA_FApC69,VPA_FApC70,VPA_FApC71,VPA_FApC73,VPA_FApC74,VPA_FApC75,VPA_FApC76,VPA_FApC77,VPA_FApC78,VPA_FApC79,VPA_FApC8,VPA_FApC81,VPA_FApC82,VPA_FApC83,VPA_FApC84,VPA_FApC85,VPA_FApC86,VPA_FApC87,VPA_FApC88,VPA_FApC89,VPA_FApC9,VPA_FApC90,VPA_FApC93,VPA_FApC95,VPA_FApC97,VPA_FApC98,VPA_FApC99
T1_P1_C1,cntrl,cntrl,0.1899160973492299,0.19979890450988513,0.3981308546221268,0.38050402258781496,0.19619795262921333,0.4386965730790583,0.05995199525306116,0.14165318737128563,0.021795109264064277,-0.30166830578183884,0.1606772439536993,0.46824006245297267,0.3115572130820014,0.730704721282009,0.14072912228565637,0.37472049143256,0.47119992475182687,0.38336469091803616,0.2450990530190641,0.044308358303856904,-0.20016982615991447,0.1309889594764732,0.3577031352197003,0.1289377612546197,-0.3574797551277222,0.277628133113346,0.3122704475045688,-0.15558913281798487,0.014159841484101163,0.3415653694127396,0.013497132171754828,0.011785871827132272,0.4858109124025374,0.284080430953836,-0.0395864876007909,0.011199304324592008,0.07041421090962444,0.033157718640887006,-0.1782404932214503,-0.23140986549745887,0.2571686644279155,0.01787531010649404,0.12571858107379885,0.05723849942270909,0.06254638782683433,-0.06959746321888274,0.014166513444966203,0.14600015468177385,-0.24356620181997005,0.24102150367981773,0.11017814260304781,0.1735032624847677,0.01290820000766796,0.02246684937297561,0.10909967377448782,0.3309002800813257,1.1298691119999174,-0.04938057702389943,-0.0016819533968565094,0.3395179766588678,0.41750241429590973,0.15463780418287593,0.08971036559392787,0.07427608805564782,0.13765080657525458,0.03315151636370304,0.22938824502917166,-0.1064640099436208,0.2335714194579178,0.4779796711377428,0.30312805195479264,0.11206683917703754,0.10874279807912035,0.19749784451231361,0.06240497607606826,-0.06841984165505649,0.6212160456070893,0.35379865024678403,0.13409403537576325,0.05646171812989245,0.3494946653774654,0.13313218682923217,0.6460106901573667,0.037461345661847334,0.10030596007434776,0.06495751301121748,0.31935681312037206,-0.2717739873860486,1.3109696631003458,0.3020014471703187,0.09709295041661178,0.04105709692082146,0.6742237501998256,0.10665815531642796,-0.08586426366810292,-0.028575894199447283,0.16593466804500598,-0.02107831679112285,-0.24716617375277758,0.24008728355465153,0.007254903293640778,-0.04801530695688325,0.329228851055862,0.13504179262965094,0.1379870524434992,-0.2694588656105281,0.1494905593370813,0.34385445833181816,-0.002528264231432091,0.49199719843759154,0.09181399869479237,0.09831879044138156,0.26220437818094783,0.13407085716363437,-0.34198309606636673,0.46787935329477803,0.12898296532703382,1.4018503985976758,-0.15035397579121404,0.28442666793504345
T1_P1_C2,cntrl,cntrl,0.07579590824288485,-0.0633182652673625,0.3738753882086484,0.41140504556866775,-0.023080149775748966,0.4454297252592214,0.05473256235696815,0.07523817114124308,-0.14436840692658504,-0.44448640387867405,-0.05219959475451391,0.2975614227460103,0.3558303297940151,0.5953847022946978,0.07377354180162293,0.07679187565304949,0.3081140615197713,0.30770366928444914,0.31382896199400506,-0.0581227024765772,-0.13775960299249712,0.032211513337763266,0.033139813624177325,0.02330039486477127,-0.007960374293224472,0.01294115522992189,0.013830212813280937,-0.5873824709771561,-0.20202781954365934,-0.09737305064544705,-0.31887251739879713,-0.2259288426735897,0.516344771762158,-0.04446106616892746,-0.08617720051203062,-0.3085865821778475,-0.25176923495871534,-0.28868430818371177,-0.4298684309110075,-0.2920614205389991,-0.6569300899133093,-1.6328367163260704,0.012976980499381573,-0.11888306955203677,-0.053144537932773885,0.025163569166973893,-0.038254190279434656,0.09263318066735596,-0.3280983581781892,-0.5646192966025451,-0.0020047181594537965,-0.13556486293700082,-0.05413763307333093,-0.08488194874429011,0.034116985915999945,0.1851089633312295,-0.04383475635380982,-0.09106111218530141,-0.12480783767117422,-0.01642694202177642,-0.26825010562409196,0.01383005414446197,-0.155717907341849,-0.07495056632442171,0.06370651453225819,-0.039151298802718525,0.15485922576901473,-0.35838748876463383,0.07489328730758013,0.42089422570876145,0.28533479695356057,0.0317864205125562,0.039754277269670575,-0.03856362170753851,-0.1299692317241788,-0.04545624358495119,0.42704696711067425,0.10675231868163844,-0.2136782756196296,-0.07936804084915562,0.2298149493382223,-0.11064909503176806,0.5246772036243785,-0.03292663408751133,0.04524701404139399,-0.1199844504414451,0.4838031994442041,-0.25716562232876544,-0.6468472865153447,0.36319884401224445,-0.07428203696403729,-0.04157218845399431,0.5919148975632001,-0.10966349645028213,0.051066415383344575,-0.039502974596565786,-0.16551456316641575,-0.06330612735405511,-0.1318658284785749,0.09202375639070477,-0.10936164877899165,-0.16952208678357994,-0.057830704334822125,2.2942019433231514e-4,-0.1854538270650437,-0.043168496133958574,-0.0034514998461913533,0.40954238459807657,-0.15656027397241032,-0.3044567076915653,0.0898814691957851,0.0071356754924448255,0.15499712009054775,9.900218864679032e-4,-1.2042327682456135,0.5274953901109483,-0.04288119081215859,1.2357963493545712,-0.09191566724368473,0.22977410435401668
T1_P1_FA1,cntrl,fa,0.08128522665855928,0.02320343414022483,0.5499289437502908,0.4071606937884258,0.14426243232777525,0.4077371857957508,-0.08486858857703951,-0.2893460702500331,-0.12199906477370615,-0.36281296315417466,0.00437683994916126,0.36731893152930467,0.37997095914331513,0.5474674860919065,0.0674512291882048,0.16698774682659134,0.4894327314558159,0.28061545018864265,0.10720644449853217,0.17905481922818164,-0.3676053776656923,0.05712523527778605,0.1606973013133761,-0.01037982460178434,0.09698511842898974,0.1953287120888594,0.15314247207206208,-0.2705040902575426,-0.11654795769760322,-0.09801364138084895,-0.16885331017213093,-0.21572522489043258,0.43873337027625203,-0.09960455414134559,-0.08041342477549086,-0.1384090430317391,-0.18882875836846447,-0.039948893119340724,-0.37396161928311356,0.29241807411640736,-0.21516401378882938,-1.4440786621911483,0.04177770538540705,0.02066847088380195,-0.06317879190455139,-0.010926574519692343,0.011882418022688288,0.16791165515330994,-0.4602044607181738,-0.08112310795204579,0.02768761517432931,-0.14390710401799683,-0.06133703640436465,-0.05744691017379614,0.018469774141383188,0.4983458081972995,0.7259435918153458,0.08743891424294119,-0.115517507473567,0.03216164653756476,-0.022019196281608963,0.04109735884152538,0.020901032206440757,-0.12575109843904014,0.05286657197297641,0.010009016073417027,0.11837302948604592,-0.23934238424990065,0.18080629526256206,0.4641520326641737,0.3228469305844288,0.050052066760902326,0.04620166752973764,0.013283223034666579,-0.10067654273840948,-0.11621146493424461,0.4913104370859037,0.15223380136206582,-0.22870218690922411,-0.1426290411385476,0.33502164586762184,-0.05035787840362075,0.5764857889642395,-0.08615041594106257,0.17863106923414485,-0.13116073743145315,0.6789092967227369,-0.33286887769615464,1.2816617312330676,0.5448686636971574,-0.028801681354597566,-0.049154327517778484,0.6356335259467558,0.006601936185557163,0.5242119312456232,-0.11450743616874032,-0.10796027457690446,0.06668019320243128,-0.23056331836496266,0.07297975215684849,-0.11355807573533806,-0.2509438804281749,0.39774545231142644,0.08758687554104118,-0.13248816514606693,-0.3044213147313259,0.0893656340459202,0.35156035641703826,-0.33491044477903925,-0.16053415513407213,0.16647195660461894,-0.06790043217080415,0.14851412669449518,0.08806984123577039,-0.869074272768545,0.4931477978490975,-0.1005395934788112,1.269147143416814,-0.13322149453668145,0.17521432826681385
T1_P1_V1,vpa,cntrl,-0.04582881974213988,0.31675559553100086,-0.5979761738513512,-0.03826712532002567,0.30537692535451844,-0.32558026115508754,0.06887311900155081,0.3442582606342203,0.1601098615995347,-1.0526334475407533,0.20417983603813286,-0.25844991913656634,-0.36016634602503955,-0.6292307025533717,0.07236433069214304,-0.020510300597338896,-0.36859963545999797,-0.31822324951774156,-1.251229974441892,-0.27725118754624045,-0.18091952080017998,0.10735340602957331,0.10296267601043987,-0.04927867756671704,0.5491536902327667,0.06461069420397139,0.060328952072427805,-0.30897256929131117,0.1741596607289002,1.0094074911619246,0.5320481939107006,0.4874410519052255,0.026535642433550624,0.10091422205634938,0.5728378529069876,0.4349282007902756,0.34871312161278983,-0.06595498657034982,0.02977170280411537,0.4810627587371939,0.9361466249518255,1.0771721144785653,0.34409718847301873,0.12154959891354582,0.13669034915743086,1.434021128083677,0.1926498771892073,-0.18613475250961323,0.3940230986734783,0.4886278057632365,0.04797581046429936,0.12653287459639104,0.14169887950396365,0.2705766618668874,-0.1404666905859466,0.031921529886848724,-0.1896572939660468,0.04279496134056645,0.2125082276318319,-0.20731988535772003,-1.121934415536243,0.13112400215152956,0.06734763717434389,0.12698205665181767,0.09786950372029245,0.06903686182704141,-0.0497361761213339,0.4498591425870355,-0.4082822526180571,-0.15939054153868007,0.11378861191394249,0.08722068842240645,0.07041965048042677,0.089008295682122,0.25482668366450373,0.08572523409015421,-0.5530583584102211,-0.03297833108695633,0.22957050937873247,0.2589443678652057,0.2025972430199963,0.3115862851217674,-0.12475702394097968,0.10548903248673774,0.1791376527619881,0.29076400147898807,0.0355108300314579,0.5284805743687851,-1.9612742861382735,-0.47058452464730255,0.13827534628642818,0.07817673877934406,-0.13784831593051208,0.32418959825050697,-0.042671171021378664,0.09286898435089644,0.06063202899040179,-0.007759642383233309,0.12077888686513605,0.0984536389571711,0.13991221026104023,0.12893902584308545,0.9158660345451595,0.07772316751786087,0.5223034471459712,0.3914162724252362,0.2531584491618007,-0.144993880645454,0.38319014771280946,-0.30394165877851,0.08720309234175946,-0.055197788945111154,0.14500946394877828,0.07824864485107241,1.0069334043019016,0.14763766626788286,0.29559734060548987,-0.6092142557247554,-0.13135198677280976,0.06390828343711744
T1_P1_V2,vpa,cntrl,-0.1611093824330427,0.26688764400643716,-0.43630790502062283,-0.2897815687821591,0.1826756524765721,-0.47407540465514686,-0.14312004952277563,0.25331142028118075,0.07962557576910137,-1.1162444848562296,0.0638704982545271,-0.4466146635676174,-0.3070170540461793,-0.6382869061578047,-0.09445647203402292,-0.12256071007041293,-0.4140592250952093,-0.558433206840734,-0.06677998751060882,-0.23423107164892096,-0.8455940748684366,-0.03401469649244624,-0.1368954495144862,-0.35751149385465164,0.021818020577994382,-0.09658749988574833,-0.07131232251940703,-0.6771782863645136,-0.027684334733664846,0.32896880643458987,0.15065045807363148,0.14647793312564433,-0.25151972182835947,-0.10613012601635749,0.1220079768317545,0.10856406697900484,0.10952909363481578,-0.28435447665386215,-0.10635632556869414,-0.20210662305235658,-0.33984194548468527,0.6845393768782713,-0.1655910685189672,0.02860508938099366,-0.09047021563256946,0.07891773493449476,-0.047722890785596925,-0.34263544345431585,0.14259565301641206,0.11243351476086187,-0.16749164751895695,-0.10216039467332333,-0.10105799639192108,-0.019902617744808324,-0.2520195731195101,0.27699856144835977,0.19581187924712468,-0.08551151805157368,-0.004826101132371886,-0.012834669828697097,-1.2544383588065808,-0.0946817469838689,-0.08945369916367947,-0.06684675264409548,-0.06578640878978077,-0.0909985040263552,-0.1712485983727566,0.27333601902993127,-0.25808127071029857,-0.31227341451041934,-0.13953592953536778,-0.05110484261790771,-0.056670519642970575,-0.12279366509331852,-0.02580272057389616,-0.012714690993837175,-0.6590797255181216,-0.13460991922224486,0.13492311096158663,0.0129727251424883,0.18658493285436473,0.0540388055894031,-0.23357379601784434,-0.0472473716654273,-0.13782834107207975,7.050854464477861e-4,-1.3207087091994805,0.36703190952716575,-0.425826843358563,-0.7694089220859435,0.050663855570823604,-0.027981152790965847,-0.2677793413602011,0.05224468906127238,-0.0788030495879623,0.0316332536934905,-0.11246990094548232,0.026102045602947124,-0.26833967318562163,-0.16028158040671595,-0.012877909215154897,-0.04394916140621102,0.0831175150216899,-0.09561546736493967,0.34467547964198464,0.06220585037776836,-0.10357057255044026,-0.29251639068946766,0.20699919221802032,0.11812483827444638,-0.2437616751833095,-0.29607827499074596,-0.26117216794016695,-0.09412963730764948,0.4734057403582959,-0.19065359462099774,0.003478992522348078,-1.1862422767283458,-0.24021736170514424,-0.28179384619331393
T1_P1_VFA1,vpa,fa,-0.04599649618189388,0.11306431399786918,-0.7128508124371538,-0.7499379565979443,-0.3395091701437356,-0.7892538444967938,0.15616008121383712,0.07366414209172156,0.20432048604033212,0.5216931183389172,0.2449501486863338,-0.6729478052694242,-0.685167845806199,-0.683338537857398,0.056424363008314625,-0.10292941759333303,-1.3770603112559312,-0.5051862528415989,-0.15030290476391203,-0.2705679047016447,0.1745581178381397,-0.04707467861957994,-0.5824249624548152,-0.2681729140836702,0.3000431771442894,-0.5589784728975786,-0.5896213787991301,0.3754965600622259,0.1357446768766314,0.8157590283249521,0.29373421425818497,0.27725101965533855,-0.6350362921285625,-0.08339322133110105,0.4784286811404757,0.38598161662794356,0.26951051275964727,0.28211420919074676,0.4506105411455932,0.15776164455982922,0.541996841670688,0.6490228233456714,0.11114728791516994,0.006889583345395715,0.1067117400431028,0.31949993049143144,0.07195092858633043,-0.1669626953340102,0.5628493564401138,0.39671800003511093,0.0972846535762274,0.29354616223183216,0.11124751413974229,0.16377435847055982,0.07799979751472885,0.12889151371489316,0.15309234518822684,0.06217329121444379,0.14318859745695695,-0.046243112862219264,0.1711156720385471,0.08078962007597978,0.12341800313826257,0.20382563399239148,0.04101858253465149,0.08541103300995166,0.1023209387094316,0.3158164821889984,-0.09318176173543269,-0.598985873883052,0.18389313687172038,0.0016993025595588677,0.05448104193985329,0.15342984846115928,0.13775595385085393,0.16343498601444917,-0.4249664847654185,0.011488245187205405,0.14824437019059605,0.16676365592133804,0.020944311660828517,0.24344769965164276,-0.461652902847792,0.15586766400116064,-0.010755259280668512,0.24780613982141608,0.03507545123847905,0.644566234104511,-0.11160393410237279,-0.07459354597647294,0.2066161157584931,0.12803249068928244,-0.44447010749465365,0.2613528888128831,0.5502101159417693,0.12755739176890235,0.34685410852677223,-0.12205491829211415,0.15512047666711712,0.03748723552544542,0.19845869153967355,0.2920675369399233,0.24507641243836156,0.03307874850146836,0.30808522760065365,-0.22786477131361005,0.07356249917634664,-0.4060787170917825,0.2267634816847997,-0.05271473477046432,0.22314183466127385,-0.171307434379661,0.004747403353129398,0.03505448046674302,1.0073181945544485,-0.7935961945457191,0.13044703039669875,-0.8148582132693697,6.774153203018239e-4,-0.062089095683223273
T1_P2_C3,cntrl,cntrl,0.1738904474367124,-0.2825018561113277,0.5760798853129037,0.5135730580062801,-0.6785628390169989,0.7378006234743666,0.23139641845507117,0.09815836425950446,0.006471166269319371,0.8326937325275775,-0.08499792252949599,0.45176117730490034,0.2557894582962696,0.5961960990921135,-0.013320608220998259,0.27609672612628566,0.5179591866748349,0.595773389996145,0.04639116256376618,0.9881325580902941,0.5559394498409976,-0.12576227241534266,0.06754442829092693,0.1238390596808814,0.11677236807735963,0.13891895329528786,0.16615199337159853,-5.175035854250512e-4,-0.17168013041379065,-0.6959175652989594,-0.2197655387442588,-0.2634380423852496,-0.14896489289253462,-0.23371937072329907,-0.3011725207299648,-0.13769274954266902,-0.052072434311598415,0.04328493021589993,-0.04120909551893104,-0.4995557251966239,-0.202547841996837,-0.3602118561923893,-0.0634707390923349,4.442279995241806e-4,-0.010728061697662961,-0.1652678196625864,-0.036443610883982853,0.31354575326576434,-0.041190585540813424,-0.06689771634831955,0.09207027568473858,-0.03339488555794567,0.006958873107084585,-0.05686465901217038,0.19880997056819755,-0.379665610505038,0.24646617737128088,-0.15005427907707355,-0.07153889466344132,0.029181909412936243,1.4816053009989965,0.035918260183057424,0.14396603786409387,0.10541478646669493,0.0580675597616134,0.050645807156480725,0.11310476906535064,-0.1362670305000124,0.2248955290218857,0.5456274562926287,0.2251208959047996,0.05508031191046435,0.009952906813810725,0.10829002141649452,0.14928347846327414,-0.13301391103700141,0.8331849197446122,0.13445750982273635,-0.010921604611489187,-0.028976711689437305,-0.07171694881484594,0.0112829623118117,0.21511288416854185,0.04235575282798773,0.27372401901118765,0.06583225485662456,0.339552276988027,-0.08699387481685508,1.062706150327117,0.4152606852184788,-0.047260428509932936,0.07279046797983939,0.2559031969778669,-0.11678874972513932,-0.18021670022168865,0.022208158459966668,0.1595068139300715,0.14619997335660076,0.35446614240398644,0.06076177254866821,0.024319925274446413,-0.01279408441546443,-0.25216311653344414,0.03990418973204343,-0.22122875219689292,0.04034419070875015,-0.01090183064073253,0.221289658925453,-0.09078529627269605,0.16904150778602595,0.04949053481656425,0.10511912464280679,0.14386067382115678,0.036877042755282786,-0.4179762940236077,-0.1363338247515747,-0.02171992965541499,0.9276742077906246,0.3344791262416793,0.30695253879422413
T1_P2_FA2,cntrl,fa,0.09679517183644137,0.17448181747658012,0.47206127094985356,0.47893802972383176,-0.05648859790019975,0.37199333402953527,-0.01129716725078163,-0.3100743867208658,0.05407477058132008,-1.0408509828947092,-0.007538848861688981,0.28126602324464517,0.4404012973706272,0.686281230847719,0.16972585136634094,0.15942219822052484,0.29137214027163794,0.2510887226381969,-0.4044992569745498,-0.22577376685866787,-0.22194550968393745,0.20604639258553553,0.05794385271174802,0.13002361145427238,0.2514652297326456,0.1458589717321947,0.08879491419606228,-0.038561236008587095,-0.09622060021832544,-0.4729554231890723,-0.1365443857099692,-0.044642571998969045,0.637883923686117,0.09960441097806089,-0.06682574629726644,-0.1819216009249038,-0.21184454212933804,-0.09850919988358063,-0.2314261713263449,0.004423517419341022,-0.23327253544151982,-0.922532097703598,0.08608824109475192,0.0456093938404487,0.06144130562147625,0.006444461165091748,0.01294052125717855,-0.04431155195444815,-0.3932712008007001,-0.14414720933134567,0.06011831584713058,-0.24493416509028393,-0.004125220762968059,0.10277832628586554,-0.005318751437710184,0.10102585201131879,0.1929867086275195,0.16951461909476617,-0.0655651914233725,0.12286936402999002,-0.4941716839012157,0.12095791458574735,-0.10672157250708472,-0.22954471899289747,0.1352102739466811,0.002371652469032414,0.061969844454763334,-0.2407627271917355,0.09695358379943311,0.49271748659697456,0.33097806665403356,0.07757709647768261,0.05478709192910982,0.014330138402807134,-0.05403948113458627,-0.0550798636777785,0.31514679207676877,0.1637517361110331,-0.1495589145216344,-0.039292301488157405,0.16422313331647742,-0.005892833793283377,0.7682728742725509,-0.041262555262005854,0.07835312056262153,0.004372326091679656,0.4370620570509828,-0.10870769842830538,1.1945963376954807,0.04656653157625894,-0.06355111636498334,-0.01749812382652381,0.6819373816353335,0.038631865646750384,0.12821597772811866,-0.18136868226977243,-0.12951508736100004,0.07220002939364836,-0.119475121310745,0.21748102512279566,-0.09311389978375552,-0.09567999014533718,0.510681097331298,-0.03293800174108648,0.09502820314475653,0.11131351862276181,0.09317086333802195,0.3993488726961403,-0.2082535017686119,0.4076438002123899,0.14807025832312262,0.10103748485965215,0.23521608313988396,-0.032878108890985844,-0.5891001773417361,0.6809153911768702,0.018122211098821422,1.190735930511011,-0.17468113180389733,0.23129679336693315
T1_P2_FA3,cntrl,fa,0.2936438330151549,0.025116751626708275,0.4897187507968895,0.8281569227130732,0.24416367312859352,1.020737599749028,-0.14073276830471804,-0.10243320469194034,-0.01155138591645422,-0.5525982814421605,-0.18561960498344973,0.8510093704963089,0.6791097409015038,0.6861079623914657,0.10542073287919303,0.21332811391395012,0.8125035229605895,0.6166256264519456,-0.08514702347069458,-0.14807334205655745,-0.3070049703738509,-0.011745322484498152,0.4413315160162156,0.3596069826703035,-0.40024396666790085,0.3417039633611999,0.3512499026501537,-0.2869478495642171,0.05871664707829803,-0.15316272932957772,-0.08759642019068566,-0.053088218883950766,1.0681877742397934,0.2409357008732904,-0.24688279067977967,-0.23484088212955914,-0.17398256340979812,0.07007309224948842,-0.23836767231475653,0.12688189858518262,0.07365939786131585,-0.6991056216869399,0.013755357300601538,0.012414546822954257,-0.010436217752803638,0.14983406002949112,-0.06489407835923167,-0.18012393379712607,-0.3379397617832415,-0.3141233539207178,-0.009964165669919926,-0.27896086745611104,-0.05096884986715612,-0.057220649722317725,1.6337005354093506e-4,0.3532475677044583,0.36201460621662235,0.10378884883254663,-0.002185831789052719,0.11572109755843416,0.11680610494588185,0.09006632245701435,-0.02293421623601281,0.02565163297207494,0.09650877742152228,0.061643046731821284,0.2747534741298009,-0.11774657226787053,-0.07944443153449718,0.7556313721232398,0.31422388948965785,0.07112834487927562,0.09860684078114951,0.0780059338215775,0.03690893975937798,-0.09449019946839506,0.8365435514301006,0.2421199606259789,-0.005124675989834862,0.00996841056201565,-0.21412222119312987,0.012482959964143621,0.49941307201286506,-0.016479785869153104,0.12921651365212725,-0.06949939533112603,0.12410090958498123,-0.46551433201303427,0.5318775092472445,-0.08621782111737114,-0.17444871790166244,-0.05741450195395095,0.47930068479717913,-0.1998076767271073,-0.6001492027020865,-0.0674240100364679,-0.00867338934368888,-0.16674389073479015,-0.3076773736664414,0.168347009878368,-0.07916064795594915,-0.0936418842066025,-0.5619543246416389,0.026259071753057063,0.055311013553106414,0.147027283861908,-0.007813142259629265,0.5130833451039658,-0.2475908480521258,-0.08825931499763953,-0.03612507312312234,0.3313230601935227,0.20174597389713045,0.024766568262704524,-0.7183238588253705,1.0622023601403208,0.017769513466451996,1.1502404802344144,-0.1822396870942728,0.1509970481357481
T1_P2_V3,vpa,cntrl,-0.2547179284888786,0.14962981720271618,-0.9216293945797829,-0.5961310386817116,-0.10055333029750343,-0.8374802195110943,0.0964702346060718,0.2361800817334721,-0.06936659153508938,-0.548197815150714,0.11815279208548937,-0.7704853434021974,-0.5708606540049889,-0.5271939162475079,-0.06527983359493417,-0.22647672803584673,-0.40654614564970437,-0.7093676252567183,0.28433964672133316,-0.15140885297067486,-0.13133531896180634,0.20626416338132209,0.03010831535128907,-0.20714452340429246,0.2027974592085207,-0.0596843133601572,-0.01355878859225084,-0.3574461030753728,-0.05197081532615269,0.729482063767033,0.2818241861123445,0.2444857659814156,-0.4118170385849001,-0.16101917079895084,0.2283956683970412,0.2538340712570512,0.1941438574901599,-0.2280247543005637,-0.035118260914561605,0.13839208895482333,0.5218451418100811,1.0553974891121847,0.19778404437099473,0.011644656509658442,0.12647217321972393,0.2182992615388697,0.1863339269292946,-0.3268680925235923,0.21690884801043345,0.2834705350453313,-0.01731389571677397,0.2821537625752318,0.061841937391136935,0.1345751553815777,-0.07803400188600676,-0.15300825850311922,0.23747977853781047,-0.08257333512744204,0.03229316254619462,0.018638303166390403,-1.1169156070720123,-0.06382735241050311,0.011736705083337677,-0.17627334176729756,-0.05895793443119615,-0.1295943414125172,-0.14994820087653019,0.18929599299056074,-0.14052540165546723,-0.6509759478638097,-0.34864282574419536,-0.06479542219079383,-0.12897310653955382,-0.10846343233500169,-0.07408667757551954,0.1258207170384177,-0.9363641018139268,-0.2102284617757506,0.1640317492079572,0.02768283536442462,0.24769127404515165,-0.005023498173056414,-0.21116518119794164,-0.017187983573053685,-0.22536071924487935,0.018901894423789506,-0.399474857250139,0.4846885692972955,-1.3868882835132803,-0.3113452213333982,0.059126469224192596,0.012057550795431282,-0.2611173589232558,0.26668389968254164,0.30201071574490007,-0.034525215051695035,-0.16489730720029758,-0.08482577006819811,-0.11969464213138437,-0.11920017466867133,0.039329005566555525,0.06799412821623091,0.5415394079221411,-0.07226785339052205,0.22592801304183635,-0.008481499316832258,0.005142256554374888,-0.32568551192005224,0.23737019006941285,0.09918233446871591,-0.0255184031960355,-0.2259338348811694,-0.12077544593714554,-0.07117151074730518,0.5690476881025809,-0.4311459899226843,0.07952512781381756,-0.9898038082473531,0.0020604829195780237,-0.21216378568471325
