compound_short,logFC,AveExpr,t,P.Value,adj.P.Val,B,fa_div_cntrl,change_in_fa,compound_full,formula,mass,rt,cas_id
FApM59,2.0298251674700816,12.864309031266457,28.907142663147138,1.8566713613723337e-19,8.726355398449969e-18,34.57771429319472,4.083553608724922,up,Folic Acid,C19 H19 N7 O6,441.138,8.3,59-30-3
