Samples,Group,hVPAnC10,hVPAnC100,hVPAnC101,hVPAnC102,hVPAnC103,hVPAnC104,hVPAnC105,hVPAnC106,hVPAnC107,hVPAnC108,hVPAnC109,hVPAnC11,hVPAnC110,hVPAnC111,hVPAnC112,hVPAnC113,hVPAnC114,hVPAnC115,hVPAnC116,hVPAnC117,hVPAnC118,hVPAnC119,hVPAnC12,hVPAnC120,hVPAnC121,hVPAnC122,hVPAnC123,hVPAnC124,hVPAnC125,hVPAnC126,hVPAnC127,hVPAnC128,hVPAnC129,hVPAnC13,hVPAnC130,hVPAnC131,hVPAnC132,hVPAnC133,hVPAnC14,hVPAnC15,hVPAnC16,hVPAnC18,hVPAnC19,hVPAnC2,hVPAnC20,hVPAnC21,hVPAnC22,hVPAnC24,hVPAnC25,hVPAnC26,hVPAnC27,hVPAnC28,hVPAnC29,hVPAnC3,hVPAnC30,hVPAnC31,hVPAnC32,hVPAnC33,hVPAnC34,hVPAnC35,hVPAnC36,hVPAnC38,hVPAnC39,hVPAnC4,hVPAnC40,hVPAnC41,hVPAnC42,hVPAnC43,hVPAnC44,hVPAnC45,hVPAnC46,hVPAnC47,hVPAnC48,hVPAnC49,hVPAnC5,hVPAnC50,hVPAnC51,hVPAnC52,hVPAnC53,hVPAnC54,hVPAnC55,hVPAnC57,hVPAnC58,hVPAnC59,hVPAnC6,hVPAnC60,hVPAnC61,hVPAnC62,hVPAnC63,hVPAnC64,hVPAnC65,hVPAnC66,hVPAnC67,hVPAnC68,hVPAnC69,hVPAnC7,hVPAnC70,hVPAnC71,hVPAnC72,hVPAnC74,hVPAnC75,hVPAnC76,hVPAnC77,hVPAnC78,hVPAnC79,hVPAnC8,hVPAnC80,hVPAnC81,hVPAnC82,hVPAnC83,hVPAnC84,hVPAnC85,hVPAnC87,hVPAnC88,hVPAnC89,hVPAnC9,hVPAnC90,hVPAnC91,hVPAnC92,hVPAnC93,hVPAnC94,hVPAnC95,hVPAnC96,hVPAnC97,hVPAnC98,hVPAnC99
P1C1,cntrl,-0.09775514612517856,-0.03992902213499741,-0.1781612786319933,0.22731734405422746,-0.5257867939807438,-0.22928051868253896,0.23831953926064264,-0.01620715659956576,0.3016898684812753,-0.42524301691780214,0.012654396145983203,0.309782281519872,-0.10577200429511188,0.3264132413295908,-0.46142606816722104,0.1298926291392743,-0.2861491720349729,0.03495640323336774,0.03166927883640976,0.04759199838914559,-1.1568649816097152,0.2390124554115493,0.14062709828918102,0.1263074601588498,0.20586969540457284,-0.061393641748633425,0.4737427175685738,0.02499995398503342,-0.886053913503867,0.10360792889014757,-0.239914007212117,-0.31299968106811216,-0.07330373165033857,0.10776291373134912,-0.06746444582229483,-0.9796460113567202,-1.0381532172429322,0.6106826401242866,-0.692489882333808,0.09148061055174261,-0.08727989124206606,0.05224261632842414,-0.1599336099125634,-0.08846099325644843,-0.006068389545026861,0.15508909413289604,-0.054599014605683206,-0.0010393326643111656,0.07128405537377495,0.13706339157419306,0.13476827802387487,-0.029496866573421404,-0.037385923840925775,-0.17584093399762515,0.24953055030944551,-0.31188083263360944,0.038337400890354686,0.19153915638919275,-0.01768025646980738,-0.9166091609654752,0.0815196277378687,0.03622022226949641,0.0369636671181351,0.08763909522540277,-0.19006612449135885,-0.09508538637018785,-0.47723106928600456,0.06759578081772616,0.2524823220266158,-0.30066960859650915,-0.11440672084182932,-0.05514138811263208,-0.002962242465690198,0.28512661188081506,0.08731185893908411,-0.13530250817425254,-0.2593664544438664,0.18061921342078036,-0.05356730001589343,0.19268307291291487,-0.08089130906217123,0.06899554415867015,0.10626180998447159,0.03375228571357229,-0.11674011493884433,0.05528747717415755,-0.24880650638844878,-0.06678110653664825,-0.5908406922641987,0.4067617487840276,-0.08729368475825369,0.11072920330162275,0.2040339226765152,0.9882711048326851,-0.06581895149731143,0.17342804589100003,-0.5768627841290866,0.05515014360226148,-0.14305763949933795,-0.060530561772908345,0.08770586887217467,-0.18128775388456,0.15562496579744337,-0.0028615726432982547,-0.15139117262995805,-0.2063442096898647,-0.14800372267476952,0.29603026906640156,-0.13086398524669712,-0.01530036581877461,-0.15859453576460136,-0.09221209003100915,-0.020242767978299284,-0.5923246000944986,0.40513428426906084,-0.164750597349424,-0.28271550248853206,-0.0195196968672965,-0.2064264880476576,-0.07079135222157867,0.04049152825068142,0.06302431761759356,-0.02204633087453377,-0.3974017904501383,-2.3906500282928804,-0.15531351026598658
P1C2,cntrl,-0.12634431758489503,0.05498801256180717,-0.29314863492180465,-0.09062606681216019,-0.27752022780909325,-0.2786525627721863,0.028654962607905142,-0.19624529928922987,0.19377622546216094,-0.49847893299947355,0.23648675305484115,0.24270464500967082,0.1595696002308692,0.14578935842008162,-0.4509669236408466,-0.2660887368744233,-0.39304580122090493,-0.0704019626861843,0.20999369012124275,-0.027575940900103506,-0.5738661827543643,-0.17760839662357603,-0.0749119522519672,-0.09567642522523659,-0.04110489935601544,-0.1584572382894637,-0.931056787753534,-0.08843283070716676,0.09347767977897578,-0.3489152666315023,-0.2402585331545347,-0.2180506540689961,-0.05339286655791405,0.14233607404788254,0.03613407540987096,-0.2932085555488109,0.381655334988972,0.49816666990712904,-0.2852115046748992,-0.17186295138783642,-0.08869050937548512,0.08885973173092158,-0.25693912707965594,-0.16961822223957213,0.004490657244795457,0.08117377842854383,-0.24362183094217288,-0.10558765725404007,0.05010472613702237,-0.12235618909381436,-0.11741579509557312,-0.04581324577778728,-0.027165109037231645,-0.09363382755314639,-0.010190378621361428,-0.42954548835465767,-0.26427277376817326,0.15229915096430544,0.005437969358903734,-0.9256266458950473,-0.06281883073939627,0.03901195837496718,0.042079755885600485,-0.058717193030222034,-0.240451472644192,-0.19674220229095765,0.2473247001813172,-0.018798380291848944,0.06840367604516567,0.31634731226151025,-0.05278520996325681,0.008023578432867452,0.5861343774713583,-0.08554588201801196,0.019542331449438566,0.041260719148576416,-0.1371427442493289,0.21017318188507733,-0.05517507480098196,-0.029034280345244294,-0.0795023438198243,-0.014939785330752756,-0.06455700343491509,-0.25512843312128,-0.170488324536956,-0.1562250867365664,-0.11512273137009542,0.056908079259720315,0.015040141221734915,0.11472678488453716,-0.04998569769718105,0.21532503883255225,0.026122699272907945,0.8495296026417166,-0.08310084054983288,-0.06761696483264967,-0.5876862946115857,-0.08352871713582177,-0.13846277623644143,-0.06336628516795824,-0.004062141660775922,-0.010939396868085316,0.31182728617177286,-0.016071679001408785,0.031827078693194025,-0.2141529599964319,-0.20786068247747536,-0.06804937012737985,0.1344539459250634,0.23890485691800648,-0.05302750260830119,-0.009425113524567257,-0.018332583502410623,-0.2315602050476491,-0.07386961990303827,-0.22390135883603024,-0.3090804167289484,0.17222347045132236,-0.06300504218101165,-0.03622521524742546,-0.5077744274873979,0.09318352528364693,-0.03697509309517992,-0.39946969115686626,0.5714946696121272,-0.3405536059177233
P1C3,cntrl,-0.05695415541921453,0.05989081149111046,-0.04119267617759498,-0.43103603224155623,-0.45001603125514117,-0.31350038078489695,-0.016204532868671663,-0.5313621500701309,-0.31585041654062995,-0.6332789965660938,-0.09888454722015533,0.22311847336642876,-0.008356106120050076,-0.22142248934507808,0.14575022654884545,-0.3886471628669458,-0.14280352256360368,-0.20423962145000685,-0.2836067501040813,-0.1645679339887623,-1.1835052719132544,-0.24147076773554588,-0.008296728908950522,-0.18802355523671038,-0.29564723595181186,-0.05938085261376909,1.3484124569208789,-0.0798160907447241,-0.07280345895469004,-0.6572292284581475,-0.06036933385381482,-0.1910302031727424,-0.014757610234226455,0.27189875823999904,-0.3336735342872221,-0.21017734821189332,-0.1819460908846783,0.19944762361882568,-0.10177692492815571,-0.060564986836470124,-0.06959939604644272,-0.04811755064554736,-0.12686433328660546,-0.11781239642941334,-0.00766649024571172,0.08836916439803907,-0.17043528027604735,-0.2692327333619945,0.14057604661881842,-0.09524994259949475,-0.05311456013445694,0.07557215234595648,0.032385926706340246,-0.3328596341440284,0.1354144323018605,-0.37176136724821607,-0.1287492112236842,-0.1097866165515896,-0.09477777820334479,-0.567013051896656,-0.06657803531263719,-0.05854149070790485,-0.05744431615942637,-0.15004925298795319,-0.17487676114096865,-0.070590164399008,0.40823480590630634,0.013893619950310307,0.35582739144442843,0.17994317263633935,-0.05827317646517535,0.07169387928255977,0.011602241919244107,-0.266975524277079,-0.013236622112427047,0.32617543827906137,-0.1238045146773116,-0.010796218770407026,-0.0909309792002385,-0.3519166550206413,-0.2879295283794676,0.19718988950608302,-0.0036446159855022184,0.22320193175826067,-0.14174866666394206,-0.12031209890269415,-0.22072374123304467,0.19712788936434247,-0.11179837976677136,0.12893492310501437,-0.035829274212911245,0.018262510205213342,0.08631569263710909,0.7509422895769098,0.033006043477710585,0.025537942715166382,0.30346752889576945,0.014875630714197586,-0.11446462058552911,-0.05189862853935267,0.04161974362907553,-0.08500365662784659,0.25866533059251323,0.03763532328310624,-0.054562833624597074,-0.20001527569869526,-0.2035552052823268,0.02064641692975644,0.025037447736627173,-0.660664735408677,0.04383608429872983,-0.005956980392924291,-0.0032868621671351636,0.017989387501300025,-0.3032304273894799,-0.27321303858487433,-0.47540442118232007,-0.08121031435319491,-0.13902276905238425,-0.1085228410318448,0.043954424125663284,0.064595173639112,-0.010837677604608294,-0.3737401913174052,1.1836010897388964,-0.30026442413804044
P1V1,vpa,0.08440428488804995,-0.15829028610465096,0.10903550461144473,0.17149547399024034,0.41949520382464117,0.15018515300534852,-0.4540044317637184,0.513149554683751,-0.090463375581411,1.0955433986342122,0.006297935431298902,-0.31816357619793034,-0.05096820566271513,-0.08384171650484429,0.918966747429836,-0.0274178478730125,0.5963817791726574,-0.04141679314356338,-0.3115881303530665,-0.17560700525242923,0.6236617509123819,-0.4595021112590292,0.01224889416045449,-0.12990321245017986,-0.16130726507003298,0.009315766215750271,0.31365451717150544,-0.1452445982321641,0.8243529087471083,0.24446225514249373,-0.2949087962097605,0.14176986605320693,-0.0976553787980794,0.3650573373890479,-0.16444877845887126,0.7376685050113996,-0.796538839754412,-2.934426647625296,0.2134301440311281,0.06178471317384802,0.19535262498992867,-0.06315730073378395,0.18300450172652655,0.06290414986179148,-0.03521781917496502,-0.08572231399290406,0.30057225324935244,0.06297404748686736,-0.12372801493995109,0.013060809127233453,-0.008283831802166693,0.25614932224320636,0.20410946610789846,0.06768331872051825,-0.35912980851275683,0.12925112758872653,0.041717382439948617,0.08705483696642746,0.021722308896367802,1.278621265459525,-0.20452891723948666,0.08367160556138932,0.08662552244046662,-1.0029300135058414e-4,0.10020428928510985,0.21298675626594388,0.5617229307029088,0.08695305060298508,-0.2037199055896488,-0.5455139548238666,0.15313139896616582,0.06351406071378882,-0.3685995327464375,0.4428903401768894,-0.034921660913166494,-0.7446640682343345,0.19746723821106213,-0.1457284514918133,0.17200384051495995,-0.3251033413041266,0.35308482612914655,0.32271564518253615,0.18943489485597967,0.6193907313917569,0.1073820153619861,-0.07465379165023939,0.393178647818745,0.1521114394320515,0.3387265889216734,-0.37444824513448943,0.0903377553522419,-0.558434237471842,-0.07593440743317187,-0.692422401717415,0.01635354592082723,0.22587880494276044,0.38480827459472344,0.20671238029916142,-0.08481413565379814,0.003428981915523212,-0.04157281073208462,0.12822424791342985,-0.36911052374504005,-0.23256743838611596,0.17197916311205197,0.09757858950655113,0.09194994472952935,-0.3666809813760875,-0.031600975417694174,0.3266075835203002,0.2649592667551161,0.09703633092095647,0.30228937453578214,0.4142875924322121,-0.048435769784561336,0.13209302678978513,0.8170895807599086,-0.09163018370643305,0.19502807976554726,0.032149508977397934,-0.034887450436817576,-0.2901912038835832,-0.0157753540436343,0.03595906689848276,0.6804538226543344,-0.00930511168424493
P1V2,vpa,-0.015605256356594304,-0.022244164440338145,0.15330123184406774,-0.2848331510656193,0.24024551047393367,0.05167540351461619,0.1122785351748212,0.014488198997561676,-0.07351966385597224,-0.08161095982013394,0.247835700843054,-0.2695888950928236,0.053632073036796846,-0.22313468104922868,-0.5345676612577166,0.1259648988852636,-0.25721648406678804,0.043695082173640334,0.03361147404764001,0.08533083306307541,0.47713338734032595,0.15772779867382797,-0.1327712936493069,0.08414792249529003,0.1159279254396993,0.08382385264124323,-0.22040508977021595,0.17126634923150968,0.1358221070565894,-0.07988030072655745,0.14470188296567205,0.0971940107220538,0.17578498250144275,-0.06999056406632054,0.2869072566885696,0.3957045969543845,0.98864618139197,0.9903864971971321,0.38650615425585605,-0.08620305947889181,-0.04833523237335732,-0.052829983934419955,0.07573285113402903,0.01481741677154656,-0.027783680267286545,-0.17898427472777978,-0.318391450653916,0.06415023842148714,-0.00862764193933922,-0.11961509244951334,-0.15686137181550583,-0.0744320412800708,-0.008519131735997092,-0.18243355825335986,0.2823690459356843,0.25152146975109224,0.10259131569791201,-0.35245514302707354,-0.016741390487613368,0.660583929335929,0.13756083452226572,-0.3637223822316943,-0.3628544666974238,-0.16365649042204192,0.06814559762164801,0.05062955326878886,-0.4675541776605964,0.287413322426518,-0.16060854947113146,0.4877410520865678,0.29186044679903267,-0.10495679566392403,0.16377973812102672,-0.3820656258080998,0.10289956388764923,0.21154534994572866,-0.037208998925467245,-0.028413516242927442,-0.004922386751763364,0.03976300642528628,0.20998093936097162,0.012070024675185389,-0.21577695094969507,-0.23269845496492017,0.024043739468396563,0.06724977028003563,-0.11046917030661896,0.004622301985506477,-0.04322180198571067,-0.08525891097849113,-0.00914341325414003,0.28701323410363877,-0.12096510011355249,-0.8755904438094566,-0.023782423358421147,-0.5546072702112667,0.09273558185233619,-0.4438047496304358,0.15182833123681924,0.05976073169760113,-0.05390019173548867,0.03719923441832959,-0.07447757794394547,-0.03441763475905902,-0.2785345036868083,0.11313240513285247,0.08550269956041179,0.10642565524307095,0.021898135390229542,-0.15822065885137082,0.024280717564335516,0.0038793141402181826,-0.15213382345661108,0.22025244277356748,0.47890088107813283,0.10529517013275468,-0.45770140638686924,0.03394607837879171,0.09255847096426635,-0.02980181542276176,0.3669752285214196,0.028613627607141326,0.05979702062503639,0.3894843072336857,-0.0661765105318215,0.28130982066376764
P2C1,cntrl,-0.016963143704314385,0.08902453548969005,-0.6352994295951357,0.4007282209297948,-0.3668609158266606,-0.1194301996433301,-0.0018648474991094302,0.16949846072181535,-0.6601026103252211,0.9768667971262984,-0.4126977306390283,0.5213452232925463,-0.12071513498581893,0.3526827362077279,0.7543806098221398,-0.018252045460591126,0.5090417687094839,-0.07720300342201614,0.0045856670811193845,-0.13978601587121586,-0.46927356600086517,-0.4161077093368416,0.08773456360811327,-0.21894018428653667,-0.3081121805642443,-0.1111402161872908,-0.4316727342906034,-0.15420679638397145,-1.1274685743674777,-0.1382486148918341,-0.21396676989246824,-0.24957261445451226,-0.12304745938025224,0.05663618362271384,-0.18149913820217153,-0.5475199867287859,0.07357361038698654,0.3317954653628222,-0.25008164579279213,0.06305439216850364,0.12862117321406877,0.07652573677193569,-0.030570726447391963,-0.0029690709220779425,0.06765201454471759,0.20567706982374523,0.4921443463462895,-0.06853698721506274,0.093042198522689315,0.251055293055416,0.3223591038569742,0.22194496467358868,0.09926416375871577,0.6484583181845656,0.06784127789184201,-0.365770337557472,0.0037867298412281904,0.3023063849972535,-0.013109918627129239,-0.8653067610174289,-0.10653697654515408,0.3478596608650148,0.3447852600084048,0.11770673105964422,-0.11075381297529333,-0.039541960730667375,0.5080724226766673,-0.24716949502730648,0.2579930209083024,0.17964004192109823,-0.08914279367468295,0.05469498360244726,-0.47770641932522284,0.2798313716041446,0.19704404566995717,-0.081107370923886,0.10992276702706347,0.16853020913645378,0.09601119131695446,0.27230938624978135,-0.04236537652590862,0.2782982751309975,0.1972509649272946,0.3462968313175916,-0.003162062732112836,-0.10205082396210019,-0.21717049460800358,-0.015404692658935923,0.3841080054910495,0.21066429385977067,0.11366596603141156,-0.1065471030663058,0.28913598831463144,1.039292363481203,0.0320513992851847,1.107109674282534,-0.18389468266096054,0.5939235836310869,-0.14038020787848327,-0.042071616166292014,-0.04216625360211598,0.08687769878895897,0.027929638727313612,-0.04947832314229097,0.3088955554511614,-0.11732762994217946,-0.0808887625054139,0.07549827421394549,-0.019298931483542354,-0.07824455328716122,-0.17463305519644512,0.037544139646701724,0.17274989043663924,-0.1446716899788484,-0.4186913578455085,0.027766176625040648,0.7055133353900656,-0.05866778660589242,-0.10370137037193386,0.11311177505302791,-0.16307234069179827,0.4057721054785334,0.02292589208531362,-0.44045556249820955,1.2623169316597806,-0.21821086673395607
P2C3,cntrl,-0.08365789381755871,-0.08059042644612995,-0.522175741907654,0.3753811682569116,-0.22080572169326929,-0.1691810822674139,-0.12242355201957675,0.5050879458333959,-0.2484301592107137,0.9677028983803325,0.07610700668795883,0.23598171343209323,-0.07109436679378876,0.3896457849114256,0.30557862730152263,0.021042654873944317,0.24387155119444626,-0.04150901446507847,-0.08944475312602398,-0.14199669189367442,-0.4294145041427879,-0.3985394841258615,0.03547000641240045,-0.14637566293636808,-0.11904165209991743,-0.1471220549811499,-0.3904717542563303,-0.1468089362668404,-0.5045653742503666,0.05453885612059793,-0.5945099782869263,-0.3360447934843528,-0.1385655800216851,0.439506522380705,-0.06883303626375487,-0.389886180575837,-0.38025205565947895,-0.796813038313162,-0.3694066639892425,-0.004113198734685582,0.11795896639142239,0.05357121114440361,-0.06813944330915128,-0.09180405495113554,0.01840416217537634,0.0926040073316322,0.2315725042719734,0.003486082374486946,-0.01319911045783246,0.13966269980474383,0.14289484634573574,0.26560821068035834,0.19612613674893425,0.20444478641639569,0.06326234962357871,-0.40906907377977986,-0.007962454881333899,0.2706799287412882,0.0011004465956528072,-0.212476716699134,-0.13845650818449687,0.1173309234765067,0.1214597769402973,0.015988763655094832,-0.19341761301578966,0.01958825173898016,0.32657526885348875,0.14083217747126298,0.06702420219157511,-4.2967133125004775e-4,0.18061564119057438,-0.027156809630904617,-0.20728675573199093,0.6125263529261255,0.21957197851580762,-0.6327550275979308,0.0025069753498540154,0.21712191997535762,0.1515832801556157,0.17569826747505723,0.3310885209915867,0.5116779860542006,0.19716323518887588,0.42306203549199856,-0.06753798885654169,-0.08858748612135595,-0.1046936518041749,0.06161508167221198,0.10138029231478618,0.10363068489611299,0.05762114274743953,-0.17398457774455678,0.17822049605953577,0.6396625803364877,-0.0955136851662062,0.5975322237933473,-0.482704479633399,0.23967488540691986,-0.22521641639481965,-0.05460882530079946,-0.04131374747263153,0.0752197482329909,-0.10101779580287235,-0.27061802018947995,0.09055015936519205,-0.166226655973429,-0.12156306838513471,-0.024574299968368588,-0.034775260474506756,0.33110052427654235,-0.03611899364773124,0.04719276743997698,0.19732540132295323,-0.18833370589451595,0.23548166482679928,-0.042937517892992286,0.5704653421240939,0.006698199907117285,-0.024731872049622676,0.03437583031525478,-0.31032387579199167,0.17534982440263303,0.016939462308462914,-0.47750121561034964,-0.16083426486699093,-0.2369350249795303
P2V1,vpa,0.12021080799646637,0.040166614885661915,0.36025786300768003,-0.043996110701315524,0.3163393483470785,0.48518628727765767,-0.015138870021178218,0.13920944817522066,-0.11955197753179729,-0.16247453302462983,0.05705635788533368,-0.30238978063899313,-0.042827442443210434,0.030448884770748655,0.029898317585638365,0.13688379268441062,0.06359452823187095,0.13963238818932186,-0.16975285692520709,0.1277346981101089,1.076337853525434,0.6454812223426039,-0.0013390558981678027,0.12392169916321621,0.07933756276827707,0.09358314355227221,0.9965607204513958,0.04158747284524857,0.4623298807391222,0.5892074536156975,0.33296604279586234,0.1469830166091462,0.02026778040536354,-0.18845046340146926,0.008930529117377625,0.02213912785532307,0.2751855910256602,0.26192636225807486,0.3227999350163937,0.015490306511366226,0.04718465357950225,-0.07582446981574545,0.15376940061846528,0.10683047142521972,0.10910345030668392,-0.11270069623676553,0.1813426650406056,0.023892323693260654,-0.22540383757428967,0.03339068927254368,0.02483456051614716,-0.04555604027190748,-0.004635415256217603,-0.1161200339555149,-0.22821213363135764,0.36887076407749786,0.13227124325584608,-0.1711190822359775,0.03547300227128036,0.587825661188354,-0.012450457389523852,-0.05202118231503411,-0.04996635814429788,0.05688420746644095,0.25579012071101603,0.145671782116319,0.07467445834212956,-0.001410493215018873,-0.2016573176502331,0.15677697499140308,0.10708425759037796,-0.03221004112109484,-0.313248797527081,0.6476966716249161,-0.2564229834127255,0.15862795826061982,0.3094404435535293,-0.21434209325442743,0.026959753341881013,0.46294798740204446,0.011790575199702308,-0.05603145065855947,0.036000542237144856,-0.21392780990861116,0.0989032218321062,0.34078374919767457,0.19006169309642432,-0.20715401637196038,-0.09660087188489344,-0.19055301666637975,-0.001326153057412776,-0.25177608506278987,-0.23084067073018993,-0.8655243481971009,-0.033605552672043223,-0.48065703440336055,0.6051517656318303,-0.202029574234545,0.20452860200203798,0.08534615874295157,0.01866671116789509,0.05133248268117439,-0.3138390326123961,0.036949756236891985,0.005955366430393794,0.22562661372304416,0.19369424358898946,-0.03260336539048858,-7.036948880860018e-4,0.02671003994592545,0.0012148671146064507,0.04015319408524903,-0.3155233369620603,0.023776450905508756,-0.1971603918208722,0.026825807531144177,0.307528158428243,-0.02664813562464988,0.022291051340324136,0.08540839918438939,-0.5233916940138862,0.06867196047917194,0.07394741759493892,0.44040563483627815,-0.7471711421132387,0.31422056027287715
P2V2,vpa,0.04979876182755387,0.07581351818314583,0.399954947642888,-0.3869680388043364,0.3399548633136966,0.17186209602376726,0.05533476166000825,-0.3427451076225728,0.6792123402116186,-0.8187221870050849,0.02255934273373971,-0.41014704116089096,0.15871618734546122,-0.011994141167707306,-0.3290751593745418,0.08965292725939843,-0.21903745698692068,0.07189313579552861,0.41051908987056673,0.19188497229095414,0.6497971306799635,0.410747641861381,-0.1311001539743811,0.18330907250604916,0.30614509067072015,0.12819031477132678,-1.2426202016478707,0.18232523380969717,0.5163363168822912,0.1511283666944093,0.5488102778524248,0.5945766346659609,0.1933120852665513,-0.608054942853882,0.13026145210859125,0.596696176341563,-0.7515773264401032,0.3467206025826252,0.20571708328998844,-0.00976728329196877,-0.13181571825230498,-0.050090476894482636,0.0768503939557112,0.08530591653777421,-0.08468153102210026,-0.18195932610440885,-0.28129632566121304,0.04966201574983156,0.04772403745065493,-0.09970096698799276,-0.13426428067684035,-0.3232263586927237,-0.25319044489951814,-0.026485586730056895,-0.18780854027658686,0.4782833513980288,0.024220896949027012,-0.09412461272957588,0.10770636592381641,0.3911519023306643,0.12698072283871187,-0.19314656466266156,-0.205835144367657,0.03371968832973567,0.22163293163704292,-0.057655177423871856,-0.6464473353783173,-0.2226590729858671,-0.2857045515292803,0.2816582515567406,-0.19999282528974963,0.016767265578890723,0.3077315781068885,-0.1474716627716075,-0.27843109443813563,0.3202189623031657,0.029239048805103834,-0.16163159418833917,-0.15616491386814216,0.04998866128684561,0.3192131306350614,-0.6198738079125041,-0.11438006764330923,-0.5862459700793724,0.06285401376918956,0.2523723150316783,0.17026001677202268,-0.10974519952111811,-0.09040683150181346,-0.16275012801391614,-0.07590404040165977,-0.18761195842275913,-0.15316748480399459,-0.9899147721724222,0.04526406830662338,-0.5544567063715944,0.11209086838696478,-0.1802843745444932,0.18267131936822842,0.04532035591787574,-0.02234658703130814,-0.11736629401878979,-0.034350204898921016,-0.06480492867939612,-0.1131192572199461,0.22526090344109956,0.17836671701337292,0.012636363060148419,0.12164003536610299,-0.05449888772975647,0.07310619994631909,-0.043021209847375064,-0.19425965224586134,0.1568534992844251,0.05882631204434517,0.15020823106325998,-0.40532842603455294,0.10831822374540229,0.2653260315733754,0.011974853500973104,0.1923942215787314,-0.0032397578096423994,0.012668052350805457,0.5547981847012579,-1.0691114618995665,0.18200740080107383
P2V3,vpa,0.1428660582956853,-0.018829593485298984,0.6474282141281023,0.06253719239381354,0.5249547646055583,0.2511358043289764,0.17504843546887697,-0.2548738948302453,0.33323976889069057,-0.42030446780762526,-0.14741521492302584,-0.23264304352997306,0.027815399687567903,-0.7045869775727162,-0.3785387162476563,0.19696889023268144,-0.11463719043526846,0.14459338577499053,0.16401329055140015,0.19699108605290128,0.985994383962882,0.24025935079149158,0.07233862221262433,0.2612328858116263,0.21793295875875238,0.22258092663971446,0.08385615560620062,0.19433024246337802,0.5585724278723149,0.08132855024469493,0.6174492149956623,0.3271744181983479,0.11135777846913825,-0.5167018190900258,0.35368561970990525,0.6682296762593771,1.4294068121880157,0.4921138248875618,0.5705133051255316,0.1007014573243922,-0.06339667088526592,0.018820486048294373,0.15309009260063602,0.20080678320231538,-0.0382323740164829,-0.06354650305299815,-0.13728786676918844,0.24023200276947482,-0.031772459191547545,-0.13731069170331478,-0.15491694921818905,-0.3007500973471995,-0.20098966855199843,0.006787151312252111,-0.01307679502034833,0.6601003867583894,0.05805947079887476,-0.27639400351425075,-0.029130749258126334,0.5688495781592695,0.24530854031184857,0.04333724936992034,0.044186302975900725,0.060584743705249286,0.26379284501278566,0.030738547824660924,-0.5353720043378998,-0.10665050974876111,-0.15004028837579367,-0.7554935707020335,-0.2180910183114568,0.004771266918001551,0.30055581217790456,-1.3860126533380923,-0.04335741758548199,0.5360005469932518,-0.09105376065063858,-0.21553265046975473,-0.08579741069239173,-0.48733610508191766,-0.7344694345290967,-0.7001023208058562,-0.327752809180345,-0.3577031475989963,0.2064941672967185,-0.17386402431058987,0.2634859380231944,-0.07329977662517008,0.0936135494541433,-0.15170813473618605,-0.0021426007495343215,0.6470239753252265,-0.2029211358797905,-0.8442459749726074,0.175146396253469,-0.4721487158059365,0.33289422167340776,-0.20068920810833146,0.30736754364132396,0.07861968867335906,0.05736940856525949,0.015743689364398086,0.13874791371413187,0.5962345172810508,-0.011599555890683753,0.2424682194970531,0.2123578364328167,-0.019328961650998344,-0.0857867169074967,0.04360619643496558,0.014976951537971989,-0.07519035243722666,0.031414360017003144,0.3237308281184987,-0.1369555754748782,0.26261410052133627,-0.4703662438810879,-0.043509855325166866,-0.03831609194090307,-0.03167914310743238,0.8956343859453958,-0.6057795728146066,-0.10064338934660101,0.6679212573632645,0.7360768940393589,0.48304476198176305
