Compound,Type, File Name, RT,m_0,m_1,m_2,m_3,m_4,m_5
GTP,heavy,nP1_H_VPA2.d,9.373,3925250,2147656,349725,147363,20564,
GTP,heavy,nP2_H_C2.d,9.377,4813462,2833119,498822,273219,63298,
GTP,heavy,nP2_H_C3.d,9.358,3974024,2332501,423525,244391,68691,
GTP,heavy,nP2_H_VPA3.d,9.378,7193332,3512654,566132,153927,18138,
GTP,heavy,nP3_H_C4.d,9.381,5376158,3007515,548814,295085,78643,
GTP,heavy,nP3_H_VPA4.d,9.397,6814518,3174989,539085,184335,41296,
GTP,heavy,nP4_H_C5.d,9.414,5944179,3145215,615872,328032,96723,
GTP,heavy,nP4_H_VPA5.d,9.377,5148971,2433454,402845,118991,15892,
GTP,solv,sol1.d,10.092,0,0,0,0,0,
GTP,solv,sol2.d,10.65,0,0,0,30253,7497,
ATP,mix,nmix1.d,9.365,78995410,22232810,7043681,1319879,0,
ATP,mix,nmix2.d,9.316,33151520,8869713,2841658,655747,0,
ATP,mix,nmix3.d,9.316,9616722,3249692,1110466,406007,0,
ATP,mix,nmix4.d,9.315,5582849,1362606,438064,0,0,
ATP,mix,nmix5.d,9.315,3819619,899851,294112,0,0,
ATP,mix,rnmix1.d,9.368,105033600,30961700,9781904,1663677,0,
ATP,light,nP1_L_C1.d,9.357,110005700,13885740,3483341,708969,0,
ATP,light,nP1_L_VPA1.d,9.362,149846400,20139120,4901555,0,0,
ATP,light,nP2_L_C2.d,9.345,116336500,14547760,3555212,0,0,
ATP,light,nP2_L_VPA2.d,9.342,120842800,16125750,4011117,678700,0,
ATP,light,nP3_L_C3.d,9.311,65430500,7953810,1913913,0,0,
ATP,light,nP3_L_VPA3.d,9.33,130459300,17006570,4153117,0,0,
ATP,light,nP3_L_VPA4.d,9.326,112885900,14511030,3585674,0,0,
ATP,light,nP4_L_C4.d,9.328,82140590,9911935,2399919,527476,0,
ATP,light,nP4_L_C5.d,9.325,70604270,8544310,2076006,0,0,
ATP,light,nP4_L_VPA5.d,9.334,133212900,17577280,4413003,731127,0,
ATP,heavy,nP1_H_C1.d,9.325,36026600,43363750,18062650,2991332,516302,
ATP,heavy,nP1_H_VPA1.d,9.357,44918050,51231750,20415180,3384790,538121,
ATP,heavy,nP1_H_VPA2.d,9.323,29666480,36092560,15300260,2340496,425670,
ATP,heavy,nP2_H_C2.d,9.327,29674370,39655760,17344190,2842826,486763,
ATP,heavy,nP2_H_C3.d,9.325,24539480,31763690,13832040,2287338,404664,
ATP,heavy,nP2_H_VPA3.d,9.329,56285130,60626710,23192040,3694487,619860,
ATP,heavy,nP3_H_C4.d,9.332,33826460,42167480,17391960,2757759,484379,
ATP,heavy,nP3_H_VPA4.d,9.364,54683210,55400130,20711170,3423113,535781,
ATP,heavy,nP4_H_C5.d,9.364,37649040,43083260,17146440,2722809,476663,
ATP,heavy,nP4_H_VPA5.d,9.344,41448880,41923420,15333290,2585352,418720,
ATP,solv,sol1.d,9.612,37215,28871,7266,0,0,
ATP,solv,sol2.d,9.607,23905,20497,7023,0,0,
NADPH,mix,nmix1.d,10.209,158035,41079,11375,0,,
NADPH,mix,nmix2.d,10.193,56329,21860,7791,0,,
NADPH,mix,nmix3.d,10.16,17106,6754,2247,427,,
NADPH,mix,nmix4.d,10.193,7358,8628,0,0,,
NADPH,mix,nmix5.d,10.143,4447,0,0,2542,,
NADPH,mix,rnmix1.d,10.212,257668,63734,13489,0,,
NADPH,light,nP1_L_C1.d,10.201,88717,14537,2739,0,,
NADPH,light,nP1_L_VPA1.d,10.206,112233,26086,4903,0,,
NADPH,light,nP2_L_C2.d,10.206,105586,29199,0,0,,
NADPH,light,nP2_L_VPA2.d,10.169,93513,19469,3819,0,,
NADPH,light,nP3_L_C3.d,10.171,49109,7182,1105,237,,
NADPH,light,nP3_L_VPA3.d,10.174,100121,15094,2277,0,,
NADPH,light,nP3_L_VPA4.d,10.186,84421,21372,0,0,,
NADPH,light,nP4_L_C4.d,10.173,61232,10612,2675,635,,
NADPH,light,nP4_L_C5.d,10.186,52829,7012,1619,0,,
NADPH,light,nP4_L_VPA5.d,10.178,96088,22311,4516,0,,
NADPH,heavy,nP1_H_C1.d,10.169,408865,121457,26029,5260,,
NADPH,heavy,nP1_H_VPA1.d,10.184,403912,108202,23298,3203,,
NADPH,heavy,nP1_H_VPA2.d,10.184,296430,78475,17522,0,,
NADPH,heavy,nP2_H_C2.d,10.188,352446,101500,22950,3557,,
NADPH,heavy,nP2_H_C3.d,10.186,278813,80993,19538,1971,,
NADPH,heavy,nP2_H_VPA3.d,10.189,508700,135825,31796,7440,,
NADPH,heavy,nP3_H_C4.d,10.192,411383,119952,26903,0,,
NADPH,heavy,nP3_H_VPA4.d,10.208,424461,122592,26993,0,,
NADPH,heavy,nP4_H_C5.d,10.209,343555,107703,26918,5713,,
NADPH,heavy,nP4_H_VPA5.d,10.172,322387,86024,18242,0,,
NADPH,solv,sol1.d,10.605,0,0,0,0,,
NADPH,solv,sol2.d,10.17,0,0,0,0,,
GMP,mix,nmix1.d,9,439064,0,,,,
GMP,mix,nmix2.d,8.968,191158,0,,,,
GMP,mix,nmix3.d,8.985,72729,16839,,,,
GMP,mix,nmix4.d,8.968,45132,10625,,,,
GMP,mix,nmix5.d,8.984,36569,7492,,,,
GMP,mix,rnmix1.d,8.987,571451,0,,,,
GMP,light,nP1_L_C1.d,8.976,968555,0,,,,
GMP,light,nP1_L_VPA1.d,8.998,265509,0,,,,
GMP,light,nP2_L_C2.d,8.981,937111,124208,,,,
GMP,light,nP2_L_VPA2.d,8.978,136284,0,,,,
GMP,light,nP3_L_C3.d,8.98,933286,120560,,,,
GMP,light,nP3_L_VPA3.d,8.965,134408,0,,,,
GMP,light,nP3_L_VPA4.d,8.962,135979,0,,,,
GMP,light,nP4_L_C4.d,8.964,534522,0,,,,
GMP,light,nP4_L_C5.d,8.977,1032655,141036,,,,
GMP,light,nP4_L_VPA5.d,8.97,193151,0,,,,
GMP,heavy,nP1_H_C1.d,8.96,453721,257852,,,,
GMP,heavy,nP1_H_VPA1.d,8.943,122806,0,,,,
GMP,heavy,nP1_H_VPA2.d,8.959,71264,0,,,,
GMP,heavy,nP2_H_C2.d,8.98,527805,326181,,,,
GMP,heavy,nP2_H_C3.d,8.961,450928,271046,,,,
GMP,heavy,nP2_H_VPA3.d,8.981,145298,0,,,,
GMP,heavy,nP3_H_C4.d,8.984,737568,427131,,,,
GMP,heavy,nP3_H_VPA4.d,9,217625,0,,,,
GMP,heavy,nP4_H_C5.d,9,1299862,702387,,,,
GMP,heavy,nP4_H_VPA5.d,8.98,107739,0,,,,
GMP,solv,sol1.d,9.247,7599,4709,,,,
GMP,solv,sol2.d,8.995,0,0,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,mix,nmix1.d,9.017,4175291,147656,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,mix,nmix2.d,8.985,1848583,68160,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,mix,nmix3.d,8.985,711723,28624,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,mix,nmix4.d,8.984,377972,16216,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,mix,nmix5.d,9.001,283746,12960,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,mix,rnmix1.d,9.004,5268375,188571,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,light,nP1_L_C1.d,8.993,4181045,147478,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,light,nP1_L_VPA1.d,9.014,7264910,256743,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,light,nP2_L_C2.d,8.998,3597523,134625,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,light,nP2_L_VPA2.d,8.978,6594759,226549,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,light,nP3_L_C3.d,8.996,2290708,80475,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,light,nP3_L_VPA3.d,8.982,4808167,160722,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,light,nP3_L_VPA4.d,8.978,5942468,205364,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,light,nP4_L_C4.d,8.981,3060416,106546,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,light,nP4_L_C5.d,8.977,2698408,98237,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,light,nP4_L_VPA5.d,8.986,6661524,220716,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,heavy,nP1_H_C1.d,8.977,4170657,147318,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,heavy,nP1_H_VPA1.d,8.993,4985760,179373,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,heavy,nP1_H_VPA2.d,8.975,3898460,142412,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,heavy,nP2_H_C2.d,8.98,3571882,129451,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,heavy,nP2_H_C3.d,8.977,3505968,132083,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,heavy,nP2_H_VPA3.d,8.981,6385769,230344,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,heavy,nP3_H_C4.d,8.984,3023998,107849,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,heavy,nP3_H_VPA4.d,9,6504991,236373,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,heavy,nP4_H_C5.d,9.017,5081657,185335,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,heavy,nP4_H_VPA5.d,8.996,4135539,147951,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,solv,sol1.d,9.363,0,0,,,,
Glycerol 1-Phosphate / Glycerol 3-Phosphate,solv,sol2.d,9.028,0,0,,,,
NADP+,mix,nmix1.d,10.209,383582,159306,44943,11630,0,
NADP+,mix,nmix2.d,10.177,135856,56310,21846,7791,0,
NADP+,mix,nmix3.d,10.16,35132,17122,6755,2247,63,
NADP+,mix,nmix4.d,10.176,15709,7382,7880,0,0,
NADP+,mix,nmix5.d,10.143,8254,4219,5329,0,1808,
NADP+,mix,rnmix1.d,10.212,621722,257442,63847,14715,0,
NADP+,light,nP1_L_C1.d,10.201,370211,92188,22521,3125,0,
NADP+,light,nP1_L_VPA1.d,10.206,457470,112622,26038,5117,0,
NADP+,light,nP2_L_C2.d,10.206,419394,106252,29039,0,0,
NADP+,light,nP2_L_VPA2.d,10.169,363248,93671,19414,4038,0,
NADP+,light,nP3_L_C3.d,10.171,203690,51690,15879,0,0,
NADP+,light,nP3_L_VPA3.d,10.174,410844,101432,16109,2383,0,
NADP+,light,nP3_L_VPA4.d,10.186,315683,85583,20631,0,0,
NADP+,light,nP4_L_C4.d,10.173,262606,65268,14479,4788,0,
NADP+,light,nP4_L_C5.d,10.186,227412,57123,15190,2316,0,
NADP+,light,nP4_L_VPA5.d,10.178,383676,96208,22811,4402,0,
NADP+,heavy,nP1_H_C1.d,10.169,661060,409181,121913,26340,4996,
NADP+,heavy,nP1_H_VPA1.d,10.184,685307,403898,108192,23656,2989,
NADP+,heavy,nP1_H_VPA2.d,10.184,493681,296530,78742,17902,3136,
NADP+,heavy,nP2_H_C2.d,10.188,553556,353565,104818,23960,1424,
NADP+,heavy,nP2_H_C3.d,10.186,436282,279349,81013,20353,152,
NADP+,heavy,nP2_H_VPA3.d,10.189,892151,508951,136433,31233,6947,
NADP+,heavy,nP3_H_C4.d,10.192,652178,411292,120099,27383,2159,
NADP+,heavy,nP3_H_VPA4.d,10.208,754230,423935,122872,26652,5129,
NADP+,heavy,nP4_H_C5.d,10.209,567540,343568,107410,26878,5870,
NADP+,heavy,nP4_H_VPA5.d,10.172,577836,322460,86708,19960,2692,
NADP+,solv,sol1.d,10.207,0,0,0,0,0,
NADP+,solv,sol2.d,10.17,0,0,0,0,0,
3-Phosphoglyceric Acid,mix,nmix1.d,9.199,6284574,220634,,,,
3-Phosphoglyceric Acid,mix,nmix2.d,9.167,3298503,128563,,,,
3-Phosphoglyceric Acid,mix,nmix3.d,9.184,1296180,49640,,,,
3-Phosphoglyceric Acid,mix,nmix4.d,9.183,581585,23647,,,,
3-Phosphoglyceric Acid,mix,nmix5.d,9.183,365197,16779,,,,
3-Phosphoglyceric Acid,mix,rnmix1.d,9.186,7732382,260082,,,,
3-Phosphoglyceric Acid,light,nP1_L_C1.d,9.175,6272029,218312,,,,
3-Phosphoglyceric Acid,light,nP1_L_VPA1.d,9.196,9227708,323854,,,,
3-Phosphoglyceric Acid,light,nP2_L_C2.d,9.18,7124383,250672,,,,
3-Phosphoglyceric Acid,light,nP2_L_VPA2.d,9.16,7613798,247020,,,,
3-Phosphoglyceric Acid,light,nP3_L_C3.d,9.162,4921821,165860,,,,
3-Phosphoglyceric Acid,light,nP3_L_VPA3.d,9.164,5528518,191210,,,,
3-Phosphoglyceric Acid,light,nP3_L_VPA4.d,9.16,8713373,290687,,,,
3-Phosphoglyceric Acid,light,nP4_L_C4.d,9.163,5329307,188378,,,,
3-Phosphoglyceric Acid,light,nP4_L_C5.d,9.159,3931450,132580,,,,
3-Phosphoglyceric Acid,light,nP4_L_VPA5.d,9.168,9417088,322724,,,,
3-Phosphoglyceric Acid,heavy,nP1_H_C1.d,9.159,6798383,231240,,,,
3-Phosphoglyceric Acid,heavy,nP1_H_VPA1.d,9.191,7908217,276433,,,,
3-Phosphoglyceric Acid,heavy,nP1_H_VPA2.d,9.174,7909180,260000,,,,
3-Phosphoglyceric Acid,heavy,nP2_H_C2.d,9.178,7144636,252485,,,,
3-Phosphoglyceric Acid,heavy,nP2_H_C3.d,9.176,7288720,235232,,,,
3-Phosphoglyceric Acid,heavy,nP2_H_VPA3.d,9.18,10633990,376009,,,,
3-Phosphoglyceric Acid,heavy,nP3_H_C4.d,9.166,5673256,196201,,,,
3-Phosphoglyceric Acid,heavy,nP3_H_VPA4.d,9.198,10317340,368838,,,,
3-Phosphoglyceric Acid,heavy,nP4_H_C5.d,9.199,7964313,275693,,,,
3-Phosphoglyceric Acid,heavy,nP4_H_VPA5.d,9.179,7381734,243364,,,,
3-Phosphoglyceric Acid,solv,sol1.d,9.082,0,226,,,,
3-Phosphoglyceric Acid,solv,sol2.d,9.177,0,889,,,,
AMP,mix,nmix1.d,8.984,2730382,750353,222389,,,
AMP,mix,nmix2.d,8.952,1151384,337027,100488,,,
AMP,mix,nmix3.d,8.969,407430,136349,45226,,,
AMP,mix,nmix4.d,8.951,228325,64898,20617,,,
AMP,mix,nmix5.d,8.968,158639,42299,16487,,,
AMP,mix,rnmix1.d,8.971,3108092,858305,253986,,,
AMP,light,nP1_L_C1.d,8.96,11770370,1437932,241303,,,
AMP,light,nP1_L_VPA1.d,8.998,575120,89057,15927,,,
AMP,light,nP2_L_C2.d,8.981,11343410,1338064,217840,,,
AMP,light,nP2_L_VPA2.d,8.961,104106,30775,8796,,,
AMP,light,nP3_L_C3.d,8.963,10686560,1271661,202720,,,
AMP,light,nP3_L_VPA3.d,8.949,126030,27236,8201,,,
AMP,light,nP3_L_VPA4.d,8.945,83714,31568,9399,,,
AMP,light,nP4_L_C4.d,8.948,6893891,810019,134468,,,
AMP,light,nP4_L_C5.d,8.961,12622280,1488275,245700,,,
AMP,light,nP4_L_VPA5.d,8.953,617242,103527,22330,,,
AMP,heavy,nP1_H_C1.d,8.944,2862688,3491076,1433458,,,
AMP,heavy,nP1_H_VPA1.d,8.96,281952,285061,117603,,,
AMP,heavy,nP1_H_VPA2.d,8.959,142696,148891,63475,,,
AMP,heavy,nP2_H_C2.d,8.963,3670105,4876246,2102157,,,
AMP,heavy,nP2_H_C3.d,8.961,3426378,4433276,1865523,,,
AMP,heavy,nP2_H_VPA3.d,8.965,296907,297012,112278,,,
AMP,heavy,nP3_H_C4.d,8.967,5298579,6664207,2701227,,,
AMP,heavy,nP3_H_VPA4.d,8.983,1019120,1013274,389280,,,
AMP,heavy,nP4_H_C5.d,8.984,9397534,10927210,4361018,,,
AMP,heavy,nP4_H_VPA5.d,8.963,254698,236593,88582,,,
AMP,solv,sol1.d,9.214,20971,18923,3684,,,
AMP,solv,sol2.d,8.945,13231,9587,0,,,
ADP,mix,nmix1.d,9.232,22588410,6449764,1874524,357483,,
ADP,mix,nmix2.d,9.233,10877290,3112951,917306,112511,,
ADP,mix,nmix3.d,9.25,3683498,1303490,424286,0,,
ADP,mix,nmix4.d,9.249,2113771,623388,185646,0,,
ADP,mix,nmix5.d,9.266,1450122,425963,110714,0,,
ADP,mix,rnmix1.d,9.235,27927060,7856324,2380544,421264,,
ADP,light,nP1_L_C1.d,9.208,50582190,6198174,1282554,0,,
ADP,light,nP1_L_VPA1.d,9.279,23760610,2916229,662805,0,,
ADP,light,nP2_L_C2.d,9.213,53716040,6370016,1302715,0,,
ADP,light,nP2_L_VPA2.d,9.309,13624950,1826231,448223,0,,
ADP,light,nP3_L_C3.d,9.211,36767260,4456061,914671,0,,
ADP,light,nP3_L_VPA3.d,9.296,14205440,1855974,430289,0,,
ADP,light,nP3_L_VPA4.d,9.293,13753210,1861932,441617,0,,
ADP,light,nP4_L_C4.d,9.196,32974710,4149587,837896,0,,
ADP,light,nP4_L_C5.d,9.209,39421180,4795621,968173,0,,
ADP,light,nP4_L_VPA5.d,9.251,22019470,2875783,645185,0,,
ADP,heavy,nP1_H_C1.d,9.192,14023530,17063960,7209191,1091881,,
ADP,heavy,nP1_H_VPA1.d,9.241,6363059,7203330,2859085,457678,,
ADP,heavy,nP1_H_VPA2.d,9.24,4060007,5054023,2097425,362543,,
ADP,heavy,nP2_H_C2.d,9.211,13480930,17952560,8128718,1173650,,
ADP,heavy,nP2_H_C3.d,9.192,11980330,15541780,6715069,1029317,,
ADP,heavy,nP2_H_VPA3.d,9.246,9211261,9850732,3675047,618772,,
ADP,heavy,nP3_H_C4.d,9.199,17627380,21756450,8942077,1316859,,
ADP,heavy,nP3_H_VPA4.d,9.248,12522120,13040140,4780154,768059,,
ADP,heavy,nP4_H_C5.d,9.232,23241990,27290060,10555290,1630619,,
ADP,heavy,nP4_H_VPA5.d,9.261,6917499,7108194,2542798,442152,,
ADP,solv,sol1.d,9.512,35436,36336,8140,0,,
ADP,solv,sol2.d,9.343,14731,10209,3513,0,,
GDP,mix,nmix1.d,9.216,1848582,402230,86960,,,
GDP,mix,nmix2.d,9.101,870755,186468,41207,,,
GDP,mix,nmix3.d,9.118,239734,74151,15790,,,
GDP,mix,nmix4.d,9.1,0,0,0,,,
GDP,mix,nmix5.d,9.117,97803,18724,5227,,,
GDP,mix,rnmix1.d,9.252,2279564,517403,104300,,,
GDP,light,nP1_L_C1.d,9.224,3917930,502105,186281,,,
GDP,light,nP1_L_VPA1.d,9.329,1846119,242528,0,,,
GDP,light,nP2_L_C2.d,9.246,4426849,532848,179502,,,
GDP,light,nP2_L_VPA2.d,9.11,1248610,183047,0,,,
GDP,light,nP3_L_C3.d,9.211,3015349,369832,151791,,,
GDP,light,nP3_L_VPA3.d,9.098,1172665,163031,40202,,,
GDP,light,nP3_L_VPA4.d,9.342,1194709,175601,41999,,,
GDP,light,nP4_L_C4.d,9.229,2690778,341270,118724,,,
GDP,light,nP4_L_C5.d,9.225,3222383,404995,176300,,,
GDP,light,nP4_L_VPA5.d,9.301,1805196,262598,61928,,,
GDP,heavy,nP1_H_C1.d,9.225,2010702,1117146,182609,,,
GDP,heavy,nP1_H_VPA1.d,9.125,864024,431162,66880,,,
GDP,heavy,nP1_H_VPA2.d,9.108,564294,327157,49409,,,
GDP,heavy,nP2_H_C2.d,9.228,1990507,1201812,186930,,,
GDP,heavy,nP2_H_C3.d,9.226,1818713,1071747,193238,,,
GDP,heavy,nP2_H_VPA3.d,9.296,1227626,594700,95328,,,
GDP,heavy,nP3_H_C4.d,9.232,2475206,1378497,233956,,,
GDP,heavy,nP3_H_VPA4.d,9.281,1563174,744229,114696,,,
GDP,heavy,nP4_H_C5.d,9.249,3310998,1766399,305639,,,
GDP,heavy,nP4_H_VPA5.d,9.129,894892,436307,72257,,,
GDP,solv,sol1.d,9.827,0,0,0,,,
GDP,solv,sol2.d,12.388,6299,5270,0,,,
dCTP,mix,nmix1.d,9.646,260705,31849,,,,
dCTP,mix,nmix2.d,9.631,95351,12369,,,,
dCTP,mix,nmix3.d,9.647,19114,0,,,,
dCTP,mix,nmix4.d,10.987,0,0,,,,
dCTP,mix,nmix5.d,10.772,0,0,,,,
dCTP,mix,rnmix1.d,9.649,379499,36866,,,,
dCTP,light,nP1_L_C1.d,9.638,299996,35990,,,,
dCTP,light,nP1_L_VPA1.d,9.66,509186,59963,,,,
dCTP,light,nP2_L_C2.d,9.643,339794,41618,,,,
dCTP,light,nP2_L_VPA2.d,9.623,394648,43960,,,,
dCTP,light,nP3_L_C3.d,9.609,137607,17445,,,,
dCTP,light,nP3_L_VPA3.d,9.611,409149,49586,,,,
dCTP,light,nP3_L_VPA4.d,9.607,302388,36159,,,,
dCTP,light,nP4_L_C4.d,9.626,230412,29191,,,,
dCTP,light,nP4_L_C5.d,9.623,165668,23553,,,,
dCTP,light,nP4_L_VPA5.d,9.632,387469,45450,,,,
dCTP,heavy,nP1_H_C1.d,9.606,262453,31163,,,,
dCTP,heavy,nP1_H_VPA1.d,9.638,331516,40989,,,,
dCTP,heavy,nP1_H_VPA2.d,9.621,230501,25159,,,,
dCTP,heavy,nP2_H_C2.d,9.625,234234,26601,,,,
dCTP,heavy,nP2_H_C3.d,9.623,186030,25825,,,,
dCTP,heavy,nP2_H_VPA3.d,9.627,381281,42218,,,,
dCTP,heavy,nP3_H_C4.d,9.629,226388,28453,,,,
dCTP,heavy,nP3_H_VPA4.d,9.645,359411,42300,,,,
dCTP,heavy,nP4_H_C5.d,9.646,259010,31094,,,,
dCTP,heavy,nP4_H_VPA5.d,9.625,243253,31918,,,,
dCTP,solv,sol1.d,9.512,0,0,,,,
dCTP,solv,sol2.d,9.823,0,0,,,,
GSSG,mix,nmix1.d,8.967,4022302,1600858,653622,,,
GSSG,mix,nmix2.d,8.935,2020321,746251,322061,,,
GSSG,mix,nmix3.d,8.935,902129,369239,155954,,,
GSSG,mix,nmix4.d,8.935,722016,257336,116671,,,
GSSG,mix,nmix5.d,8.918,601707,221487,101549,,,
GSSG,mix,rnmix1.d,8.971,6522319,2469468,1022929,,,
GSSG,light,nP1_L_C1.d,8.96,7021481,1876738,889557,,,
GSSG,light,nP1_L_VPA1.d,8.981,9376689,2616223,1204359,,,
GSSG,light,nP2_L_C2.d,8.964,7306327,1940513,930396,,,
GSSG,light,nP2_L_VPA2.d,8.945,5618523,1451864,704120,,,
GSSG,light,nP3_L_C3.d,8.93,3295912,845738,417245,,,
GSSG,light,nP3_L_VPA3.d,8.949,7192177,1829084,906035,,,
GSSG,light,nP3_L_VPA4.d,8.928,4399221,1142642,570800,,,
GSSG,light,nP4_L_C4.d,8.948,5069229,1308609,643556,,,
GSSG,light,nP4_L_C5.d,8.944,3219281,829993,412416,,,
GSSG,light,nP4_L_VPA5.d,8.953,7412616,1917393,929545,,,
GSSG,heavy,nP1_H_C1.d,8.944,3951722,2252080,907855,,,
GSSG,heavy,nP1_H_VPA1.d,8.96,6011698,3201776,1265945,,,
GSSG,heavy,nP1_H_VPA2.d,8.942,3757632,2062872,842340,,,
GSSG,heavy,nP2_H_C2.d,8.947,3769163,2195381,866017,,,
GSSG,heavy,nP2_H_C3.d,8.944,2928759,1714533,729415,,,
GSSG,heavy,nP2_H_VPA3.d,8.948,5583438,2913640,1156881,,,
GSSG,heavy,nP3_H_C4.d,8.951,4139035,2356275,946993,,,
GSSG,heavy,nP3_H_VPA4.d,8.967,5524226,2946258,1151134,,,
GSSG,heavy,nP4_H_C5.d,8.967,4847457,2769459,1080797,,,
GSSG,heavy,nP4_H_VPA5.d,8.947,3266253,1667647,710631,,,
GSSG,solv,sol1.d,9.132,15689,15792,9193,,,
GSSG,solv,sol2.d,9.028,5872,5458,5435,,,
CDP-Choline,mix,nmix1.d,10.606,75437,13034,,,,
CDP-Choline,mix,nmix2.d,10.574,32524,6447,,,,
CDP-Choline,mix,nmix3.d,10.624,10870,2723,,,,
CDP-Choline,mix,nmix4.d,10.606,7989,1114,,,,
CDP-Choline,mix,nmix5.d,10.573,0,0,,,,
CDP-Choline,mix,rnmix1.d,10.609,101516,18975,,,,
CDP-Choline,light,nP1_L_C1.d,10.615,78426,17772,,,,
CDP-Choline,light,nP1_L_VPA1.d,10.62,113467,22178,,,,
CDP-Choline,light,nP2_L_C2.d,10.62,63006,14479,,,,
CDP-Choline,light,nP2_L_VPA2.d,10.567,102515,19871,,,,
CDP-Choline,light,nP3_L_C3.d,10.585,41591,7377,,,,
CDP-Choline,light,nP3_L_VPA3.d,10.587,88685,17125,,,,
CDP-Choline,light,nP3_L_VPA4.d,10.584,73752,15047,,,,
CDP-Choline,light,nP4_L_C4.d,10.586,49692,10421,,,,
CDP-Choline,light,nP4_L_C5.d,10.583,49383,9299,,,,
CDP-Choline,light,nP4_L_VPA5.d,10.575,91794,16544,,,,
CDP-Choline,heavy,nP1_H_C1.d,10.566,74554,12025,,,,
CDP-Choline,heavy,nP1_H_VPA1.d,10.598,129177,23772,,,,
CDP-Choline,heavy,nP1_H_VPA2.d,10.581,82347,14730,,,,
CDP-Choline,heavy,nP2_H_C2.d,10.585,63469,16839,,,,
CDP-Choline,heavy,nP2_H_C3.d,10.583,57018,14780,,,,
CDP-Choline,heavy,nP2_H_VPA3.d,10.587,104626,22310,,,,
CDP-Choline,heavy,nP3_H_C4.d,10.589,60269,13829,,,,
CDP-Choline,heavy,nP3_H_VPA4.d,10.605,111691,19130,,,,
CDP-Choline,heavy,nP4_H_C5.d,10.606,114330,22542,,,,
CDP-Choline,heavy,nP4_H_VPA5.d,10.585,78807,11669,,,,
CDP-Choline,solv,sol1.d,10.737,0,0,,,,
CDP-Choline,solv,sol2.d,10.733,0,0,,,,
SAICAR,mix,nmix1.d,9.629,857734,287440,52519,10295,0,1570
SAICAR,mix,nmix2.d,9.597,325096,105012,22122,2464,0,0
SAICAR,mix,nmix3.d,9.598,97919,35817,8870,0,0,0
SAICAR,mix,nmix4.d,9.597,38367,13383,0,0,0,0
SAICAR,mix,nmix5.d,9.597,21857,10183,0,0,0,0
SAICAR,mix,rnmix1.d,9.633,1249976,418439,75897,13043,437,0
SAICAR,light,nP1_L_C1.d,9.605,361269,60408,15563,3180,0,0
SAICAR,light,nP1_L_VPA1.d,9.643,1623724,261127,57270,11833,0,5840
SAICAR,light,nP2_L_C2.d,9.627,410248,67560,17067,0,0,0
SAICAR,light,nP2_L_VPA2.d,9.59,1417467,221739,51503,7079,0,0
SAICAR,light,nP3_L_C3.d,9.592,177074,29499,8014,0,0,0
SAICAR,light,nP3_L_VPA3.d,9.594,1454781,230496,49039,6448,2095,4757
SAICAR,light,nP3_L_VPA4.d,9.591,1525421,244844,51003,3849,3200,0
SAICAR,light,nP4_L_C4.d,9.593,311739,54103,14227,0,0,0
SAICAR,light,nP4_L_C5.d,9.59,134344,24270,3976,0,0,0
SAICAR,light,nP4_L_VPA5.d,9.599,1397424,218682,53291,2259,0,0
SAICAR,heavy,nP1_H_C1.d,9.589,701023,424625,71788,13007,0,7431
SAICAR,heavy,nP1_H_VPA1.d,9.605,1411247,784947,136078,28478,3225,6557
SAICAR,heavy,nP1_H_VPA2.d,9.588,1230587,717605,127802,25106,8138,5204
SAICAR,heavy,nP2_H_C2.d,9.609,619722,386224,76503,15408,0,3587
SAICAR,heavy,nP2_H_C3.d,9.59,519606,315768,54298,13503,0,0
SAICAR,heavy,nP2_H_VPA3.d,9.61,1972319,1026069,185566,34670,1241,0
