Compound,Type, File Name, RT,m_0,m_1,m_2,m_3,m_4,m_5
SAICAR,heavy,nP3_H_C4.d,9.596,742228,426073,79834,17775,4409,5350
SAICAR,heavy,nP3_H_VPA4.d,9.629,1543611,763998,140605,28652,3745,5294
SAICAR,heavy,nP4_H_C5.d,9.629,664632,359276,65692,16301,2753,3893
SAICAR,heavy,nP4_H_VPA5.d,9.609,1266655,634791,112306,18765,6102,0
SAICAR,solv,sol1.d,9.711,0,0,0,0,0,0
SAICAR,solv,sol2.d,10.005,0,0,0,0,0,0
"D-Fructose 1,6-bisphosphate",mix,nmix1.d,11.02,1080414,91122,34913,0,,
"D-Fructose 1,6-bisphosphate",mix,nmix2.d,11.021,381277,43560,18183,2251,,
"D-Fructose 1,6-bisphosphate",mix,nmix3.d,11.021,126283,44168,4999,0,,
"D-Fructose 1,6-bisphosphate",mix,nmix4.d,11.02,60985,34142,0,0,,
"D-Fructose 1,6-bisphosphate",mix,nmix5.d,11.037,37323,37865,0,0,,
"D-Fructose 1,6-bisphosphate",mix,rnmix1.d,11.023,1760986,174715,53457,12865,,
"D-Fructose 1,6-bisphosphate",light,nP1_L_C1.d,10.995,1904853,178304,63672,12682,,
"D-Fructose 1,6-bisphosphate",light,nP1_L_VPA1.d,11.017,3095605,196406,79025,1763,,
"D-Fructose 1,6-bisphosphate",light,nP2_L_C2.d,10.984,9718305,654731,238046,17442,,
"D-Fructose 1,6-bisphosphate",light,nP2_L_VPA2.d,10.947,1898037,134749,51111,0,,
"D-Fructose 1,6-bisphosphate",light,nP3_L_C3.d,10.966,1188101,126349,38525,2340,,
"D-Fructose 1,6-bisphosphate",light,nP3_L_VPA3.d,10.985,716218,70155,28799,0,,
"D-Fructose 1,6-bisphosphate",light,nP3_L_VPA4.d,10.964,2645775,186987,71472,0,,
"D-Fructose 1,6-bisphosphate",light,nP4_L_C4.d,10.967,1088058,129423,37828,2277,,
"D-Fructose 1,6-bisphosphate",light,nP4_L_C5.d,10.963,556462,95903,28418,7487,,
"D-Fructose 1,6-bisphosphate",light,nP4_L_VPA5.d,10.989,2697440,199665,72601,7088,,
"D-Fructose 1,6-bisphosphate",heavy,nP1_H_C1.d,10.963,1383236,136695,44281,0,,
"D-Fructose 1,6-bisphosphate",heavy,nP1_H_VPA1.d,10.995,863547,131819,47061,0,,
"D-Fructose 1,6-bisphosphate",heavy,nP1_H_VPA2.d,10.962,701107,132889,36307,8922,,
"D-Fructose 1,6-bisphosphate",heavy,nP2_H_C2.d,10.966,1738744,139039,45310,0,,
"D-Fructose 1,6-bisphosphate",heavy,nP2_H_C3.d,10.963,1365503,137146,51685,2582,,
"D-Fructose 1,6-bisphosphate",heavy,nP2_H_VPA3.d,10.984,3320438,216991,84613,2847,,
"D-Fructose 1,6-bisphosphate",heavy,nP3_H_C4.d,10.987,1118281,101148,42045,0,,
"D-Fructose 1,6-bisphosphate",heavy,nP3_H_VPA4.d,11.003,2391981,156580,67245,2325,,
"D-Fructose 1,6-bisphosphate",heavy,nP4_H_C5.d,11.003,4210498,305211,115166,6186,,
"D-Fructose 1,6-bisphosphate",heavy,nP4_H_VPA5.d,10.999,572862,53704,20890,0,,
"D-Fructose 1,6-bisphosphate",solv,sol1.d,11.945,0,57785,11510,0,,
"D-Fructose 1,6-bisphosphate",solv,sol2.d,11.594,0,22166,6879,0,,
Arginine,mix,nmix1.d,19.892,2750336,219638,,,,
Arginine,mix,nmix2.d,19.942,1495087,129673,,,,
Arginine,mix,nmix3.d,19.976,794129,74427,,,,
Arginine,mix,nmix4.d,19.991,0,49229,,,,
Arginine,mix,nmix5.d,19.992,0,41159,,,,
Arginine,mix,rnmix1.d,19.878,3314601,268550,,,,
Arginine,light,nP1_L_C1.d,19.9,3668949,294008,,,,
Arginine,light,nP1_L_VPA1.d,19.872,3440495,268238,,,,
Arginine,light,nP2_L_C2.d,19.905,3445329,279514,,,,
Arginine,light,nP2_L_VPA2.d,19.919,3246370,239264,,,,
Arginine,light,nP3_L_C3.d,19.937,2640735,200516,,,,
Arginine,light,nP3_L_VPA3.d,19.906,2936202,224773,,,,
Arginine,light,nP3_L_VPA4.d,19.903,2641658,213036,,,,
Arginine,light,nP4_L_C4.d,19.922,3251700,249253,,,,
Arginine,light,nP4_L_C5.d,19.935,3005088,241105,,,,
Arginine,light,nP4_L_VPA5.d,19.894,3398532,266647,,,,
Arginine,heavy,nP1_H_C1.d,19.918,3742700,290443,,,,
Arginine,heavy,nP1_H_VPA1.d,19.901,3316211,255884,,,,
Arginine,heavy,nP1_H_VPA2.d,19.9,2615287,199035,,,,
Arginine,heavy,nP2_H_C2.d,19.921,3498846,273553,,,,
Arginine,heavy,nP2_H_C3.d,19.935,3192673,263016,,,,
Arginine,heavy,nP2_H_VPA3.d,19.889,3234132,256010,,,,
Arginine,heavy,nP3_H_C4.d,19.908,3125939,244804,,,,
Arginine,heavy,nP3_H_VPA4.d,19.891,3215788,248377,,,,
Arginine,heavy,nP4_H_C5.d,19.892,4409285,344831,,,,
Arginine,heavy,nP4_H_VPA5.d,19.921,2809653,228261,,,,
Arginine,solv,sol1.d,20.122,0,0,,,,
,solv,sol2.d,20.002,0,0,,,,
5-Hydroxylysine,mix,nmix1.d,19.892,18188,0,,,,
5-Hydroxylysine,mix,nmix2.d,19.926,8096,1577,,,,
5-Hydroxylysine,mix,nmix3.d,19.711,0,0,,,,
5-Hydroxylysine,mix,nmix4.d,19.313,0,0,,,,
5-Hydroxylysine,mix,nmix5.d,19.677,0,0,,,,
5-Hydroxylysine,mix,rnmix1.d,19.862,27583,4319,,,,
5-Hydroxylysine,light,nP1_L_C1.d,19.884,30066,2652,,,,
5-Hydroxylysine,light,nP1_L_VPA1.d,19.872,38338,1402,,,,
5-Hydroxylysine,light,nP2_L_C2.d,19.889,27878,2800,,,,
5-Hydroxylysine,light,nP2_L_VPA2.d,19.902,21745,2346,,,,
5-Hydroxylysine,light,nP3_L_C3.d,19.937,17990,1058,,,,
5-Hydroxylysine,light,nP3_L_VPA3.d,19.89,18046,1914,,,,
5-Hydroxylysine,light,nP3_L_VPA4.d,19.903,18051,2422,,,,
5-Hydroxylysine,light,nP4_L_C4.d,19.889,17573,0,,,,
5-Hydroxylysine,light,nP4_L_C5.d,19.918,18732,3240,,,,
5-Hydroxylysine,light,nP4_L_VPA5.d,19.894,23006,3769,,,,
5-Hydroxylysine,heavy,nP1_H_C1.d,19.901,24054,878,,,,
5-Hydroxylysine,heavy,nP1_H_VPA1.d,19.867,16486,0,,,,
5-Hydroxylysine,heavy,nP1_H_VPA2.d,19.883,14705,0,,,,
5-Hydroxylysine,heavy,nP2_H_C2.d,19.921,28302,2632,,,,
5-Hydroxylysine,heavy,nP2_H_C3.d,19.902,24101,2052,,,,
5-Hydroxylysine,heavy,nP2_H_VPA3.d,19.889,20719,2263,,,,
5-Hydroxylysine,heavy,nP3_H_C4.d,19.908,26080,1091,,,,
5-Hydroxylysine,heavy,nP3_H_VPA4.d,19.891,28504,0,,,,
5-Hydroxylysine,heavy,nP4_H_C5.d,19.892,49465,3619,,,,
5-Hydroxylysine,heavy,nP4_H_VPA5.d,19.921,18914,1756,,,,
5-Hydroxylysine,solv,sol1.d,19.99,0,0,,,,
5-Hydroxylysine,solv,sol2.d,20.168,0,0,,,,
Thiamine,mix,nmix1.d,20.355,1269402,183363,,,,
Thiamine,mix,nmix2.d,20.356,1456938,212855,,,,
Thiamine,mix,nmix3.d,20.092,1782473,260945,,,,
Thiamine,mix,nmix4.d,20.091,1426942,210898,,,,
Thiamine,mix,nmix5.d,20.074,1152080,170889,,,,
Thiamine,mix,rnmix1.d,20.342,1291918,188075,,,,
Thiamine,light,nP1_L_C1.d,20.414,1172384,170791,,,,
Thiamine,light,nP1_L_VPA1.d,20.385,1482417,213597,,,,
Thiamine,light,nP2_L_C2.d,20.369,927198,140082,,,,
Thiamine,light,nP2_L_VPA2.d,20.481,1444941,221387,,,,
Thiamine,light,nP3_L_C3.d,20.5,1330228,193432,,,,
Thiamine,light,nP3_L_VPA3.d,20.486,1391557,210531,,,,
Thiamine,light,nP3_L_VPA4.d,20.581,1643283,247795,,,,
Thiamine,light,nP4_L_C4.d,20.484,1151852,170151,,,,
Thiamine,light,nP4_L_C5.d,20.564,1338517,199777,,,,
Thiamine,light,nP4_L_VPA5.d,20.44,1346362,194622,,,,
Thiamine,heavy,nP1_H_C1.d,20.497,1103396,166062,,,,
Thiamine,heavy,nP1_H_VPA1.d,20.48,1424165,208624,,,,
Thiamine,heavy,nP1_H_VPA2.d,20.661,1753814,268159,,,,
Thiamine,heavy,nP2_H_C2.d,20.45,1304641,188549,,,,
Thiamine,heavy,nP2_H_C3.d,20.58,1572018,236294,,,,
Thiamine,heavy,nP2_H_VPA3.d,20.435,1354046,193624,,,,
Thiamine,heavy,nP3_H_C4.d,20.421,1043542,158325,,,,
Thiamine,heavy,nP3_H_VPA4.d,20.388,1366457,197203,,,,
Thiamine,heavy,nP4_H_C5.d,20.405,1255716,181529,,,,
Thiamine,heavy,nP4_H_VPA5.d,20.616,1790804,260916,,,,
Thiamine,solv,sol1.d,21.049,0,0,,,,
Thiamine,solv,sol2.d,20.879,0,0,,,,
Lysine,mix,nmix1.d,20.322,2467177,194523,,,,
Lysine,mix,nmix2.d,19.976,2205454,164322,,,,
Lysine,mix,nmix3.d,19.992,1731907,130140,,,,
Lysine,mix,nmix4.d,19.991,1453276,101305,,,,
Lysine,mix,nmix5.d,19.992,1311855,93706,,,,
Lysine,mix,rnmix1.d,20.309,2715989,207041,,,,
Lysine,light,nP1_L_C1.d,20.381,3416968,259580,,,,
Lysine,light,nP1_L_VPA1.d,20.352,2481677,186036,,,,
Lysine,light,nP2_L_C2.d,20.336,3240159,247234,,,,
Lysine,light,nP2_L_VPA2.d,20.084,3702727,259241,,,,
Lysine,light,nP3_L_C3.d,19.987,4511384,319504,,,,
Lysine,light,nP3_L_VPA3.d,20.469,2918555,201516,,,,
Lysine,light,nP3_L_VPA4.d,19.985,3371911,237252,,,,
Lysine,light,nP4_L_C4.d,20.468,3536764,240282,,,,
Lysine,light,nP4_L_C5.d,19.984,5025712,346785,,,,
Lysine,light,nP4_L_VPA5.d,20.424,3008117,224405,,,,
Lysine,heavy,nP1_H_C1.d,20.464,4077634,278885,,,,
Lysine,heavy,nP1_H_VPA1.d,20.463,2618895,190558,,,,
Lysine,heavy,nP1_H_VPA2.d,19.983,2874304,198785,,,,
Lysine,heavy,nP2_H_C2.d,19.987,4016417,280645,,,,
Lysine,heavy,nP2_H_C3.d,19.984,4884327,340132,,,,
Lysine,heavy,nP2_H_VPA3.d,20.419,2889018,215931,,,,
Lysine,heavy,nP3_H_C4.d,20.405,3169413,235223,,,,
Lysine,heavy,nP3_H_VPA4.d,20.371,2646033,200422,,,,
Lysine,heavy,nP4_H_C5.d,20.388,3589687,264418,,,,
Lysine,heavy,nP4_H_VPA5.d,19.971,4054560,292939,,,,
Lysine,solv,sol1.d,20.486,0,0,,,,
Lysine,solv,sol2.d,20.234,0,0,,,,
